id,house_ln,house_la,subway,bus_stop,park,scenery,street,room_type,accommodates,bathroom,bedroom,beds,bed_type,guests,num_of_review,review_score,Entire_home,Private_room,Shared_room,crime_rate,host_response_time,response_time_num,host_response_rate,superhost,host_neighborhood,daily_price,weekly_price,monthly_price,Central_Park,Van_Cortlandt,Flushing_Meadows,Prospect_Park,Washington_Square_Park,Bronx_Park,Pelham_Bay_Park,Floyd_Bennet_Field,Jamaica_Bay,Jacob_Riis_Park,Fort_Tilden,Greenbelt,The_Metropolitan_Museum_of_Art,statue_of_liberty,Empire_state_Building,American_Museum_of_Natual_History,Museum_of_Modern_Art,Times_Square,One_world_trade_cente,Grand_Centreal_Terminal,intrepid_sea_air,Fifth_Avenue,Brooklyn_Bridge,Wall_Street,Flatiron_Building,New_York_University,Broadway,China_Town,New_york_Public_Library,West_Point_Academy,Columbia_University,Madison_Square_Garden,madame_tussauds_new_york,National_September_11_Memorial_Museum,Manhattan_Skyline,United_Nations_Headquarters,SOHO,St_Patrick_Cathedral,High_Line_Park,Top_of_the_Rock,sub_dist_1,sub_dist_2,sub_dist_3,bus_dist_1,bus_dist_2,bus_dist_3,subway_station,new_price
3635348,-73.93208,40.67927,2,10,1,0,Brooklyn,Entire home/apt,4,1,1,2,Real Bed,2,113,88,1,0,0,1.977,within an hour,3,1,0,Bedford-Stuyvesant,150,1050,3700,12.156,24.623,10.217,3.525,7.944,19.607,23.948,9.568,10.597,13.489,13.544,12.791,11.432,9.549,8.945,11.877,9.916,9.919,7.8,9.009,11.135,10.914,6.271,7.121,8.42,7.829,12.92,6.753,9.242,77.956,14.492,9.301,9.825,7.667,10.123,8.554,11.909,9.598,250.632,9.745,0.114,0.744,0.954,0.213,0.22,0.242,1,110
3635624,-73.98371,40.72138,4,14,1,18,New York,Entire home/apt,2,1,1,1,Real Bed,1,1,80,1,0,0,1.2624,N/A,0,0,0,Lower East Side,159,750,,7.203,21.286,12.215,6.32,1.556,16.946,22.422,15.617,16.907,19.784,19.397,11.654,6.666,6.251,3.054,6.724,4.488,4.173,2.658,3.529,5.038,6.038,2.011,2.721,2.252,1.45,7.766,1.3,3.536,73.256,9.744,3.219,3.916,2.668,4.684,3.587,6.625,4.167,246.015,4.214,0.463,0.482,0.571,0.043,0.244,0.28,2,159
3636601,-73.99612,40.74994,6,10,1,23,New York,Entire home/apt,2,1,1,1,Real Bed,2,13,78,1,0,0,9.9753,within a few hours,2,0.91,0,Chelsea,89,,2670,4.558,18.888,13.136,9.645,2.128,15.027,20.914,18.918,20.122,23.01,22.729,13.626,4.276,7.887,0.909,3.978,2.016,1.36,4.357,1.626,1.699,3.686,4.834,5.001,1.12,2.279,4.897,3.872,1.22,70.116,7,0.382,0.93,4.5,2.112,2.395,3.779,1.859,242.868,1.725,0.348,0.382,0.429,0.276,0.287,0.337,4,93
3636967,-73.94033,40.72705,0,1,0,10,Brooklyn,Entire home/apt,4,1,1,2,Real Bed,1,3,100,1,0,0,0.9601,within an hour,3,1,0,Greenpoint,159,,3000,6.87,19.545,8.505,7.276,4.821,14.736,19.683,14.862,15.652,18.533,18.875,14.75,6.126,9.739,4.505,6.655,4.955,5.175,6.34,4.217,6.601,5.651,5.313,6.229,4.446,4.801,7.666,4.936,4.574,72.625,9.144,5.001,5.241,6.327,5.146,3.55,6.732,4.679,245.325,4.869,0.961,1.282,1.423,0.133,0.618,0.706,0,139
3637029,-73.91209,40.69942,2,4,0,0,Brooklyn,Private room,1,1,1,1,Real Bed,1,18,96,0,1,0,0.9855,N/A,0,0,0,Bushwick,65,,1100,10.638,22.183,7.496,6.151,7.988,17.068,21.205,11.392,11.93,14.784,15.457,15.173,9.877,11.225,8.268,10.479,8.841,9.034,8.657,8.076,10.427,9.455,7.22,8.187,8.019,7.914,11.457,7.346,8.408,75.79,12.752,8.727,9.063,8.57,9.032,7.434,10.579,8.561,248.386,8.747,0.061,0.522,0.648,0.083,0.091,0.348,1,65
3638841,-74.00402,40.65046,0,6,1,0,Brooklyn,Entire home/apt,2,1,1,2,Real Bed,2,26,90,1,0,0,0.7843,within an hour,3,1,0,Sunset Park,100,500,,15.27,29.259,16.968,3.342,8.954,24.693,29.747,10.843,12.958,15.44,13.67,6.139,14.732,5.504,11.049,14.781,12.544,12.162,6.993,11.595,12.717,14.106,6.255,6.19,10.152,8.803,15.809,7.216,11.566,81.195,17.812,11.085,11.843,6.817,12.733,11.621,14.664,12.228,253.944,12.259,0.522,0.533,0.94,0.067,0.074,0.096,0,89
3638852,-73.98,40.72135,0,10,1,18,New York,Private room,2,1,1,1,Real Bed,1,12,92,0,1,0,1.1773,N/A,0,0,0,Alphabet City,85,570,,7.156,21.171,11.907,6.266,1.801,16.785,22.22,15.469,16.724,19.605,19.272,11.863,6.596,6.508,3.088,6.695,4.467,4.197,2.952,3.497,5.139,5.972,2.201,2.969,2.345,1.708,7.745,1.572,3.543,73.252,9.695,3.301,3.967,2.954,4.667,3.485,6.61,4.141,246.011,4.203,0.712,0.749,0.868,0.072,0.178,0.198,0,85
3641819,-73.96694,40.6786,2,8,1,3,Brooklyn,Entire home/apt,4,1,2,3,Real Bed,1,25,96,1,0,0,0.9147,within a day,1,1,0,Prospect Heights,160,,,11.842,25.324,12.62,1.472,6.347,20.57,25.426,10.806,12.323,15.145,14.481,10.009,11.203,6.651,7.962,11.44,9.26,9.059,5.462,8.288,10.001,10.608,4.016,4.665,7.211,6.204,12.503,4.775,8.392,77.991,14.342,8.175,8.845,5.3,9.467,8.083,11.393,8.93,250.742,9.02,0.489,0.51,0.527,0.163,0.224,0.262,1,170
3642278,-73.99806,40.68235,2,5,1,6,Brooklyn,Entire home/apt,5,1,2,3,Real Bed,1,4,100,1,0,0,0.4812,N/A,0,0,0,Carroll Gardens,175,1000,,11.696,25.763,14.711,3.033,5.39,21.306,26.559,12.759,14.514,17.253,16.143,7.881,11.172,3.995,7.467,11.202,8.966,8.581,3.636,8.021,9.171,10.543,2.683,2.783,6.572,5.239,12.228,3.646,7.986,77.632,14.238,7.509,8.264,3.456,9.154,8.08,11.083,8.651,250.385,8.68,0.341,0.739,0.991,0.264,0.433,0.466,1,175
3642325,-73.93553,40.58363,0,5,1,0,Brooklyn,Entire home/apt,4,1,2,2,Real Bed,4,3,93,1,0,0,0.4889,within a day,1,1,0,Sheepshead Bay,260,,,22.571,35.198,19.108,9.554,17.177,30.092,33.936,3.688,5.984,7.243,4.395,13.613,21.885,14.919,18.844,22.219,20.093,19.933,15.805,19.128,20.884,21.323,14.618,14.947,18.098,17.03,23.281,15.506,19.259,88.578,25.001,19.063,19.73,15.625,20.301,18.84,22.2,19.763,261.268,19.868,1.614,2.101,2.283,0.09,0.251,0.273,0,225
3642801,-73.95816,40.6553,2,6,1,0,Brooklyn,Entire home/apt,2,1,1,1,Real Bed,1,23,86,1,0,0,0.8737,within a day,1,1,0,Lefferts Garden,70,550,2200,14.457,27.656,13.639,1.5,9.024,22.766,27.317,8.28,10.002,12.743,11.834,10.045,13.796,8.206,10.65,14.077,11.921,11.742,7.917,10.952,12.695,13.215,6.575,7.074,9.906,8.879,15.141,7.405,11.071,80.581,16.932,10.869,11.535,7.744,12.128,10.704,14.043,11.59,253.32,11.689,0.281,0.669,0.688,0.118,0.147,0.162,1,80
3643392,-73.93246,40.68635,0,11,1,0,Brooklyn,Private room,2,2,1,1,Real Bed,1,53,90,0,1,0,1.977,within an hour,3,1,0,Bedford-Stuyvesant,69,350,1400,11.387,23.851,9.743,3.905,7.372,18.851,23.256,10.327,11.294,14.187,14.316,13.027,10.659,9.457,8.257,11.117,9.182,9.207,7.424,8.287,10.453,10.148,5.901,6.799,7.77,7.264,12.157,6.293,8.534,77.168,13.712,8.63,9.129,7.303,9.388,7.809,11.155,8.867,249.845,9.019,0.79,0.836,0.933,0.207,0.277,0.297,0,78
3643673,-73.92784,40.68949,2,13,0,0,Brooklyn,Entire home/apt,2,1,1,1,Real Bed,1,36,87,1,0,0,1.977,within a day,1,0.6,0,,100,,,11.163,23.445,9.221,4.426,7.445,18.418,22.77,10.555,11.42,14.311,14.571,13.518,10.426,9.841,8.19,10.917,9.04,9.103,7.657,8.169,10.389,9.932,6.147,7.07,7.756,7.345,11.946,6.47,8.437,76.832,13.448,8.585,9.05,7.544,9.243,7.651,10.968,8.731,249.494,8.891,0.436,0.47,0.931,0.105,0.199,0.22,2,100
3644017,-73.9145,40.77591,2,4,0,2,Queens,Private room,2,1,1,1,Real Bed,1,30,99,0,1,0,0.6855,within an hour,3,1,1,Ditmars / Steinway,180,,,4.642,13.779,7.399,13.127,8.591,8.884,14.026,19.877,20.215,22.989,23.946,20.063,4.13,14.593,6.69,5.007,5.556,6.242,10.871,5.874,7.372,4.342,10.402,11.116,7.424,8.673,5.336,9.679,6.244,67.287,5.361,7.117,6.644,10.936,5.553,5.254,5.309,5.622,239.881,5.794,0.229,0.689,1.173,0.344,0.464,0.478,1,100
3644037,-74.02497,40.63777,1,4,0,0,Brooklyn,Entire home/apt,3,1,1,2,Real Bed,1,2,100,1,0,0,0.5382,N/A,0,0,0,Bay Ridge,95,550,,17.064,31.208,19.227,5.589,10.606,26.747,31.908,11.764,14.048,16.299,14.044,4.369,16.574,5.958,12.79,16.545,14.323,13.881,8.419,13.403,14.271,15.943,7.99,7.709,11.869,10.46,17.545,8.924,13.327,82.699,19.596,12.761,13.53,8.258,14.502,13.513,16.401,14.019,255.412,14.027,0.339,0.719,0.894,0.241,0.267,0.399,1,95
3645284,-73.95992,40.76043,0,10,1,19,New York,Entire home/apt,5,1,2,3,Real Bed,1,15,94,1,0,0,0.9315,within a few hours,2,0.96,0,Hell's Kitchen,160,,4700,2.831,16.508,10.297,10.584,4.557,12.216,17.883,18.881,19.714,22.595,22.868,16.283,2.119,10.654,2.507,2.594,1.499,2.13,6.931,1.686,3.477,1.593,6.773,7.322,3.304,4.662,3.608,5.917,2.049,68.891,5.243,2.923,2.495,7.023,1.581,1.212,2.689,1.47,241.634,1.667,0.579,0.666,0.7,0.228,0.277,0.293,0,160
3645866,-73.97556,40.63402,1,3,1,0,Brooklyn,Private room,2,1,1,1,Real Bed,1,6,97,0,1,0,0.3867,N/A,0,0,0,,49,450,1400,16.81,30.301,16.348,3.538,10.92,25.473,30.094,7.838,10.004,12.433,10.702,8.557,16.189,8.461,12.792,16.384,14.174,13.909,9.335,13.201,14.697,15.586,8.261,8.482,11.968,10.768,17.443,9.193,13.261,82.955,19.325,12.935,13.651,9.155,14.377,13.056,16.317,13.846,255.712,13.918,0.321,0.489,0.968,0.29,0.399,0.413,2,49
3646059,-73.941,40.71566,1,13,0,5,Brooklyn,Private room,2,1,1,1,Real Bed,2,35,93,0,1,0,0.9601,N/A,0,0,0,Williamsburg,65,,,8.055,20.791,8.858,6.078,5.038,15.942,20.772,13.655,14.522,17.41,17.653,13.941,7.324,9.211,5.254,7.803,5.959,6.078,6.095,5.126,7.432,6.82,4.848,5.817,4.987,4.98,8.833,4.698,5.43,73.89,10.377,5.702,6.072,6.046,6.159,4.558,7.856,5.659,246.592,5.83,0.285,0.416,0.802,0.08,0.263,0.27,2,65
3646551,-73.98062,40.73568,0,24,1,20,New York,Entire home/apt,4,1,1,2,Real Bed,1,2,30,1,0,0,1.73,within a few hours,2,0.96,0,Hell's Kitchen,150,,3700,5.592,19.723,11.79,7.853,1.508,15.471,21.07,16.922,18.084,20.974,20.772,13.039,5.065,7.463,1.516,5.114,2.88,2.609,3.733,1.918,3.657,4.435,3.536,4.067,0.976,1.56,6.159,2.659,1.949,71.66,8.133,1.813,2.407,3.808,3.077,2.047,5.021,2.557,244.419,2.611,0.532,0.56,0.686,0.101,0.165,0.205,0,150
3652120,-73.99215,40.76073,11,8,2,19,New York,Entire home/apt,2,1,1,1,Real Bed,1,3,93,1,0,0,4.3095,within a day,1,0.79,0,Tribeca,115,975,3250,3.373,17.681,12.963,10.752,3.354,13.921,19.886,19.86,20.971,23.863,23.721,14.836,3.187,9.093,1.441,2.779,1.223,0.625,5.601,1.544,0.858,2.651,6.048,6.245,2.191,3.503,3.661,5.086,1.183,68.904,5.77,1.227,0.552,5.744,1.201,2.308,2.558,1.284,241.659,1.068,0.431,0.554,0.681,0.178,0.222,0.258,1,150
3652230,-73.8143,40.5903,1,3,1,0,Queens,Private room,2,1,1,1,Futon,2,35,97,0,1,0,0.814,within a day,1,0.5,0,The Rockaways,113,800,1800,25.253,34.736,16.764,15.559,21.966,29.422,31.464,6.945,4.536,3.504,7.369,22.884,24.488,22.328,22.781,25.132,23.497,23.643,21.626,22.691,24.977,24.101,20.126,20.853,22.364,21.852,26.084,20.725,22.993,88.679,27.198,23.19,23.625,21.472,23.692,22.089,25.243,23.208,260.647,23.387,0.258,0.766,1.369,0.36,0.398,0.419,1,113
3653996,-73.98699,40.76882,5,15,1,20,New York,Entire home/apt,2,1,1,2,Real Bed,1,10,92,1,0,0,4.3095,within a day,1,0.79,0,Tribeca,110,850,3400,2.399,16.685,12.733,11.576,4.314,12.976,18.987,20.517,21.545,24.438,24.419,15.834,2.308,10.09,2.228,1.797,1.132,1.115,6.593,1.971,1.246,1.859,6.986,7.223,3.09,4.461,2.662,6.027,1.785,67.99,4.771,2.161,1.396,6.734,0.955,2.535,1.562,1.411,240.748,1.241,0.431,0.446,0.653,0.104,0.112,0.134,2,124
3654510,-73.944,40.78698,1,21,1,14,New York,Private room,2,1,1,1,Real Bed,1,14,83,0,1,0,1.0669,N/A,0,0,0,East Harlem,75,,,2.055,13.269,10.158,13.677,7.692,9.046,14.901,21.433,22.022,24.86,25.476,19.46,1.838,13.78,5.494,2.564,4.009,4.663,10.087,4.723,5.381,2.349,10.012,10.531,6.391,7.81,2.622,9.142,4.953,65.956,2.769,5.766,5.097,10.193,3.908,4.444,2.881,4.221,238.664,4.311,0.498,0.613,0.894,0.097,0.199,0.209,1,75
3655007,-73.85127,40.88855,0,5,2,0,Bronx,Private room,1,1,1,1,Real Bed,1,12,98,0,1,0,0.9385,N/A,0,0,1,Wakefield,50,300,1050,15.141,3.096,16.573,26.73,21.417,4.743,3.983,32.559,32.369,34.872,36.567,33.186,15.377,27.494,19.206,15.743,17.684,18.295,23.813,18.448,18.645,15.982,23.682,24.247,20.113,21.536,15.026,22.843,18.659,55.426,12.992,19.437,18.721,23.919,17.556,18.139,15.998,17.924,227.412,17.992,0.734,0.765,1.086,0.314,0.317,0.386,0,30
3659544,-73.99387,40.76625,0,5,2,19,New York,Private room,2,1.5,1,1,Real Bed,1,164,94,0,1,0,4.3095,within an hour,3,1,1,Hell's Kitchen,69,495,,3.005,17.229,13.228,11.382,3.95,13.591,19.62,20.479,21.575,24.468,24.346,15.312,2.953,9.568,2.065,2.399,1.464,1.1,6.146,2.059,0.605,2.5,6.653,6.816,2.817,4.101,3.179,5.691,1.752,68.296,5.293,1.85,1.172,6.295,1.352,2.758,2.138,1.646,241.049,1.435,0.787,0.982,1.03,0.092,0.275,0.289,0,69
3660983,-73.94844,40.71952,0,5,0,10,Brooklyn,Private room,2,1,1,1,Real Bed,1,1,80,0,1,0,0.9601,N/A,0,0,0,Williamsburg,125,,,7.48,20.524,9.345,6.266,4.307,15.767,20.76,14.25,15.183,18.075,18.223,13.694,6.766,8.774,4.508,7.194,5.276,5.36,5.509,4.415,6.694,6.236,4.361,5.307,4.227,4.256,8.238,4.1,4.704,73.449,9.859,4.949,5.337,5.475,5.48,3.889,7.228,4.968,246.169,5.131,0.617,0.626,0.664,0.28,0.285,0.298,0,125
3661168,-73.96665,40.71202,0,0,1,12,Brooklyn ,Private room,2,1,1,1,Real Bed,1,2,100,0,1,0,0.9672,N/A,0,0,0,,65,,,8.126,21.76,11.045,5.175,3.325,17.158,22.332,14.04,15.234,18.12,17.895,11.975,7.488,7.039,4.387,7.732,5.578,5.44,3.927,4.613,6.536,6.892,2.65,3.617,3.774,3.224,8.796,2.559,4.761,74.275,10.627,4.688,5.279,3.867,5.786,4.368,7.695,5.247,247.026,5.354,0.853,1.012,1.253,0.59,0.601,0.738,0,65
3662091,-73.99097,40.73312,7,8,1,19,New York,Entire home/apt,1,1,1,1,Real Bed,1,0,0,1,0,0,1.1773,a few days or more,0,0,0,East Village,150,,,6.087,20.346,12.675,7.725,0.594,16.208,21.88,17.057,18.326,21.207,20.838,12.286,5.639,6.648,1.807,5.562,3.347,2.908,2.923,2.471,3.619,5.008,3.01,3.37,0.895,0.665,6.568,2.06,2.346,71.969,8.613,1.845,2.589,3.019,3.522,2.812,5.422,3.055,244.725,3.048,0.187,0.193,0.293,0.13,0.287,0.296,6,150
3662724,-73.96102,40.77448,1,11,1,19,New York,Entire home/apt,3,1,1,2,Real Bed,1,1,100,1,0,0,0.9315,within a few hours,2,0.99,0,Upper East Side,175,,4750,1.329,15.111,10.84,12.136,5.738,11.029,16.893,20.408,21.191,24.065,24.406,17.504,0.572,11.805,3.517,1.302,2.013,2.669,8.132,2.775,3.519,0.423,8.154,8.614,4.428,5.862,2.158,7.254,2.97,67.329,3.678,3.771,3.104,8.245,1.914,2.64,1.532,2.236,240.074,2.316,0.136,0.721,0.745,0.184,0.287,0.298,1,175
3662795,-73.95775,40.62401,2,3,0,0,Brooklyn,Private room,2,1,1,2,Real Bed,1,26,93,0,1,0,0.6162,within an hour,3,1,0,Midwood,49,,,17.933,31.053,16.212,4.727,12.337,26.097,30.432,5.979,8.19,10.57,8.886,10.228,17.275,10.308,14.073,17.547,15.378,15.175,10.942,14.406,16.07,16.692,9.756,10.084,13.297,12.188,18.611,10.651,14.51,84.061,20.411,14.265,14.951,10.762,15.585,14.178,17.507,15.047,256.799,15.14,0.282,0.671,0.724,0.189,0.21,0.411,1,49
3662949,-73.99486,40.76522,0,5,2,19,New York,Entire home/apt,2,1,1,1,Real Bed,1,6,100,1,0,0,4.3095,N/A,0,0,0,Hell's Kitchen,250,1200,,3.145,17.371,13.285,11.285,3.83,13.73,19.756,20.408,21.517,24.41,24.268,15.172,3.082,9.429,1.989,2.539,1.507,1.08,6.013,2.037,0.502,2.619,6.535,6.689,2.715,3.981,3.32,5.573,1.709,68.414,5.434,1.747,1.1,6.163,1.411,2.759,2.279,1.664,241.166,1.449,0.808,0.98,1.005,0.076,0.267,0.299,0,250
3663178,-73.94408,40.67541,0,8,1,0,Brooklyn,Entire home/apt,5,2,3,3,Real Bed,1,228,97,1,0,0,0.9147,within an hour,3,1,1,Crown Heights,216,,,12.365,25.223,11.267,2.427,7.623,20.282,24.785,9.547,10.809,13.68,13.42,11.696,11.667,8.611,8.875,12.04,9.981,9.907,7.171,9.039,11.029,11.117,5.658,6.432,8.257,7.495,13.097,6.262,9.226,78.359,14.774,9.181,9.767,7.024,10.19,8.67,12.043,9.655,251.07,9.782,0.57,0.688,0.774,0.287,0.293,0.321,0,175
3663423,-73.95039,40.68412,2,12,1,1,Brooklyn,Entire home/apt,6,1.5,2,4,Real Bed,1,0,0,1,0,0,1.7837,N/A,0,0,0,Bedford-Stuyvesant,200,1290,,11.328,24.386,11.116,2.634,6.529,19.516,24.187,10.65,11.904,14.778,14.51,11.533,10.641,7.961,7.776,10.987,8.904,8.815,6.193,7.956,9.926,10.08,4.666,5.495,7.152,6.403,12.047,5.211,8.134,77.382,13.762,8.078,8.668,6.054,9.113,7.611,10.981,8.577,250.107,8.699,0.409,0.603,0.624,0.227,0.243,0.27,1,200
3663798,-73.94918,40.70917,4,4,0,5,Brooklyn,Private room,4,1,1,2,Real Bed,1,43,90,0,1,0,0.9672,N/A,0,0,0,Williamsburg,119,620,2400,8.594,21.654,9.746,5.153,4.718,16.859,21.752,13.182,14.197,17.09,17.131,12.964,7.89,8.34,5.363,8.285,6.293,6.305,5.415,5.387,7.562,7.347,4.061,5.04,4.928,4.634,9.337,4.063,5.631,74.598,10.996,5.753,6.231,5.345,6.5,4.938,8.304,5.974,247.321,6.122,0.355,0.44,0.445,0.163,0.286,0.308,3,119
3663984,-73.95604,40.77222,1,22,1,19,New York,Entire home/apt,2,1,1,2,Real Bed,1,4,85,1,0,0,0.9315,within an hour,3,1,0,Upper East Side,116,,3750,1.764,15.172,10.359,11.919,5.769,10.963,16.745,20.056,20.804,23.673,24.066,17.534,1,11.864,3.591,1.789,2.177,2.863,8.163,2.804,3.859,0.862,8.093,8.602,4.474,5.886,2.604,7.216,3.062,67.582,3.965,3.903,3.292,8.266,2.121,2.528,2.02,2.343,240.318,2.462,0.358,0.8,0.81,0.112,0.16,0.16,1,118
3664439,-73.98202,40.74911,12,19,1,23,New York,Private room,1,1,1,1,Real Bed,1,66,94,0,1,0,9.9753,within a day,1,1,1,Murray Hill,92,375,,4.165,18.417,11.944,9.351,2.408,14.335,20.096,18.333,19.425,22.318,22.213,14.176,3.709,8.49,0.289,3.657,1.424,1.119,4.803,0.574,2.355,3.079,4.911,5.299,1.101,2.533,4.686,3.978,0.452,70.17,6.7,0.81,1,4.915,1.609,1.226,3.542,1.124,242.929,1.134,0.337,0.472,0.494,0.028,0.176,0.194,3,95
3664714,-73.95375,40.73526,1,0,1,17,Brooklyn,Entire home/apt,2,1,1,1,Real Bed,2,34,86,1,0,0,0.9601,N/A,0,0,0,Greenpoint,110,625,2600,5.675,18.967,9.531,7.87,3.705,14.36,19.62,16.053,16.951,19.84,20.029,14.515,4.965,9.206,3.065,5.39,3.544,3.728,5.592,2.769,5.148,4.429,4.865,5.668,3.1,3.719,6.432,4.259,3.121,71.693,8.071,3.57,3.788,5.617,3.741,2.137,5.432,3.255,244.425,3.437,0.439,0.819,0.874,0.537,0.758,0.799,1,110
3666653,-74.024,40.62356,1,3,0,0,Brooklyn,Entire home/apt,5,1,1,3,Real Bed,4,132,99,1,0,0,0.5382,within an hour,3,1,1,Bay Ridge,170,,,18.565,32.65,20.137,6.537,12.137,28.12,33.173,11.183,13.551,15.612,13.078,4.932,18.058,7.507,14.303,18.055,15.826,15.401,9.983,14.896,15.827,17.428,9.492,9.256,13.387,11.99,19.064,10.437,14.835,84.271,21.102,14.29,15.058,9.819,16.009,14.974,17.919,15.518,256.988,15.534,0.384,0.699,0.965,0.309,0.378,0.441,1,150
3670659,-73.95819,40.68337,3,9,1,3,Brooklyn,Entire home/apt,5,2,2,3,Real Bed,1,9,93,1,0,0,1.7837,within an hour,3,0.97,0,Greenwood Heights,172,,4700,11.343,24.621,11.713,2.21,6.223,19.812,24.59,10.877,12.239,15.097,14.667,10.897,10.677,7.312,7.631,10.972,8.84,8.7,5.688,7.877,9.741,10.099,4.175,4.956,6.949,6.09,12.036,4.798,8.022,77.46,13.812,7.895,8.523,5.542,9.048,7.595,10.947,8.509,250.2,8.618,0.249,0.367,0.632,0.072,0.227,0.34,2,172
3672455,-73.91974,40.74532,1,12,0,2,Sunnyside,Private room,2,1,1,1,Real Bed,1,3,87,0,1,0,0.9628,within an hour,3,1,0,Sunnyside,75,,,6.023,17.206,6.681,9.822,6.733,12.246,17.03,16.536,17.004,19.824,20.601,17.383,5.27,12.228,5.547,6.048,5.2,5.711,8.661,4.907,7.163,5.035,7.829,8.687,5.914,6.762,6.863,7.306,5.34,70.66,7.802,6.073,5.966,8.679,5.322,4.098,6.242,5.057,243.283,5.275,0.267,0.399,0.62,0.197,0.252,0.271,2,75
3673938,-73.95841,40.69437,0,2,1,4,Brooklyn,Private room,1,1,1,1,Real Bed,1,18,94,0,1,0,1.7837,within a day,1,0.78,0,Clinton Hill,50,,,10.122,23.443,11.122,3.346,5.215,18.675,23.558,11.97,13.223,16.101,15.813,11.432,9.454,7.286,6.468,9.756,7.637,7.52,5.063,6.679,8.608,8.877,3.539,4.443,5.829,5.091,10.819,3.97,6.84,76.237,12.588,6.759,7.361,4.94,7.846,6.378,9.736,7.308,248.977,7.422,0.627,0.669,0.79,0.216,0.483,0.52,0,46
3674757,-73.94714,40.6916,1,10,1,2,Brooklyn,Private room,2,1,1,1,Real Bed,1,144,94,0,1,0,1.7837,within an hour,3,1,1,Bedford-Stuyvesant,77,520,1950,10.547,23.514,10.439,3.469,6.076,18.64,23.329,11.298,12.433,15.321,15.211,12.128,9.848,8.218,7.134,10.226,8.185,8.139,6.057,7.253,9.311,9.299,4.535,5.441,6.572,5.961,11.282,4.932,7.459,76.555,12.957,7.469,8.02,5.936,8.394,6.861,10.233,7.861,249.272,7.995,0.367,0.581,1.01,0.165,0.21,0.214,1,80
3675957,-73.97666,40.69839,0,0,1,7,Brooklyn,Entire home/apt,2,1,1,1,Real Bed,2,13,98,1,0,0,1.8669,within a day,1,1,0,Brooklyn Navy Yard,115,,,9.666,23.465,12.339,3.699,4.005,18.891,24.053,13.103,14.517,17.37,16.821,10.379,9.068,5.814,5.656,9.23,7.016,6.766,3.483,6.042,7.659,8.455,1.953,2.841,4.876,3.865,10.286,2.515,6.109,75.799,12.194,5.843,6.53,3.353,7.219,5.93,9.159,6.687,248.558,6.761,0.875,0.966,1.044,0.501,0.551,0.555,0,125
3677769,-73.92375,40.74189,1,12,0,3,Queens,Private room,2,1,1,2,Real Bed,1,109,97,0,1,0,0.9628,within a few hours,2,1,1,Sunnyside,75,,,6.095,17.64,6.994,9.334,6.32,12.712,17.535,16.203,16.729,19.564,20.263,16.879,5.332,11.745,5.253,6.07,5.037,5.505,8.198,4.659,6.972,5.041,7.338,8.205,5.559,6.342,6.935,6.833,5.088,71.025,7.998,5.782,5.731,8.211,5.175,3.851,6.242,4.867,243.665,5.084,0.211,0.469,0.68,0.18,0.233,0.242,2,75
3678064,-73.9514,40.66709,3,12,1,0,Brooklyn,Private room,2,1,1,1,Real Bed,2,24,96,0,1,0,0.8737,within an hour,3,1,0,Crown Heights,55,,,13.198,26.254,12.336,1.557,8.076,21.345,25.891,9.023,10.493,13.322,12.775,10.85,12.519,8.233,9.53,12.842,10.727,10.597,7.293,9.767,11.635,11.951,5.841,6.494,8.842,7.938,13.905,6.568,9.919,79.275,15.645,9.791,10.421,7.132,10.936,9.463,12.825,10.397,252.002,10.51,0.107,0.317,0.486,0.05,0.266,0.322,3,50
3678796,-73.95018,40.68138,3,11,1,1,Brooklyn,Entire home/apt,4,1,1,3,Real Bed,2,211,96,1,0,0,1.7837,within an hour,3,1,1,,99,690,,11.633,24.679,11.274,2.414,6.784,19.799,24.444,10.368,11.648,14.519,14.218,11.434,10.946,8.006,8.066,11.29,9.203,9.109,6.371,8.253,10.21,10.385,4.85,5.652,7.431,6.656,12.351,5.43,8.428,77.687,14.067,8.361,8.958,6.228,9.412,7.913,11.283,8.876,250.412,8.997,0.107,0.484,0.562,0.069,0.098,0.177,2,145
3678990,-73.94181,40.84686,1,6,0,1,New York,Private room,2,1,1,1,Real Bed,2,271,97,0,1,0,0.9876,within an hour,3,0.91,1,Washington Heights,70,,,7.221,7.37,14.638,20.299,13.723,5.467,11.592,27.973,28.411,31.2,32.033,25.288,7.726,19.545,11.504,7.757,9.961,10.439,16.057,10.882,10.388,8.354,16.293,16.648,12.431,13.863,6.812,15.362,10.961,59.304,4.709,11.588,10.82,16.193,9.786,10.849,7.931,10.263,232.004,10.26,0.187,0.627,0.709,0.159,0.166,0.272,1,78
3683236,-73.92893,40.68908,1,13,0,0,Brooklyn,Private room,2,1,1,1,Real Bed,3,0,0,0,1,0,1.977,N/A,0,0,0,Bedford-Stuyvesant,250,1600,5900,11.179,23.504,9.322,4.325,7.402,18.484,22.852,10.534,11.421,14.313,14.545,13.416,10.444,9.749,8.173,10.928,9.038,9.094,7.586,8.162,10.372,9.946,6.074,6.994,7.728,7.3,11.959,6.408,8.426,76.875,13.473,8.564,9.035,7.472,9.242,7.652,10.976,8.728,249.54,8.886,0.474,0.565,0.984,0.097,0.122,0.147,1,250
