id,house_ln,house_la,subway,bus_stop,park,scenery,borough,room_type,accommodates,bathroom,bedroom,beds,bed_type,guests,num_of_review,review_score,Entire_home,Private_room,Shared_room,crime_rate,host_response_time,response_time_num,host_response_rate,superhost,host_neighborhood,daily_price,weekly_price,monthly_price,Central_Park,Van_Cortlandt,Flushing_Meadows,Prospect_Park,Washington_Square_Park,Bronx_Park,Pelham_Bay_Park,Floyd_Bennet_Field,Jamaica_Bay,Jacob_Riis_Park,Fort_Tilden,Greenbelt,The_Metropolitan_Museum_of_Art,statue_of_liberty,Empire_state_Building,American_Museum_of_Natual_History,Museum_of_Modern_Art,Times_Square,One_world_trade_cente,Grand_Centreal_Terminal,intrepid_sea_air,Fifth_Avenue,Brooklyn_Bridge,Wall_Street,Flatiron_Building,New_York_University,Broadway,China_Town,New_york_Public_Library,West_Point_Academy,Columbia_University,Madison_Square_Garden,madame_tussauds_new_york,National_September_11_Memorial_Museum,Manhattan_Skyline,United_Nations_Headquarters,SOHO,St_Patrick_Cathedral,High_Line_Park,Top_of_the_Rock,sub_dist_1,sub_dist_2,sub_dist_3,bus_dist_1,bus_dist_2,bus_dist_3,Brooklyn,Manhattan,Queens,Staten,Bronx,ave_price,Price_avg,True_price,Predict_price,errors
9991319,-73.98555,40.74604,8,17,1,23,Manhattan,Entire home/apt,4,1,1,2,Real Bed,1,0,0,1,0,0,9.9753,,0,0,0,Midtown,120,,,4.579,18.855,12.216,9.05,1.962,14.787,20.547,18.142,19.283,22.174,21.996,13.726,4.146,8.038,0.309,4.056,1.841,1.43,4.355,1.026,2.45,3.518,4.508,4.865,0.651,2.089,5.069,3.565,0.839,70.519,7.107,0.653,1.185,4.469,2.014,1.609,3.924,1.557,243.278,1.54,0.271,0.293,0.348,0.109,0.166,0.166,0,1,0,0,0,62.77,inf,120,220.56885,100.56884765625
17511694,-73.98277,40.74896,8,18,1,23,Manhattan,Entire home/apt,6,1,2,4,Real Bed,1,8,65,1,0,0,9.9753,within an hour,3,1,0,Midtown East,115,,,4.199,18.46,12.006,9.341,2.36,14.387,20.154,18.343,19.442,22.335,22.218,14.126,3.751,8.438,0.224,3.686,1.458,1.123,4.755,0.631,2.326,3.122,4.879,5.257,1.051,2.487,4.711,3.943,0.47,70.188,6.732,0.748,0.978,4.868,1.638,1.291,3.567,1.163,242.947,1.163,0.325,0.434,0.442,0.062,0.117,0.191,0,1,0,0,0,62.77,inf,115,254.9913,139.99130249023438
35156210,-73.9889,40.7172,6,11,1,16,Manhattan,Entire home/apt,4,1,2,2,Real Bed,1,0,0,1,0,0,1.2624,within an hour,3,1,0,Lower East Side,109,,,7.746,21.885,12.73,5.967,1.673,17.572,23.06,15.428,16.795,19.66,19.153,11.016,7.234,5.628,3.528,7.251,5.014,4.647,2.104,4.073,5.387,6.604,1.384,2.091,2.66,1.533,8.28,0.7,4.038,73.732,10.287,3.622,4.354,2.092,5.203,4.189,7.136,4.7,246.491,4.729,0.17,0.175,0.402,0.026,0.084,0.13,0,1,0,0,0,62.77,inf,109,235.86516,126.86515808105469
28657242,-73.93811,40.68161,2,14,1,0,Brooklyn,Entire home/apt,7,2,4,4,Real Bed,4,0,0,1,0,0,1.7837,within a few hours,2,1,1,Bedford-Stuyvesant,140,,,11.784,24.452,10.442,3.212,7.407,19.482,23.941,9.985,11.087,13.975,13.928,12.395,11.07,9.016,8.471,11.486,9.487,9.463,7.229,8.566,10.653,10.539,5.7,6.55,7.918,7.289,12.536,6.19,8.784,77.681,14.153,8.812,9.355,7.096,9.694,8.141,11.507,9.165,250.376,9.305,0.298,0.671,1.047,0.028,0.173,0.192,1,0,0,0,0,45.97,inf,140,257.50717,117.50717163085938
1260727,-73.99168,40.74119,6,12,1,23,Manhattan,Entire home/apt,5,2,3,4,Real Bed,1,4,100,1,0,0,1.73,within a few hours,2,1,0,Flatiron District,350,3500,13500,5.264,19.569,12.714,8.613,1.247,15.53,21.293,17.881,19.103,21.989,21.687,12.991,4.865,7.295,0.998,4.721,2.547,2.045,3.626,1.772,2.735,4.241,3.888,4.171,0.165,1.385,5.708,2.93,1.549,71.074,7.774,0.947,1.701,3.746,2.705,2.308,4.565,2.282,243.83,2.24,0.197,0.211,0.453,0.151,0.197,0.251,0,1,0,0,0,62.77,inf,350,475.34048,125.34048461914062
10811548,-74.00109,40.72891,8,9,1,19,Manhattan,Entire home/apt,4,1,2,2,Real Bed,1,0,0,1,0,0,2.282,,0,0,0,Greenwich Village,149,,,6.831,21.146,13.56,7.526,0.382,17.094,22.814,17.073,18.454,21.318,20.771,11.415,6.444,5.734,2.577,6.277,4.125,3.595,2.047,3.328,3.991,5.82,2.516,2.629,1.661,0.332,7.241,1.577,3.128,72.47,9.325,2.447,3.216,2.169,4.279,3.753,6.106,3.86,245.217,3.817,0.368,0.373,0.384,0.127,0.151,0.209,0,1,0,0,0,62.77,inf,149,266.90332,117.9033203125
6967305,-73.96802,40.67886,4,9,1,3,Brooklyn,Entire home/apt,6,2.5,2,3,Real Bed,4,2,90,1,0,0,0.9147,,0,0,0,Prospect Heights,164,1050,3000,11.812,25.321,12.681,1.489,6.284,20.577,25.449,10.881,12.406,15.226,14.547,9.936,11.177,6.557,7.916,11.407,9.223,9.016,5.377,8.25,9.947,10.58,3.936,4.577,7.16,6.141,12.469,4.703,8.349,77.963,14.316,8.125,8.798,5.215,9.429,8.054,11.357,8.893,250.715,8.981,0.418,0.477,0.523,0.118,0.282,0.316,1,0,0,0,0,45.97,inf,164,319.00824,155.00823974609375
31964005,-73.95096,40.81252,4,21,1,6,Manhattan,Entire home/apt,7,1.5,4,6,Real Bed,1,15,93,1,0,0,1.466,within an hour,3,1,0,Harlem,211,,,3.381,10.959,12.313,16.42,9.888,7.526,13.758,24.332,24.91,27.741,28.375,21.554,3.837,15.813,7.655,3.952,6.104,6.62,12.25,7.005,6.765,4.467,12.419,12.808,8.585,10.024,3.128,11.496,7.107,63.105,1.123,7.778,7.02,12.379,5.937,6.954,4.166,6.397,235.832,6.407,0.195,0.659,0.702,0.101,0.126,0.146,0,1,0,0,0,62.77,inf,211,343.48123,132.48123168945312
18194429,-73.97191,40.79345,3,19,1,16,Manhattan,Entire home/apt,2,1,1,1,Real Bed,1,12,100,1,0,0,0.8454,,0,0,0,Upper West Side,50,,,0.978,13.684,12.556,14.225,7.285,10.206,16.365,22.688,23.491,26.365,26.676,18.848,1.73,13.104,5.092,1.351,3.587,4,9.603,4.549,4.008,2.219,9.904,10.209,6.01,7.428,0.37,8.957,4.564,65.224,1.753,5.139,4.369,9.741,3.395,4.701,1.48,3.908,237.981,3.869,0.063,0.639,0.646,0.133,0.141,0.154,0,1,0,0,0,62.77,inf,50,151.2643,101.26429748535156
4868571,-73.99465,40.72011,8,4,1,19,Manhattan,Entire home/apt,4,1,2,2,Real Bed,1,2,90,1,0,0,1.6704,,0,0,0,Nolita,150,,,7.559,21.787,13.147,6.421,1.213,17.568,23.142,15.955,17.349,20.209,19.654,10.948,7.092,5.429,3.285,7.039,4.818,4.387,1.756,3.915,4.996,6.46,1.532,1.972,2.372,1.062,8.047,0.582,3.821,73.425,10.09,3.301,4.058,1.789,4.996,4.142,6.902,4.518,246.18,4.521,0.065,0.218,0.322,0.257,0.438,0.466,0,1,0,0,0,62.77,inf,150,282.7742,132.77420043945312
21881810,-73.98074,40.76733,9,14,1,20,Manhattan,Entire home/apt,4,1,2,3,Real Bed,2,50,96,1,0,0,4.3095,within an hour,3,1,0,,160,,,2.236,16.568,12.182,11.357,4.293,12.726,18.678,20.171,21.155,24.047,24.094,15.948,1.98,10.213,2.096,1.674,0.7,1.008,6.636,1.651,1.713,1.446,6.908,7.218,3.012,4.434,2.668,5.96,1.58,68.142,4.725,2.163,1.406,6.768,0.493,2.092,1.522,1.023,240.901,0.914,0.136,0.143,0.297,0.151,0.154,0.158,0,1,0,0,0,62.77,inf,160,262.51797,102.51797485351562
33548209,-73.954,40.73279,1,1,1,16,Brooklyn,Entire home/apt,5,3,3,3,Real Bed,5,1,100,1,0,0,0.9601,within an hour,3,1,0,Greenpoint,240,,,5.939,19.235,9.57,7.595,3.658,14.615,19.848,15.798,16.713,19.603,19.769,14.309,5.232,9.039,3.192,5.646,3.762,3.912,5.457,2.954,5.311,4.692,4.673,5.497,3.149,3.66,6.691,4.103,3.288,71.967,8.343,3.684,3.948,5.474,3.962,2.361,5.681,3.465,244.7,3.641,0.164,0.935,1.094,0.261,0.675,1.017,1,0,0,0,0,45.97,inf,240,363.43726,123.437255859375
30770314,-74.01533,40.70427,6,4,1,8,Manhattan,Entire home/apt,4,1,1,2,Real Bed,1,16,90,1,0,0,1.7097,within an hour,3,1,0,Financial District,116,,,9.822,24.132,15.229,5.773,3.32,20.01,25.619,15.55,17.226,20.004,18.979,8.486,9.424,2.977,5.557,9.267,7.11,6.586,0.983,6.275,6.841,8.797,1.545,0.581,4.63,3.19,10.221,1.978,6.109,75.269,12.313,5.434,6.201,0.831,7.268,6.589,9.091,6.836,247.993,6.803,0.123,0.237,0.282,0.103,0.39,0.489,0,1,0,0,0,62.77,inf,116,216.18977,100.18977355957031
8025808,-73.99298,40.71555,3,14,1,16,Manhattan,Entire home/apt,6,2,2,3,Real Bed,4,29,92,1,0,0,1.6704,within a day,1,0.7,0,Lower East Side,300,1600,6200,8.008,22.191,13.104,5.896,1.738,17.912,23.425,15.449,16.865,19.721,19.136,10.651,7.517,5.24,3.753,7.499,5.268,4.865,1.731,4.344,5.516,6.885,1.071,1.706,2.856,1.587,8.517,0.32,4.279,73.927,10.544,3.8,4.55,1.709,5.452,4.507,7.372,4.961,246.683,4.977,0.309,0.312,0.532,0.124,0.151,0.234,0,1,0,0,0,62.77,inf,300,420.5862,120.58621215820312
33012494,-73.95899,40.7194,1,0,1,17,Brooklyn,Private room,4,1,2,2,Real Bed,1,0,0,0,1,0,0.9601,within an hour,3,1,0,Williamsburg,89,,,7.346,20.782,10.214,6.058,3.472,16.139,21.288,14.539,15.594,18.487,18.46,12.997,6.672,7.954,3.957,6.998,4.937,4.913,4.627,4.01,6.156,6.1,3.529,4.457,3.54,3.41,8.058,3.217,4.236,73.454,9.805,4.348,4.827,4.598,5.145,3.622,6.994,4.613,246.195,4.75,0.294,0.873,0.944,0.638,0.659,0.754,1,0,0,0,0,45.97,inf,89,209.41537,120.41537475585938
19011527,-73.94247,40.79475,1,16,1,9,Manhattan,Entire home/apt,6,1,3,4,Real Bed,2,64,86,1,0,0,1.0669,within an hour,3,1,0,East Harlem,150,,,2.424,12.42,10.525,14.551,8.478,8.301,14.258,22.259,22.813,25.642,26.307,20.245,2.456,14.546,6.259,3.009,4.74,5.366,10.873,5.511,5.934,3.041,10.846,11.341,7.17,8.6,2.748,9.965,5.711,65.095,2.21,6.496,5.797,10.984,4.619,5.281,3.313,4.977,237.799,5.046,0.153,0.437,0.625,0.331,0.36,0.362,0,1,0,0,0,62.77,inf,150,264.3832,114.38320922851562
4069681,-73.95439,40.73357,1,1,1,16,Brooklyn,Entire home/apt,4,1,2,2,Real Bed,4,94,97,1,0,0,0.9601,within an hour,3,1,1,,75,,,5.847,19.163,9.596,7.675,3.631,14.552,19.8,15.891,16.805,19.695,19.862,14.345,5.142,9.058,3.116,5.553,3.671,3.826,5.462,2.867,5.229,4.601,4.702,5.517,3.093,3.637,6.599,4.116,3.204,71.88,8.254,3.612,3.866,5.483,3.871,2.269,5.589,3.375,244.614,3.552,0.247,1.009,1.028,0.348,0.728,0.992,1,0,0,0,0,45.97,inf,75,198.79321,123.793212890625
20996372,-73.92958,40.68884,0,13,0,0,Brooklyn,Entire home/apt,8,2.5,3,4,Real Bed,4,93,95,1,0,0,1.977,within a few hours,2,0.96,1,Bedford-Stuyvesant,170,,,11.188,23.539,9.382,4.265,7.376,18.523,22.9,10.523,11.422,14.314,14.531,13.355,10.454,9.695,8.163,10.934,9.037,9.088,7.545,8.158,10.361,9.954,6.031,6.948,7.712,7.273,11.967,6.371,8.419,76.899,13.488,8.551,9.027,7.429,9.242,7.653,10.981,8.726,249.567,8.884,0.505,0.623,1.019,0.04,0.069,0.087,1,0,0,0,0,45.97,inf,170,279.02997,109.02996826171875
24947076,-73.94224,40.71698,1,13,0,6,Brooklyn,Entire home/apt,8,1.5,3,5,Real Bed,6,0,0,1,0,0,0.9601,,0,0,1,Williamsburg,233,,,7.885,20.671,8.915,6.173,4.891,15.84,20.705,13.826,14.699,17.588,17.82,13.942,7.155,9.16,5.077,7.629,5.779,5.898,6,4.946,7.254,6.649,4.78,5.744,4.818,4.836,8.661,4.598,5.251,73.741,10.214,5.526,5.893,5.955,5.98,4.379,7.68,5.479,246.446,5.649,0.309,0.577,0.751,0.187,0.205,0.206,1,0,0,0,0,45.97,inf,233,365.27985,132.27984619140625
8589729,-74.0846,40.64779,0,5,1,0,Staten,Entire home/apt,8,3,3,5,Real Bed,2,98,97,1,0,0,0.5752,within an hour,3,1,1,St. George,144,1100,4300,18.143,32.458,22.957,9.887,11.806,28.537,34.196,16.866,19.181,21.355,18.847,0.854,17.842,5.715,14.003,17.556,15.527,14.931,9.42,14.771,14.805,17.23,9.842,9.096,13.102,11.694,18.41,10.533,14.55,82.063,20.525,13.78,14.513,9.329,15.661,15.149,17.336,15.284,254.528,15.219,5.359,5.375,5.503,0.036,0.073,0.316,0,0,0,1,0,32.71,inf,144,267.88153,123.88153076171875
20152264,-73.99945,40.6831,2,4,1,6,Brooklyn,Entire home/apt,5,2,2,3,Real Bed,4,0,0,1,0,0,0.4812,,0,0,0,,180,,,11.641,25.729,14.781,3.176,5.31,21.289,26.563,12.9,14.657,17.395,16.277,7.829,11.123,3.865,7.402,11.142,8.907,8.514,3.518,7.967,9.085,10.493,2.606,2.667,6.503,5.158,12.165,3.568,7.924,77.553,14.181,7.436,8.193,3.337,9.094,8.039,11.02,8.595,250.305,8.62,0.484,0.799,1.099,0.329,0.339,0.371,1,0,0,0,0,45.97,inf,180,294.1055,114.10549926757812
23035911,-73.96441,40.80557,1,16,1,7,Manhattan,Entire home/apt,5,1,2,3,Real Bed,1,1,80,1,0,0,1.0705,,0,0,0,Morningside Heights,125,,,2.3,12.208,12.728,15.578,8.762,8.897,15.124,23.823,24.526,27.383,27.838,20.335,2.921,14.59,6.554,2.799,5.028,5.475,11.088,5.973,5.472,3.513,11.36,11.686,7.478,8.903,1.849,10.42,6.018,63.872,0.268,6.62,5.852,11.225,4.844,6.042,2.962,5.34,236.622,5.319,0.241,0.272,0.758,0.13,0.145,0.226,0,1,0,0,0,62.77,inf,125,225.96184,100.96183776855469
11753792,-73.96705,40.6954,0,3,1,6,Brooklyn,Entire home/apt,6,2.5,4,5,Real Bed,5,1,100,1,0,0,1.8669,,0,0,0,Clinton Hill,200,,,9.974,23.533,11.727,3.329,4.693,18.849,23.86,12.409,13.751,16.616,16.189,10.865,9.336,6.571,6.138,9.574,7.402,7.223,4.355,6.432,8.224,8.74,2.827,3.714,5.43,4.561,10.637,3.327,6.55,76.123,12.475,6.383,7.027,4.227,7.609,6.215,9.53,7.072,248.874,7.168,0.813,0.934,1.158,0.027,0.318,0.368,1,0,0,0,0,45.97,inf,200,390.7043,190.70431518554688
34575931,-73.79847,40.72453,0,5,1,0,Queens,Entire home/apt,10,2,5,5,Real Bed,10,0,0,1,0,0,0.6155,within an hour,3,1,0,Hillcrest,189,,,15.81,20.639,3.945,15.86,16.772,15.499,16.556,16.326,15.245,17.204,19.826,25.092,15.165,21.111,15.982,16.043,15.646,16.183,18.145,15.379,17.623,15.147,16.872,17.848,16.22,16.757,16.577,16.742,15.81,74.161,16.619,16.511,16.442,18.098,15.751,14.569,16.303,15.524,245.775,15.741,1.616,1.809,1.93,0.114,0.212,0.249,0,0,1,0,0,39.08,inf,189,374.6507,185.65069580078125
13066577,-73.95699,40.73333,1,1,1,16,Brooklyn,Entire home/apt,5,1,3,3,Real Bed,2,83,92,1,0,0,0.9601,within an hour,3,1,0,Greenpoint,129,,,5.834,19.255,9.817,7.615,3.41,14.675,19.958,15.935,16.879,19.77,19.895,14.17,5.141,8.86,2.951,5.519,3.582,3.702,5.253,2.747,5.086,4.585,4.519,5.321,2.89,3.417,6.572,3.914,3.067,71.905,8.265,3.438,3.722,5.275,3.785,2.193,5.542,3.278,244.643,3.447,0.307,1.073,1.08,0.398,0.933,1.071,1,0,0,0,0,45.97,inf,129,277.84372,148.84371948242188
11740386,-73.96464,40.71813,0,0,1,17,Brooklyn,Entire home/apt,4,1,2,2,Real Bed,1,2,90,1,0,0,0.9601,,0,0,0,Williamsburg,85,,,7.452,21.062,10.709,5.864,3.095,16.474,21.687,14.59,15.716,18.606,18.476,12.544,6.804,7.463,3.836,7.071,4.944,4.851,4.135,3.99,6.018,6.213,3.037,3.961,3.316,3.02,8.134,2.726,4.17,73.595,9.943,4.182,4.722,4.104,5.153,3.697,7.044,4.615,246.344,4.733,0.661,1.232,1.263,0.627,0.752,1.034,1,0,0,0,0,45.97,inf,85,205.50038,120.50038146972656
26025770,-73.96643,40.80135,1,21,1,12,Manhattan,Entire home/apt,8,2,3,4,Real Bed,1,0,0,1,0,0,0.8454,,0,0,0,Upper West Side,179,,,1.815,12.695,12.607,15.105,8.263,9.306,15.509,23.411,24.143,27.006,27.418,19.841,2.464,14.096,6.056,2.302,4.533,4.976,10.589,5.481,4.989,3.042,10.864,11.187,6.979,8.404,1.356,9.922,5.522,64.342,0.761,6.121,5.353,10.726,4.347,5.568,2.463,4.847,237.094,4.822,0.268,0.293,0.701,0.107,0.115,0.145,0,1,0,0,0,62.77,inf,179,481.95142,302.951416015625
14068646,-73.98969,40.72752,7,9,1,19,Manhattan,Entire home/apt,6,1,3,4,Real Bed,1,6,93,1,0,0,1.1773,within a few hours,2,0.96,0,Hell's Kitchen,200,,,6.651,20.864,12.62,7.094,0.741,16.652,22.254,16.458,17.755,20.632,20.224,11.853,6.172,6.285,2.395,6.14,3.91,3.51,2.56,2.995,4.25,5.54,2.425,2.885,1.511,0.67,7.158,1.501,2.919,72.587,9.186,2.472,3.207,2.627,4.093,3.225,6.012,3.605,245.345,3.618,0.305,0.399,0.455,0.081,0.232,0.341,0,1,0,0,0,62.77,inf,200,311.69836,111.6983642578125
8126777,-73.96314,40.7124,0,3,1,12,Brooklyn,Entire home/apt,4,1,2,2,Real Bed,4,16,97,1,0,0,0.9672,within an hour,3,1,1,Williamsburg,90,545,,8.094,21.629,10.749,5.241,3.535,16.992,22.122,13.956,15.108,17.997,17.833,12.231,7.44,7.331,4.464,7.718,5.593,5.492,4.222,4.638,6.635,6.854,2.948,3.916,3.9,3.442,8.781,2.848,4.811,74.232,10.579,4.792,5.353,4.163,5.802,4.342,7.693,5.264,246.979,5.381,0.639,0.759,0.989,0.301,0.405,0.441,1,0,0,0,0,45.97,inf,90,216.96712,126.96711730957031
27959548,-73.98871,40.76543,2,11,2,19,Manhattan,Entire home/apt,10,2,3,6,Real Bed,4,25,89,1,0,0,4.3095,within a few hours,2,0.94,0,Hell's Kitchen,499,,,2.782,17.083,12.784,11.222,3.916,13.344,19.333,20.224,21.283,24.176,24.111,15.434,2.636,9.69,1.868,2.184,1.029,0.787,6.189,1.714,1.021,2.136,6.595,6.822,2.705,4.064,3.066,5.635,1.467,68.372,5.174,1.765,1.009,6.331,0.908,2.364,1.96,1.237,241.129,1.035,0.403,0.581,0.651,0.177,0.189,0.237,0,1,0,0,0,62.77,inf,499,646.9485,147.948486328125
23668732,-73.98698,40.74677,8,15,1,23,Manhattan,Entire home/apt,4,1.5,1,2,Real Bed,4,6,87,1,0,0,9.9753,within an hour,3,1,0,,120,,,4.543,18.836,12.342,9.149,1.976,14.798,20.579,18.266,19.415,22.305,22.115,13.727,4.13,8.029,0.262,4.01,1.815,1.357,4.362,1.059,2.318,3.505,4.563,4.892,0.67,2.109,5.013,3.614,0.814,70.441,7.063,0.508,1.081,4.48,1.978,1.696,3.868,1.546,243.199,1.509,0.202,0.322,0.336,0.16,0.183,0.254,0,1,0,0,0,62.77,inf,120,228.99187,108.99186706542969
24992835,-73.99099,40.76201,2,8,2,19,Manhattan,Entire home/apt,8,1,3,4,Real Bed,6,55,96,1,0,0,4.3095,within a few hours,2,1,1,Hell's Kitchen,350,,,3.2,17.508,12.894,10.876,3.509,13.75,19.721,19.95,21.045,23.938,23.819,15.008,3.02,9.265,1.54,2.606,1.124,0.603,5.767,1.556,0.883,2.491,6.198,6.406,2.326,3.657,3.491,5.236,1.227,68.758,5.599,1.369,0.649,5.91,1.078,2.292,2.386,1.225,241.514,1.007,0.425,0.533,0.602,0.193,0.209,0.24,0,1,0,0,0,62.77,inf,350,453.91364,103.91363525390625
11619745,-73.991,40.76406,2,7,2,19,Manhattan,Entire home/apt,5,1,3,3,Real Bed,1,3,100,1,0,0,4.3095,within an hour,3,0.99,0,Upper East Side,185,,,3.021,17.312,12.94,11.101,3.734,13.588,19.579,20.159,21.244,24.137,24.033,15.208,2.881,9.464,1.759,2.422,1.159,0.758,5.982,1.716,0.829,2.377,6.425,6.628,2.554,3.883,3.283,5.463,1.417,68.53,5.395,1.597,0.872,6.127,1.073,2.419,2.19,1.316,241.286,1.102,0.459,0.656,0.74,0.084,0.17,0.198,0,1,0,0,0,62.77,inf,185,361.4909,176.49090576171875
2554749,-73.98746,40.76518,3,13,2,19,Manhattan,Entire home/apt,7,1,2,4,Real Bed,3,200,81,1,0,0,4.3095,within an hour,3,1,0,Hell's Kitchen,109,,,2.74,17.054,12.676,11.18,3.91,13.29,19.268,20.157,21.208,24.101,24.05,15.46,2.568,9.718,1.828,2.148,0.922,0.726,6.199,1.633,1.124,2.056,6.58,6.822,2.683,4.056,3.053,5.621,1.405,68.396,5.155,1.756,0.99,6.339,0.799,2.267,1.935,1.138,241.154,0.94,0.327,0.49,0.554,0.15,0.254,0.271,0,1,0,0,0,62.77,inf,109,322.30783,213.30783081054688
11459958,-73.95654,40.71213,5,4,0,10,Brooklyn,Entire home/apt,16,3.5,8,8,Real Bed,1,86,93,1,0,0,0.9672,within a day,1,0.5,0,,690,,,8.173,21.498,10.226,5.299,4.017,16.79,21.825,13.711,14.792,17.684,17.627,12.652,7.492,7.844,4.75,7.83,5.769,5.731,4.779,4.838,6.943,6.925,3.487,4.46,4.267,3.932,8.89,3.404,5.052,74.263,10.621,5.117,5.63,4.719,5.978,4.456,7.828,5.445,247,5.579,0.432,0.438,0.57,0.203,0.243,0.342,1,0,0,0,0,45.97,inf,690,922.4212,232.42120361328125
32420737,-73.97909,40.7897,1,15,1,18,Manhattan,Entire home/apt,8,2,3,5,Real Bed,1,0,0,1,0,0,0.8454,within an hour,3,1,0,Upper West Side,317,,,1.044,14.361,12.906,13.829,6.725,10.938,17.099,22.47,23.343,26.226,26.433,18.201,1.759,12.457,4.577,1.039,3.14,3.463,9.004,4.114,3.318,2.065,9.38,9.638,5.476,6.87,0.391,8.425,4.071,65.652,2.422,4.57,3.801,9.147,2.936,4.376,1.006,3.47,238.411,3.397,0.269,0.645,0.738,0.232,0.253,0.275,0,1,0,0,0,62.77,inf,317,440.28134,123.28134155273438
26300797,-73.96212,40.67989,3,6,1,3,Brooklyn,Entire home/apt,8,2.5,4,4,Real Bed,1,28,89,1,0,0,0.9147,within a day,1,0.9,0,Crown Heights,250,,,11.709,25.079,12.201,1.721,6.394,20.29,25.092,10.708,12.156,14.996,14.441,10.439,11.056,7.029,7.912,11.324,9.167,8.997,5.665,8.198,9.988,10.469,4.183,4.893,7.194,6.255,12.388,4.885,8.323,77.846,14.194,8.151,8.801,5.509,9.374,7.953,11.288,8.836,250.592,8.936,0.474,0.489,0.536,0.192,0.228,0.296,1,0,0,0,0,45.97,inf,250,485.06482,235.0648193359375
11591364,-73.95795,40.71826,1,0,1,15,Brooklyn,Entire home/apt,6,1,2,3,Real Bed,2,10,96,1,0,0,0.9601,within an hour,3,1,0,Williamsburg,95,,,7.482,20.878,10.157,5.947,3.601,16.217,21.338,14.389,15.44,18.333,18.312,12.982,6.804,7.982,4.112,7.138,5.085,5.066,4.696,4.161,6.31,6.235,3.561,4.499,3.691,3.535,8.198,3.288,4.389,73.581,9.935,4.502,4.981,4.662,5.294,3.764,7.137,4.762,246.32,4.9,0.14,0.798,0.82,0.528,0.534,0.726,1,0,0,0,0,45.97,inf,95,292.7151,197.715087890625
28841309,-73.99417,40.75768,11,6,2,20,Manhattan,Entire home/apt,4,1,2,2,Real Bed,1,0,0,1,0,0,1.8733,within an hour,3,1,0,Hell's Kitchen,159,,,3.747,18.059,13.075,10.451,2.998,14.283,20.233,19.622,20.766,23.657,23.465,14.457,3.539,8.714,1.23,3.155,1.453,0.773,5.225,1.534,0.969,2.987,5.7,5.877,1.88,3.149,4.039,4.737,1.12,69.249,6.149,0.913,0.456,5.37,1.476,2.336,2.937,1.433,242.003,1.235,0.376,0.603,0.622,0.162,0.279,0.297,0,1,0,0,0,62.77,inf,159,265.8492,106.84921264648438
14177069,-73.96454,40.75546,3,9,2,19,Manhattan,Entire home/apt,6,2.5,3,3,Real Bed,1,0,0,1,0,0,1.1501,within a few hours,2,0.88,0,Midtown East,375,,,3.31,17.167,10.571,10.009,3.89,12.892,18.548,18.47,19.37,22.257,22.435,15.607,2.654,9.984,1.908,2.978,1.293,1.776,6.258,1.106,3.226,2.065,6.104,6.646,2.654,3.992,4.031,5.242,1.516,69.444,5.793,2.367,2.067,6.349,1.45,0.537,3.009,1.119,242.193,1.336,0.446,0.648,0.833,0.221,0.249,0.284,0,1,0,0,0,62.77,inf,375,567.2632,192.26318359375
13415100,-73.98125,40.74439,1,13,1,23,Manhattan,Entire home/apt,6,1.5,3,4,Real Bed,1,1,100,1,0,0,9.9753,within a few hours,2,0.92,0,Murray Hill,185,,,4.656,18.863,11.845,8.822,2.028,14.713,20.415,17.826,18.939,21.831,21.697,13.782,4.166,8.128,0.605,4.162,1.925,1.646,4.413,0.989,2.804,3.534,4.426,4.86,0.801,2.137,5.199,3.507,0.98,70.693,7.196,1.053,1.484,4.514,2.117,1.372,4.058,1.609,243.452,1.647,0.2,0.293,0.639,0.2,0.231,0.269,0,1,0,0,0,62.77,inf,185,429.928,244.92800903320312
6326568,-74.00036,40.73623,11,5,1,19,Manhattan,Entire home/apt,6,2,3,4,Real Bed,1,1,100,1,0,0,2.282,,0,0,0,West Village,207,,6600,6.068,20.396,13.45,8.274,0.653,16.418,22.203,17.742,19.067,21.941,21.478,12.133,5.716,6.416,1.882,5.504,3.397,2.828,2.805,2.68,3.177,5.1,3.319,3.436,1.048,0.798,6.45,2.367,2.422,71.654,8.544,1.67,2.433,2.942,3.537,3.217,5.321,3.156,244.402,3.089,0.178,0.325,0.379,0.216,0.246,0.352,0,1,0,0,0,62.77,inf,207,512.77515,305.775146484375
2612035,-73.96104,40.79733,2,10,1,12,Manhattan,Entire home/apt,4,1,2,3,Real Bed,1,0,0,1,0,0,0.8454,,0,0,0,Upper West Side,90,,,1.491,12.847,11.984,14.673,8.002,9.224,15.363,22.865,23.567,26.426,26.882,19.667,2.013,13.926,5.772,2.064,4.225,4.731,10.36,5.142,4.929,2.628,10.553,10.924,6.702,8.139,1.356,9.623,5.226,64.788,1.142,5.888,5.13,10.49,4.053,5.151,2.291,4.524,237.533,4.525,0.142,0.438,0.661,0.175,0.233,0.325,0,1,0,0,0,62.77,inf,90,192.86523,102.865234375
