id,house_ln,house_la,subway,bus_stop,park,scenery,borough,room_type,accommodates,bathroom,bedroom,beds,bed_type,guests,num_of_review,review_score,Entire_home,Private_room,Shared_room,crime_rate,host_response_time,response_time_num,host_response_rate,superhost,host_neighborhood,daily_price,weekly_price,monthly_price,Central_Park,Van_Cortlandt,Flushing_Meadows,Prospect_Park,Washington_Square_Park,Bronx_Park,Pelham_Bay_Park,Floyd_Bennet_Field,Jamaica_Bay,Jacob_Riis_Park,Fort_Tilden,Greenbelt,The_Metropolitan_Museum_of_Art,statue_of_liberty,Empire_state_Building,American_Museum_of_Natual_History,Museum_of_Modern_Art,Times_Square,One_world_trade_cente,Grand_Centreal_Terminal,intrepid_sea_air,Fifth_Avenue,Brooklyn_Bridge,Wall_Street,Flatiron_Building,New_York_University,Broadway,China_Town,New_york_Public_Library,West_Point_Academy,Columbia_University,Madison_Square_Garden,madame_tussauds_new_york,National_September_11_Memorial_Museum,Manhattan_Skyline,United_Nations_Headquarters,SOHO,St_Patrick_Cathedral,High_Line_Park,Top_of_the_Rock,sub_dist_1,sub_dist_2,sub_dist_3,bus_dist_1,bus_dist_2,bus_dist_3,Brooklyn,Manhattan,Queens,Staten,Bronx,ave_price,availability,accommodates_s,scenery_s,bedroom_s,beds_s,accom_bedroom,bedroom_for_each,beds_for_each,park_scenery,prediction,error
86215,-73.98765999999999,40.71965,4,13,1,18,Manhattan,Entire home/apt,6,1.0,2,3,Real Bed,2,149,95,1,0,0,1.2624,within a few hours,2,1.0,1,Lower East Side,150,,,7.457000000000001,21.594,12.575999999999999,6.204,1.486,17.285999999999998,22.785999999999998,15.610999999999999,16.949,19.817999999999998,19.355999999999998,11.289000000000001,6.943,5.867999999999999,3.2489999999999997,6.9639999999999995,4.727,4.369,2.28,3.783,5.141,6.313,1.673,2.342,2.3930000000000002,1.3559999999999999,7.996,0.9159999999999999,3.7539999999999996,73.457,9.998,3.359,4.084,2.286,4.917,3.898,6.852,4.412,246.21599999999998,4.444,0.122,0.15,0.45899999999999996,0.261,0.316,0.336,0,1,0,0,0,25.0,0,36,324,4,9,12,3.0,2.0,18,252.13293,102.1329345703125
101053,-73.95613,40.71125,5,4,0,10,Brooklyn,Private room,6,2.0,3,3,Real Bed,3,31,98,0,1,0,0.9672,,0,0.0,0,Williamsburg,100,,3500.0,8.274,21.581999999999997,10.222999999999999,5.211,4.098,16.866,21.885,13.607999999999999,14.69,17.582,17.523,12.620999999999999,7.5920000000000005,7.846,4.852,7.932,5.872999999999999,5.834,4.816,4.941,7.044,7.027,3.505,4.48,4.363,4.011,8.992,3.45,5.155,74.361,10.72,5.2170000000000005,5.732,4.753,6.082000000000001,4.559,7.931,5.5489999999999995,247.097,5.683,0.349,0.433,0.5379999999999999,0.141,0.302,0.41600000000000004,1,0,0,0,0,16.66666667,0,36,100,9,9,18,2.0,2.0,0,354.6981,254.69808959960938
103311,-73.95485,40.738609999999994,1,1,1,17,Brooklyn,Private room,6,1.0,2,3,Real Bed,4,9,83,0,1,0,0.9601,within an hour,3,0.99,0,Greenpoint,599,,,5.291,18.641,9.611,8.222000000000001,3.682,14.071,19.387999999999998,16.436,17.327,20.215,20.413,14.715,4.582,9.343,2.815,5.007,3.188,3.405,5.686,2.45,4.843999999999999,4.046,5.052,5.817,2.951,3.7119999999999997,6.0489999999999995,4.391,2.821,71.32,7.692,3.333,3.492,5.723,3.3819999999999997,1.78,5.051,2.907,244.054,3.095,0.45899999999999996,0.6409999999999999,0.745,0.45899999999999996,0.907,0.91,1,0,0,0,0,99.83333333,1,36,289,4,9,12,3.0,2.0,17,350.3471,248.65289306640625
141335,-73.97654,40.67535,4,3,1,3,Brooklyn,Entire home/apt,5,2.0,3,4,Real Bed,5,35,87,1,0,0,0.9893,within a few hours,2,0.8,0,Park Slope,495,3300.0,11000.0,12.222000000000001,25.899,13.497,1.2329999999999999,6.412999999999999,21.213,26.163,10.989,12.640999999999998,15.419,14.533,9.122,11.613,5.94,8.203,11.790999999999999,9.578,9.318,5.202000000000001,8.604,10.154,11.005,3.8760000000000003,4.362,7.396,6.263999999999999,12.847999999999999,4.739,8.666,78.361,14.745999999999999,8.365,9.068999999999999,5.03,9.781,8.477,11.720999999999998,9.249,251.11900000000003,9.322000000000001,0.39899999999999997,0.46299999999999997,0.596,0.364,0.392,0.496,1,0,0,0,0,99.0,1,25,9,9,16,15,1.6666666666666667,1.25,3,290.459,204.54098510742188
141890,-73.99346,40.72255,9,8,1,19,Manhattan,Entire home/apt,4,1.0,2,2,Real Bed,1,18,91,1,0,0,1.6704,,0,0.0,0,Nolita,375,2500.0,,7.27,21.499000000000002,13.005999999999998,6.647,0.976,17.287,22.875,16.135,17.500999999999998,20.367,19.855,11.222000000000001,6.803,5.68,2.998,6.751,4.529,4.102,1.9780000000000002,3.6260000000000003,4.739,6.171,1.8159999999999998,2.25,2.088,0.831,7.761,0.871,3.532,73.15,9.802,3.0239999999999996,3.778,2.0269999999999997,4.708,3.861,6.6160000000000005,4.229,245.90599999999998,4.2330000000000005,0.255,0.311,0.312,0.035,0.22699999999999998,0.262,0,1,0,0,0,93.75,0,16,361,4,4,8,2.0,2.0,19,270.11,104.8900146484375
148259,-73.94144,40.71541,1,14,0,5,Brooklyn,Entire home/apt,6,1.0,3,3,Real Bed,3,72,99,1,0,0,0.9672,within a few hours,2,1.0,0,Williamsburg,451,,6500.0,8.071,20.826,8.902000000000001,6.037999999999999,5.012,15.981,20.816,13.639000000000001,14.512,17.401,17.634,13.895,7.341,9.167,5.247999999999999,7.816,5.962999999999999,6.077000000000001,6.057,5.127000000000001,7.428,6.835,4.806,5.775,4.9719999999999995,4.953,8.847999999999999,4.6610000000000005,5.428,73.917,10.397,5.693,6.068,6.007000000000001,6.164,4.564,7.867000000000001,5.662000000000001,246.62,5.832000000000001,0.239,0.39299999999999996,0.76,0.126,0.254,0.28300000000000003,1,0,0,0,0,75.16666667,1,36,25,9,9,18,2.0,2.0,0,213.90437,237.0956268310547
188146,-73.95803000000001,40.7158,1,2,1,12,Brooklyn,Entire home/apt,4,1.0,3,3,Real Bed,1,1,100,1,0,0,0.9601,,0,0.0,0,Williamsburg,350,,,7.752999999999999,21.142,10.232000000000001,5.676,3.7089999999999996,16.468,21.564,14.137,15.207,18.099,18.054000000000002,12.804,7.0760000000000005,7.869,4.337,7.406000000000001,5.3420000000000005,5.308,4.663,4.412,6.532,6.506,3.463,4.418,3.88,3.635,8.466000000000001,3.263,4.63,73.854,10.208,4.713,5.212999999999999,4.618,5.551,4.03,7.402,5.018,246.59400000000002,5.153,0.19399999999999998,0.65,0.682,0.255,0.28600000000000003,0.669,1,0,0,0,0,87.5,0,16,144,9,9,12,1.3333333333333333,1.3333333333333333,12,219.73514,130.26486206054688
189181,-74.00454,40.74695,0,7,1,23,Manhattan,Private room,2,1.0,1,2,Real Bed,1,1,80,0,1,0,1.8733,,0,0.0,0,Chelsea,255,,,5.226,19.53,13.819,9.516,1.893,15.75,21.669,18.954,20.242,23.121,22.708000000000002,12.993,4.999,7.247999999999999,1.6230000000000002,4.633,2.781,2.1069999999999998,3.8489999999999998,2.3930000000000002,2.01,4.425,4.543,4.567,1.4069999999999998,2.041,5.492999999999999,3.6,1.9980000000000002,70.48,7.608,1.1320000000000001,1.673,4.006,2.862,3.136,4.408,2.639,243.22099999999998,2.498,0.56,0.715,0.813,0.049,0.115,0.19899999999999998,0,1,0,0,0,127.5,1,4,529,1,4,2,2.0,1.0,23,140.16245,114.83755493164062
196010,-73.98053,40.67595,1,2,1,5,Brooklyn,Entire home/apt,2,1.0,1,1,Real Bed,2,15,100,1,0,0,0.9893,,0,0.0,0,Park Slope,265,,,12.18,25.936,13.749,1.472,6.263999999999999,21.287,26.29,11.252,12.933,15.700999999999999,14.758,8.84,11.584000000000001,5.598,8.113,11.735999999999999,9.514,9.231,4.954,8.542,10.026,10.970999999999998,3.675,4.106,7.287000000000001,6.114,12.79,4.565,8.587,78.3,14.71,8.254,8.97,4.779,9.715,8.446,11.658,9.187000000000001,251.05900000000003,9.252,0.265,0.6990000000000001,0.71,0.037000000000000005,0.44799999999999995,0.551,1,0,0,0,0,132.5,0,4,25,1,1,2,2.0,2.0,5,131.72682,133.27317810058594
221043,-73.99287,40.72956,7,2,1,19,Manhattan,Private room,2,1.0,1,1,Real Bed,2,0,0,0,1,0,1.1773,,0,0.0,0,Noho,250,,4200.0,6.513,20.772,12.864,7.381,0.401,16.622,22.275,16.785999999999998,18.096,20.971,20.541,11.872,6.066,6.251,2.231,5.986000000000001,3.7739999999999996,3.327,2.52,2.8960000000000004,3.975,5.435,2.593,2.944,1.3119999999999998,0.366,6.9879999999999995,1.6380000000000001,2.772,72.37,9.038,2.2430000000000003,2.997,2.609,3.947,3.2119999999999997,5.843999999999999,3.4819999999999998,245.125,3.4739999999999998,0.08800000000000001,0.161,0.43200000000000005,0.431,0.45,0.542,0,1,0,0,0,125.0,0,4,361,1,1,2,2.0,2.0,19,141.6289,108.37109375
