Central Park,40.785091,-73.968285
Van Cortlandt,40.897934,-73.885948
Flushing Meadows,40.739716,-73.840782
Forest Park,38.638901,-90.284599
Prospect Park,40.665535,-73.969749
Washington Square Park,40.730824,-73.99733
Bronx Park,40.850594,-73.876999
Pelham Bay Park,40.87323,-73.808449
Floyd Bennet Field,40.597701,-73.895974
Jamaica Bay,40.597701,-73.867126
Jacob Riis Park,40.57494,-73.85053
Fort Tilden,40.561195,-73.892687
Greenbelt,40.643501,-74.076202
