id,daily,weekly,monthly
3496384,85,,
3496438,170,"1,000.00",
3499016,100,,
3499174,350,,"7,000.00"
3499251,199,"1,073.00",
3499326,77,550,"2,000.00"
3504289,80,,
3507112,79,299,"1,199.00"
3509822,550,300,"1,000.00"
3510929,155,"1,100.00",
3511778,275,"1,900.00",
3511883,119,850,
3511898,85,,
3511934,84,,"2,100.00"
3512428,90,595,
3512620,135,,
3513303,90,665,
3513662,150,800,"2,750.00"
3513960,38,325,"1,150.00"
3517621,87,725,"2,900.00"
3517646,210,"1,200.00",
3518682,80,,
3519172,250,"1,500.00","5,000.00"
3521162,175,,
3522244,65,440,"1,525.00"
3522329,140,900,"3,250.00"
3522513,129,,
3522539,159,,"3,995.00"
3523001,125,850,
3526122,249,,
3529500,151,"1,100.00","3,600.00"
3529503,79,,
3529888,125,,
3530122,120,,
3530395,151,,
3530517,600,"3,500.00",
3531018,59,440,"1,554.00"
3531190,299,"1,500.00",
3531345,70,,
3531959,95,,
3533180,399,,
3533604,96,,
3533669,110,821,
3533741,110,700,
3533777,69,529,"2,069.00"
3534137,85,,
3534443,150,900,
3539618,170,"1,000.00","3,000.00"
3539882,125,750,"2,500.00"
3540370,130,,
3540722,145,,
3542523,500,,
3543227,95,630,"3,000.00"
3544273,150,"1,000.00",
3544610,150,,"1,000.00"
3544828,56,,
3544858,60,,
3544899,85,655,"2,055.00"
3545066,80,820,"2,600.00"
3548393,100,"1,000.00",
3549074,54,,
3549478,113,,
3549798,200,"1,350.00",
3550298,75,420,
3550879,200,"1,100.00","4,500.00"
3551778,110,940,"2,500.00"
3552043,500,,
3552693,180,,
3553361,200,"1,300.00","4,500.00"
3553679,69,490,"1,720.00"
3553768,200,,"3,600.00"
3554230,140,,
3554285,45,,
3554287,35,210,840
3554599,80,,
3556241,150,900,"2,150.00"
3556577,68,,"2,010.00"
3556615,200,"1,200.00","3,000.00"
3559515,308,,
3559695,270,,
3561828,150,"1,000.00",
3562245,365,"1,170.00",
3563271,99,,"2,400.00"
3565617,175,"1,250.00",
3567258,220,"1,550.00","5,500.00"
3568596,80,,
3569374,230,,
3574304,60,350,"1,200.00"
3575859,120,950,"2,750.00"
3575918,45,350,"1,200.00"
3576160,100,650,"2,200.00"
3578158,138,,
3580577,100,,
3581153,230,"1,500.00",
3581652,225,"1,200.00",
3582816,120,850,"3,700.00"
3583482,99,480,"1,740.00"
3583605,150,,
3583702,115,,
3584528,150,,
3585452,140,825,"2,500.00"
3585974,150,,
3586141,38,,
3587219,200,,
3591107,50,,
3593491,45,,800
3593821,90,395,"1,300.00"
3594408,85,,
3595503,85,,
3595554,108,,
3595574,129,,
3600108,275,,
3600496,148,,"4,250.00"
3600518,250,,
3600961,160,,
3601324,130,,
3601743,180,,
3601900,50,,
3602534,145,,"1,700.00"
3602739,94,,
3603134,180,,
3603426,97,727,"2,380.00"
3605388,70,,"2,450.00"
3605493,120,,
3605524,120,750,"3,390.00"
3605654,165,,
3605896,59,399,"1,099.00"
3608353,91,600,"2,900.00"
3609762,184,"1,050.00","4,200.00"
3611620,45,385,"1,000.00"
3611813,150,900,"3,300.00"
3613161,139,850,"3,000.00"
3613839,65,,"1,700.00"
3614113,65,,
3614159,150,,
3614680,115,,
3616001,299,"2,000.00","7,000.00"
3616003,80,,
3616173,80,,
3616527,100,700,
3616946,135,,
3617498,80,,
3619399,69,399,"1,299.00"
3623158,75,,"1,400.00"
3623201,94,900,"3,000.00"
3623946,225,,
3624205,50,,"1,500.00"
3624380,58,,"1,500.00"
3624387,120,950,"2,600.00"
3624653,69,380,"1,400.00"
3624952,50,500,
3625075,125,950,
3625117,50,250,"1,050.00"
3625870,85,480,"1,850.00"
3626302,59,,
3626426,130,,"4,500.00"
3626609,104,,"3,200.00"
3626699,95,650,"2,550.00"
3627106,199,"1,850.00",
3627326,105,,
3627589,34,175,780
3628190,120,700,
3628328,87,495,"1,700.00"
3628553,125,825,"2,700.00"
3629217,170,700,"2,688.00"
3629381,250,"1,000.00",
3629580,55,,
3630304,80,,
3630309,95,675,"2,650.00"
3632258,150,,
3634361,140,,
3635348,150,"1,050.00","3,700.00"
3635624,159,750,
3636601,89,,"2,670.00"
3636967,159,,"3,000.00"
3637029,65,,"1,100.00"
3638841,100,500,
3638852,85,570,
3641819,160,,
3642278,175,"1,000.00",
3642325,260,,
3642801,70,550,"2,200.00"
3643392,69,350,"1,400.00"
3643673,100,,
3644017,180,,
3644037,95,550,
3645284,160,,"4,700.00"
3645866,49,450,"1,400.00"
3646059,65,,
3646551,150,,"3,700.00"
3652120,115,975,"3,250.00"
3652230,113,800,"1,800.00"
3653996,110,850,"3,400.00"
3654510,75,,
3654511,250,,
3655007,50,300,"1,050.00"
3655367,81,590,"2,300.00"
3659544,69,495,
3660983,125,,
3661168,65,,
3662091,150,,
3662724,175,,"4,750.00"
3662795,49,,
3662827,191,,
3662887,200,,
3662949,250,"1,200.00",
3663178,216,,
3663423,200,"1,290.00",
3663798,119,620,"2,400.00"
3663984,116,,"3,750.00"
3664439,92,375,
3664714,110,625,"2,600.00"
3666653,170,,
3666709,99,629,
3670659,172,,"4,700.00"
3672455,75,,
3673938,50,,
3674757,77,520,"1,950.00"
3675957,115,,
3677769,75,,
3677995,350,650,"3,000.00"
3678064,55,,
3678796,99,690,
3678829,545,,
3678990,70,,
3683236,250,"1,600.00","5,900.00"
3683241,150,500,"1,400.00"
3684144,55,,
3684302,100,,
3685433,100,700,
3685704,95,710,"2,100.00"
3686493,175,,"4,300.00"
3686972,200,,"3,200.00"
3687172,190,,
3687227,65,,"1,200.00"
3688168,400,,
3688197,95,600,
3689140,197,"1,274.00","4,700.00"
3692566,395,,
3693901,100,300,"1,100.00"
3694441,200,,
3694498,165,,
3695776,145,900,
3696043,75,620,
3696746,170,"1,500.00","6,000.00"
3697432,73,588,"1,850.00"
3698111,87,623,"2,290.00"
3698241,74,623,"2,100.00"
3698367,65,420,
3700364,199,,
3701708,65,450,
3701890,160,"1,150.00","2,800.00"
3702400,175,305,"1,029.00"
3703037,200,,
3703633,195,,"4,200.00"
3704067,175,"1,085.00","3,780.00"
3706213,190,,
3710162,100,,
3710230,199,"1,100.00",
3710685,100,750,"2,700.00"
3711039,45,,
3715638,72,600,"1,468.00"
3715824,129,,
3716193,100,,
3717689,85,500,
3717749,70,420,
3718713,100,,
3720404,160,560,
3721826,185,750,"2,900.00"
3725902,162,,
3727816,80,600,
3727861,200,,
3728309,45,500,"2,000.00"
3728837,129,,"3,000.00"
3731209,55,400,"1,400.00"
3731871,49,369,"1,400.00"
3731965,120,780,
3735483,55,,
3737180,50,350,
3737847,50,250,
3738529,150,,
3738756,140,,
3738815,136,,"4,500.00"
3739126,92,800,
3739712,125,,
3739864,48,250,825
3740402,82,623,"1,890.00"
3741405,150,,
3741530,90,330,"1,200.00"
3741728,117,,"2,400.00"
3741945,71,623,"1,800.00"
3743048,58,400,
3747107,50,350,
3747240,150,,
3747392,150,,
3747567,80,,"1,920.00"
3749971,115,,
3750917,70,,
3751048,95,750,"3,000.00"
3751919,85,595,
3752035,180,"1,260.00","4,195.00"
3755474,149,,
3757178,200,900,"3,400.00"
3757461,69,,
3758296,85,500,"1,350.00"
3758686,117,900,
3759009,219,"1,815.00",
3760029,100,800,"2,800.00"
3760158,320,"1,500.00",
3760592,95,665,"2,650.00"
3760824,110,700,
3762842,110,615,"2,700.00"
3764540,134,,
3765357,200,"1,500.00",
3766496,110,"1,000.00","3,500.00"
3766770,150,,
3767156,149,,
3767267,85,550,"1,650.00"
3767674,200,"1,100.00",
3768977,170,,
3769052,40,,
3769257,70,500,"1,500.00"
3771656,95,,
3771845,95,675,"1,625.00"
3772256,350,,
3775259,165,,
3775379,120,700,
3775978,130,,
3779230,40,250,850
3779262,130,800,"3,500.00"
3780113,120,,
3780206,90,700,"2,700.00"
3780715,120,702,"2,640.00"
3780951,115,,
3782283,150,"1,100.00",
3782441,170,"1,179.00","3,600.00"
3782925,124,"1,000.00","4,000.00"
3783016,104,,"2,890.00"
3783021,99,750,"2,790.00"
3783639,85,550,"1,300.00"
3785438,158,,"4,285.00"
3787867,400,,
3789265,100,500,"1,200.00"
3789758,115,,
3790118,55,,
3790746,72,450,
3791244,170,,"4,200.00"
3791325,150,900,"2,545.00"
3791554,39,,
3792246,49,425,"1,800.00"
3793161,39,,"1,170.00"
3793246,200,"1,250.00","4,200.00"
3793542,185,"1,015.00","3,400.00"
3793874,200,"1,600.00","5,000.00"
3797183,110,,
3798874,275,"1,750.00",
3798941,105,,
3799598,260,,
3800332,175,"1,000.00",
3800547,90,,
3800549,125,800,"3,000.00"
3801701,195,"1,500.00","3,500.00"
3802218,53,350,
3802538,99,,
3802966,52,,
3804690,130,"1,000.00","3,200.00"
3808093,325,"2,000.00","7,000.00"
3808119,135,,
3808230,85,,
3808323,68,,
3808358,45,280,"1,000.00"
3808620,87,800,"3,500.00"
3811186,89,,
3811639,150,,
3812133,169,"1,250.00","3,600.00"
3812222,125,,"3,000.00"
3812554,145,,"3,600.00"
3816424,75,,
3816499,75,,
3817216,87,850,"3,400.00"
3817304,50,,
3817666,150,,"3,600.00"
3818187,95,,
3818279,200,,"4,600.00"
3818298,120,,
3819407,325,,
3819656,165,,
3819703,140,,
3821676,169,"1,065.00",
3825437,190,,
3826037,39,,"1,200.00"
3826226,165,"1,000.00","2,200.00"
3826908,79,600,
3827311,125,850,"3,000.00"
3827442,349,"1,799.00","6,999.00"
3829039,130,,
3829261,40,,"1,275.00"
3829609,76,,
3831962,50,,
3832444,45,400,"1,500.00"
3832774,80,350,
3832932,65,300,950
3833538,90,,
3835334,145,750,"3,000.00"
3835633,45,,"1,485.00"
3835681,50,275,"1,090.00"
3835740,72,350,"1,400.00"
3835757,50,275,"1,090.00"
3835766,57,350,"1,400.00"
3836180,225,,
3836189,80,,
3836199,120,"1,175.00","4,650.00"
3838056,450,,
3838375,249,,
3838388,100,,
3838416,225,"1,400.00","5,000.00"
3839364,95,500,"1,750.00"
3840000,90,600,"2,000.00"
3840127,101,650,"2,200.00"
3840286,246,900,
3840324,120,,
3840541,150,,
3841033,119,970,
3841048,150,,
3841113,80,475,"1,800.00"
3842694,189,860,"3,000.00"
3847733,90,600,
3848324,200,999,
3848431,120,700,"2,600.00"
3849226,149,,
3849347,130,825,"3,300.00"
3850254,35,,
3850493,139,,
3850967,100,,
3851498,65,850,"2,000.00"
3851623,200,,"3,750.00"
3851719,99,850,"4,000.00"
3851911,115,800,"2,500.00"
3852261,195,500,"1,500.00"
3852988,135,,
3857180,150,,
3857863,105,660,"2,250.00"
3858105,75,500,
3858822,175,,
3860464,135,,
3860762,72,,
3860899,60,300,
3861713,97,,
3861943,860,,
3864528,200,,
3866538,98,,
3866843,87,750,"3,200.00"
3866888,150,,"4,500.00"
3867293,50,250,"1,050.00"
3867705,185,,
3868100,225,,
3868344,151,"1,100.00","3,600.00"
3869398,75,,"1,600.00"
3869762,110,,
3869779,150,,
3870158,145,,
3870294,250,"1,499.00",
3870793,170,,
3874702,145,900,"3,000.00"
3874870,200,"1,000.00","3,000.00"
3875294,50,300,"1,000.00"
3876850,250,"1,225.00",
3880588,229,,
3881808,129,708,"2,499.00"
3882103,250,,"5,500.00"
3882466,168,,
3882682,80,450,"1,400.00"
3883020,104,702,"2,200.00"
3884105,100,,
3884893,95,,
3885177,95,,
3887138,200,"1,100.00",
3887381,180,"1,154.00","4,074.00"
3888469,100,,
3888752,195,,
3889997,299,"2,300.00","7,200.00"
3890417,45,280,"1,150.00"
3891031,139,800,"2,500.00"
3891370,200,"1,300.00",
3892700,70,450,
3895289,50,300,
3895455,42,400,
3895930,116,,
3896579,200,,
3896701,135,850,
3897387,125,775,"2,700.00"
3897601,55,,
3898329,200,,
3902156,165,,"3,200.00"
3902791,199,"1,650.00",
3903173,150,,
3903284,95,,
3905849,120,,"4,800.00"
3907413,40,,
3907603,75,,
3908094,68,450,"1,600.00"
3908257,75,530,"1,600.00"
3911451,45,,
3911453,45,,
3911632,65,400,"1,000.00"
3912794,75,600,"1,800.00"
3913541,84,900,"2,200.00"
3913635,130,700,
3914400,50,340,"1,350.00"
3914773,150,875,"3,000.00"
3914962,95,350,"1,200.00"
3915042,300,,
3915796,87,800,"3,200.00"
3916312,145,,"3,500.00"
3917007,150,"1,000.00",
3920562,90,,
3922417,93,,"2,850.00"
3923128,110,,"3,850.00"
3923538,75,525,
3924092,225,,
3924325,81,600,"1,500.00"
3924397,190,,
3924506,75,,
3924619,59,,
3924820,99,,
3925426,270,,
3928241,140,,
3928525,275,,
3928833,"1,000.00",,
3929669,120,600,"2,300.00"
3930149,125,887,"3,000.00"
3930842,75,,"4,000.00"
3930878,117,"2,000.00","3,500.00"
3933059,80,460,"1,450.00"
3933382,60,350,"1,000.00"
3936970,103,750,"2,950.00"
3939041,65,435,"1,500.00"
3939086,45,275,895
3939535,70,,"1,710.00"
3940301,90,,
3942731,225,,
3943279,125,850,"2,600.00"
3943879,175,"1,200.00","3,600.00"
3944200,195,,
3944233,130,,
3944499,96,,
3944625,129,,
3944627,200,"1,500.00",
3945796,95,650,"2,350.00"
3946018,189,,
3946115,450,,
3946177,264,,
3946201,45,350,"1,400.00"
3946239,150,,
3946288,540,,
3948939,230,"1,500.00",
3950114,65,600,"1,500.00"
3951363,70,400,
3952093,160,"5,600.00",
3952676,200,,
3952731,138,700,"2,500.00"
3953314,155,870,"2,500.00"
3953415,75,500,"1,800.00"
3953585,39,,"1,000.00"
3953942,115,,
3957619,110,,"3,400.00"
3958460,100,,
3959369,225,"1,400.00",
3962389,125,800,"2,000.00"
3962586,150,,
3963137,199,,
3963345,250,,
3963635,210,,
3967160,180,"1,500.00","6,000.00"
3967492,129,,
3967945,90,,
3968434,50,,"1,350.00"
3968610,140,850,"2,700.00"
3970224,150,"1,200.00",
3970562,170,,
3970701,60,250,900
3970724,200,"1,200.00","2,600.00"
3970755,160,,
3970936,150,"1,075.00","4,300.00"
3971065,140,,
3971526,65,,
3971534,60,,
3971580,130,,
3971948,103,,
3973944,89,650,"1,800.00"
3974464,50,,
3975630,150,,"4,000.00"
3979360,240,,"3,700.00"
3979611,"1,400.00",,
3979613,200,,
3979628,88,,"2,500.00"
3979714,75,375,"1,000.00"
3980487,500,600,"2,000.00"
3983422,125,,
3983469,68,700,"2,800.00"
3983643,130,925,"3,700.00"
3984168,170,,"4,500.00"
3985673,300,"2,900.00",
3987571,115,,
3987599,93,,"2,995.00"
3989564,119,,
3993392,226,,"4,000.00"
3993553,155,995,
3999228,115,,
4000133,50,260,
4000561,600,,
4000571,200,,
4000579,156,,
4000621,145,750,"2,800.00"
4003515,95,,
4006264,115,,
4007770,275,,
4008443,250,450,"1,300.00"
4013339,95,,
4013668,185,,
4016121,350,"1,800.00",
4016142,170,"1,200.00","3,500.00"
4016173,100,,
4016791,36,295,"1,029.00"
4017226,60,,
4020957,80,400,"1,260.00"
4025313,90,,"2,500.00"
4025329,129,899,"3,276.00"
4026150,78,,
4028670,120,670,"2,300.00"
4031297,75,,
4031463,50,320,"1,150.00"
4031809,16,,
4032229,47,184,
4033300,150,"1,100.00","4,000.00"
4033422,200,"1,000.00","3,500.00"
4033444,125,800,
4033521,60,,
4033998,200,,
4037379,100,,
4037522,99,500,
4038794,75,400,"1,200.00"
4039020,140,650,"1,700.00"
4039789,90,850,"3,000.00"
4040900,59,,
4040926,111,,
4041189,80,,
4041351,80,,
4041383,50,350,"1,400.00"
4044625,300,"1,000.00",
4044906,90,,
4046281,119,,
4047638,69,525,
4047751,260,,
4047791,185,,
4047815,100,700,"1,700.00"
4047932,85,,
4048043,135,875,"3,100.00"
4050254,169,734,"3,000.00"
4050765,38,475,"1,600.00"
4050795,90,,
4051643,45,,
4052514,149,,
4053249,200,,
4053287,90,,"3,650.00"
4053471,65,425,"1,650.00"
4053517,174,"1,200.00",
4053564,89,,"1,300.00"
4053597,150,,"2,500.00"
4053912,75,490,
4053987,58,330,
4054332,103,,"3,780.00"
4054450,383,,
4055732,40,280,"1,200.00"
4057361,76,600,
4058701,170,,
4059037,100,600,"2,000.00"
4059620,199,"1,596.00","4,996.00"
4060446,99,699,
4060526,48,,
4060993,60,600,"1,800.00"
4063357,130,800,"2,800.00"
4066224,200,,
4067861,65,450,"1,600.00"
4068216,105,,
4069228,115,,
4069341,145,,
4069681,75,,
4070027,80,450,
4071007,120,800,"2,300.00"
4074248,100,650,"2,500.00"
4074892,125,"1,300.00",
4076084,132,735,
4077090,225,"1,350.00","4,400.00"
4077427,175,875,
4077428,225,,
4077460,215,,
4081707,300,,
4081800,130,857,"3,024.00"
4081926,110,,
4082062,70,455,"1,700.00"
4082357,36,400,"1,400.00"
4083049,299,,
4084603,200,,
4085647,110,,"1,650.00"
4088506,160,"1,700.00","5,000.00"
4089102,152,,
4089189,145,,
4089492,85,,
4089915,84,900,"3,000.00"
4090748,160,,
4093399,72,465,"1,700.00"
4093511,125,,
4093591,25,600,"3,000.00"
4097279,105,,
4097284,75,,
4098078,80,360,"1,400.00"
4098271,70,590,"1,200.00"
4098814,52,,
4102208,125,,
4102483,85,800,"1,600.00"
4103623,58,250,950
4103970,100,,
4108547,65,465,
4108799,300,"2,000.00",
4109246,40,375,"1,400.00"
4109420,110,750,
4110645,75,500,"1,700.00"
4115327,158,950,"3,200.00"
4116403,65,,
4117134,100,,
4117817,64,425,"1,500.00"
4118244,395,,
4118907,120,"1,100.00","3,300.00"
4119763,51,,
4119794,149,,
4120122,60,,
4121110,170,,
4121173,150,900,"3,000.00"
4121363,75,,"2,200.00"
4125398,100,,
4126452,200,,
4126676,145,,
4127402,150,,
4127524,200,,
4128337,125,,
4128428,175,,
4128450,180,"1,150.00","3,750.00"
4129195,175,,"4,950.00"
4129212,50,,
4129365,109,775,"2,700.00"
4129487,67,350,"1,400.00"
4129513,57,350,"1,400.00"
4129541,77,350,"1,400.00"
4129909,80,,
4129992,85,,
4130266,85,,"1,100.00"
4132116,120,,
4134035,140,,
4135674,300,"1,750.00",
4135848,90,310,"1,100.00"
4135876,70,600,"1,900.00"
4136252,90,630,"1,900.00"
4136596,200,"1,250.00","3,400.00"
4137414,135,,
4137415,37,,
4137645,60,,
4137680,419,,
4137756,130,850,
4137789,180,980,
4137900,160,,
4137979,125,800,"2,900.00"
4140622,100,,
4142125,140,700,"2,200.00"
4144630,125,500,"2,500.00"
4144849,115,900,"3,108.00"
4145124,100,,"1,900.00"
4145494,90,560,"1,680.00"
4148088,135,,
4148280,50,375,
4150932,71,,
4150972,80,,"1,800.00"
4152752,103,,
4154009,250,,"5,500.00"
4155012,219,,
4155099,225,,
4156015,99,,
4157064,35,225,875
4160934,75,432,"1,440.00"
4161127,170,,
4162292,150,,
4162519,30,299,799
4163020,119,800,"3,400.00"
4163710,40,300,"1,200.00"
4163742,85,"1,000.00","2,000.00"
4163781,99,650,"1,800.00"
4163804,250,,
4165278,79,"3,300.00",
4168660,60,,
4168812,115,,"3,000.00"
4169094,90,400,"2,000.00"
4169840,65,,
4170460,65,525,"2,100.00"
4170796,131,,
4171272,150,950,
4171406,55,,
4171692,70,415,"1,460.00"
4172633,160,,
4172947,95,"1,043.00","4,589.00"
4173751,99,699,
4174115,500,,"8,750.00"
4174286,35,375,"1,400.00"
4174847,50,,
4178152,77,420,"1,430.00"
4178851,309,,
4179420,65,,
4180643,150,,
4181598,125,750,"3,000.00"
4182262,199,"1,400.00","4,000.00"
4182568,99,700,"2,500.00"
4183424,145,,
4183664,70,415,"1,225.00"
4183801,120,765,"2,800.00"
4183989,86,,
4187387,139,,"3,500.00"
4187653,85,,
4188351,116,735,"3,000.00"
4188807,72,,
4189428,95,"1,050.00","2,450.00"
4190301,100,,
4191257,200,,
4192400,72,497,"2,100.00"
4194010,100,,
4194494,900,"6,000.00","21,000.00"
4195677,200,,
4196039,75,,
4197760,92,"1,200.00","3,600.00"
4198391,160,"1,200.00","3,500.00"
4198695,50,550,
4199411,350,,
4199782,135,895,"3,000.00"
4201905,160,"1,120.00",
4203460,270,,
4204083,129,,
4204302,180,,
4204988,350,"2,000.00","4,500.00"
4205232,75,,
4205816,119,,
4206034,99,725,"2,500.00"
4206087,120,,
4208547,73,425,"1,430.00"
4209106,500,,
4209595,225,,
4211276,275,"1,800.00",
4211510,50,,
4215595,40,,
4216183,115,,
4216435,110,,
4216745,100,,
4216774,150,"1,000.00",
4216813,200,"1,300.00","5,000.00"
4217268,75,,
4217758,98,600,
4218034,199,,
4218067,109,,
4218098,110,,
4218129,59,525,"2,142.00"
4219851,95,,
4220151,159,"1,175.00","4,299.00"
4221999,225,,
4224091,195,"1,200.00","3,800.00"
4225569,96,650,"2,250.00"
4225745,73,,"1,800.00"
4226098,88,795,"3,500.00"
4226269,90,,
4226535,99,600,
4227018,150,,
4227141,35,385,"1,500.00"
4227161,"1,050.00",,
4227207,175,,
4227499,395,"2,900.00",
4227554,195,"1,200.00",
4232255,49,340,
4232356,150,,
4232865,250,,
4233025,180,"4,500.00","15,000.00"
4233705,260,,
4235620,100,800,"2,500.00"
4235843,55,,"1,700.00"
4235961,275,,
4236107,110,900,"3,000.00"
4236725,150,"12,000.00",
4240861,80,400,"1,600.00"
4241028,89,500,"2,000.00"
4241486,280,"2,125.00",
4243533,100,,
4244174,80,,
4244242,70,,
4244476,75,,"1,200.00"
4244528,80,"1,000.00","3,500.00"
4244576,41,,
4247883,195,"1,000.00",
4248788,250,,
4249131,99,,"4,699.00"
4249342,98,800,"3,000.00"
4250746,140,900,"3,600.00"
4252172,99,649,"2,799.00"
4256091,175,"1,550.00","7,000.00"
4257572,120,,"3,754.00"
4257889,89,,
4258443,90,,
4258867,178,"1,200.00",
4259427,210,,"4,800.00"
4260964,150,800,"2,500.00"
4261214,114,795,
4261951,225,"1,300.00","4,000.00"
4262120,"2,695.00",,
4262707,63,599,"2,225.00"
4263488,150,,
4263624,106,,
4263802,165,,"3,500.00"
4263880,75,469,"1,500.00"
4264049,39,,"1,200.00"
4264127,39,,"1,200.00"
4265471,30,,
4267133,70,500,
4268286,95,,
4270499,125,880,"3,200.00"
4270683,120,700,"2,000.00"
4271059,145,,
4271119,112,,
4271877,69,415,"1,420.00"
4273931,300,,"7,000.00"
4274443,260,"1,250.00",
4274462,49,350,"1,295.00"
4274589,215,,
4274595,200,,
4275729,100,300,
4276532,"1,000.00","5,000.00",
4276618,120,"1,100.00",
4276762,310,"2,600.00","10,000.00"
4277614,70,,
4277724,188,,
4277980,110,,
4278084,75,,"2,500.00"
4278389,45,,
4278568,165,900,"2,300.00"
4279260,150,600,"2,500.00"
4279323,80,,
4279550,180,,"5,000.00"
4280053,80,500,"1,500.00"
4280118,60,415,
4281241,149,,
4282178,53,560,"2,399.00"
4284031,160,"1,620.00",
4284158,199,,
4285876,140,,
4286196,199,"1,450.00","5,000.00"
4286662,190,"1,300.00",
4287589,125,800,
4288276,145,,
4288361,150,,
4291200,95,,
4291654,100,,
4293935,99,465,"1,600.00"
4294546,130,800,"2,800.00"
4294640,56,,
4294969,450,,
4295108,75,,
4295542,240,"1,150.00",
4295603,129,,"3,000.00"
4295733,45,,
4296126,259,"1,895.00","7,295.00"
4296291,75,,
4296710,37,,
4296956,210,,
4297952,199,,
4299536,189,"1,000.00","3,600.00"
4302293,58,,
4303600,60,,"1,250.00"
4303825,190,,
4305170,145,,
4308612,125,,
4308633,94,599,"1,590.00"
4308798,100,,
4308991,149,,
4309079,128,,
4309648,160,,
4309757,160,,
4310501,110,,
4311648,285,,
4315934,75,805,"3,220.00"
4318364,650,"3,200.00","12,000.00"
4325244,149,899,
4325284,210,"1,450.00",
4325329,200,"1,200.00","3,000.00"
4329728,110,488,"1,722.00"
4331684,375,"1,700.00","3,600.00"
4331691,95,700,
4333204,94,,"1,890.00"
4334446,120,,
4334513,150,,
4338177,160,,"3,600.00"
4338541,132,"1,600.00","3,200.00"
4338548,102,"1,050.00",
4339188,85,,"1,300.00"
4339189,142,,
4339924,200,,
4340609,199,,"4,500.00"
4341158,100,560,"2,520.00"
4342895,123,506,"1,785.00"
4342924,175,"1,000.00","3,900.00"
4343011,100,,
4343312,57,500,"1,500.00"
4343401,30,400,"1,600.00"
4343956,107,,
4347579,"2,000.00","14,000.00",
4349695,69,,
4350120,137,,
4350406,150,,
4350464,65,550,
4350495,66,,
4350952,77,"1,000.00","3,500.00"
4351563,110,,
4352537,64,,"2,200.00"
4354764,90,,
4354901,50,315,"1,100.00"
4356396,146,850,"2,500.00"
4357134,200,,
4357892,189,"1,150.00","4,600.00"
4358291,985,,
4359219,285,,
4359718,140,850,"3,150.00"
4359756,97,,
4359921,180,,
4362474,199,,
4362570,220,"1,500.00","5,000.00"
4363228,180,"1,300.00",
4364789,88,600,"1,875.00"
4364924,350,"2,400.00",
4365276,170,,
4365328,120,,
4365491,105,,
4365756,110,770,
4365765,55,350,"1,500.00"
4365833,150,875,"3,700.00"
4366049,180,"1,050.00","3,500.00"
4366115,110,,"2,100.00"
4369737,160,,
4370230,215,"1,300.00",
4375146,75,590,
4375375,200,,
4377337,120,,"2,000.00"
4377929,198,"1,200.00","4,150.00"
4378816,60,,"1,250.00"
4378951,170,875,"3,500.00"
4379145,248,,
4379271,100,750,"2,000.00"
4379307,180,,
4383734,60,,
4384181,83,,
4384442,45,300,
4384820,135,,
4385360,275,,
4386513,230,"1,400.00","4,000.00"
4386598,180,"1,100.00","4,000.00"
4386718,175,,"3,400.00"
4387007,110,,
4387152,160,,
4387491,115,650,
4390865,169,"1,150.00",
4392066,100,,
4392351,87,750,"3,000.00"
4392596,75,,
4392996,130,,
4393126,115,"1,380.00",
4393519,200,"1,200.00",
4394687,125,,
4396142,160,,
4396299,30,,
4396939,89,595,"1,795.00"
4397455,85,,"2,200.00"
4399721,50,,
4401013,229,"1,520.00",
4401193,130,820,
4402117,149,,
4402805,120,,
4403159,45,,
4403928,56,,
4403972,295,,
4404544,75,400,"1,300.00"
4404818,110,750,
4405156,115,,
4405874,90,600,"1,200.00"
4407787,109,672,
4407790,43,305,900
4408381,100,,
4409074,295,,
4410626,245,,
4412533,79,,
4415695,60,,
4416667,125,800,"2,800.00"
4416970,55,,
4417147,425,,
4417912,150,800,"2,600.00"
4421355,130,,
4421826,250,,
4422017,49,,"1,000.00"
4422602,250,"1,500.00","4,000.00"
4423650,97,,
4423782,115,,
4424261,200,,
4424391,250,,"2,850.00"
4424405,200,,"2,700.00"
4424511,160,,"3,920.00"
4426780,90,500,"1,750.00"
4426877,239,"2,258.00",
4427442,290,"1,900.00",
4428027,150,,
4428854,55,300,"1,150.00"
4428906,380,,
4429337,120,,
4430645,200,,
4430657,188,,
4430747,103,,
4430808,64,,
4430819,195,"1,300.00",
4431247,70,,
4431674,150,700,"2,000.00"
4435766,300,,
4436185,60,450,"1,800.00"
4436944,150,350,"1,400.00"
4437053,105,725,"2,520.00"
4438029,360,,
4438223,165,700,"2,100.00"
4438459,325,"2,499.00",
4438470,105,"1,000.00",
4438931,57,482,"1,701.00"
4439602,100,,
4440020,229,,
4440181,64,,
4440611,100,,"2,500.00"
4440751,99,,"2,650.00"
4444204,450,,
4445185,84,500,"1,990.00"
4446862,50,,
4447524,200,,
4447611,350,,
4447904,80,"1,100.00",
4449058,180,700,
4449611,200,850,"3,000.00"
4450020,100,550,"1,500.00"
4452723,90,600,"1,800.00"
4453233,160,,
4453484,250,"2,000.00","6,000.00"
4454122,115,,
4454400,250,,
4454538,130,,
4455094,159,,
4455301,110,851,"3,003.00"
4456004,60,553,"1,987.00"
4456555,180,500,"1,750.00"
4456880,250,"1,890.00","7,000.00"
4457556,92,,
4460838,195,,
4462008,43,280,920
4462491,175,,
4462553,175,"1,200.00","3,200.00"
4464418,165,"1,050.00",
4464508,79,,
4467771,345,,
4469264,80,590,
