,Unnamed: 0,id,house_ln,house_la,subway,bus_stop,street,room_type,bedroom,guests,num_of_review,review_score,Entire_home,Private_room,Shared_room,crime_rate
22246,22246,18666975,-73.77787,40.6705,0,3,Queens,Entire home/apt,1,2,22,98.0,1,0,0,1.0738
22247,22247,18667184,-73.95783,40.68391,3,9,Brooklyn,Entire home/apt,3,3,4,100.0,1,0,0,1.7837
22248,22248,18667956,-73.91161,40.69445,0,5,Brooklyn,Private room,1,1,21,96.0,0,1,0,0.9855
22249,22249,18668037,-73.94743000000003,40.83168,1,11,New York,Private room,1,1,0,,0,1,0,0.9558
22250,22250,18668571,-73.92541,40.69517000000001,2,5,Brooklyn,Entire home/apt,2,4,14,93.0,1,0,0,0.9855
22251,22251,18668594,-73.946,40.69087,1,7,Brooklyn,Private room,1,1,0,,0,1,0,1.7837
22252,22252,18669019,-73.91269,40.69694000000001,2,6,Brooklyn,Entire home/apt,1,1,0,,1,0,0,0.9855
22253,22253,18669496,-74.07998,40.62981,0,4,Staten Island,Private room,1,2,24,95.0,0,1,0,0.5752
22254,22254,18669801,-73.9379,40.75172,7,9,Queens,Private room,1,1,3,100.0,0,1,0,0.6855
22255,22255,18670480,-73.94136999999998,40.68988,0,8,Brooklyn,Entire home/apt,1,2,0,,1,0,0,1.7837
22256,22256,18671835,-73.86959,40.75885,0,7,Queens,Private room,1,1,125,98.0,0,1,0,0.612
22257,22257,18672921,-73.93251,40.84773,1,7,New York,Private room,1,1,2,100.0,0,1,0,1.1587
22258,22258,18673613,-73.99377,40.75405,11,11,New York,Private room,1,1,7,100.0,0,1,0,9.9753
22259,22259,18674105,-73.9841,40.72349000000001,1,18,New York,Entire home/apt,1,1,2,100.0,1,0,0,1.1773
22260,22260,18675061,-73.96797,40.79978,1,21,New York,Private room,1,1,5,100.0,0,1,0,0.8454
22261,22261,18675083,-73.97929,40.74518,1,14,New York,Entire home/apt,1,1,0,,1,0,0,1.1501
22262,22262,18675215,-73.98163000000002,40.74452,1,15,New York,Entire home/apt,1,1,14,98.0,1,0,0,9.9753
22263,22263,18675599,-73.90816,40.69416,1,3,Brooklyn,Private room,1,1,11,84.0,0,1,0,0.9855
22264,22264,18676837,-73.98915,40.76,11,7,New York,Private room,1,1,61,98.0,0,1,0,4.3095
22265,22265,18680331,-73.96547,40.80546,1,14,New York,Entire home/apt,1,4,2,100.0,1,0,0,1.0705
22266,22266,18682735,-74.01281,40.70738,10,5,New York,Entire home/apt,1,1,0,,1,0,0,1.7097
22267,22267,18682763,-73.94225,40.69471,0,10,Brooklyn,Entire home/apt,1,2,0,,1,0,0,1.7837
22268,22268,18683699,-73.96186,40.65475,2,4,Brooklyn,Private room,1,2,24,100.0,0,1,0,0.6162
22269,22269,18683879,-73.97686999999998,40.74954,5,14,New York,Entire home/apt,1,1,3,87.0,1,0,0,1.1501
22270,22270,18685854,-73.84676,40.87192,1,8,Bronx,Private room,1,1,0,,0,1,0,0.9385
22271,22271,18686269,-73.95745,40.71255,3,4,Brooklyn,Private room,2,1,0,,0,1,0,0.9672
22272,22272,18686390,-73.98411,40.72415,1,18,New York,Entire home/apt,1,1,13,97.0,1,0,0,1.1773
22273,22273,18686501,-73.96693,40.8012,1,21,New York,Shared room,1,1,0,,0,0,1,0.8454
22274,22274,18686817,-73.98955,40.60795,0,4,Brooklyn,Private room,1,1,5,84.0,0,1,0,0.5385
22275,22275,18688150,-73.94134,40.81800000000001,2,17,New York,Private room,1,1,45,98.0,0,1,0,1.466
22276,22276,18689454,-73.92331,40.69207,2,6,Brooklyn,Entire home/apt,1,2,16,89.0,1,0,0,0.9855
22277,22277,18689588,-73.95374,40.69171,1,8,Brooklyn,Entire home/apt,1,2,6,97.0,1,0,0,1.7837
22278,22278,18690466,-73.89358,40.84594,0,4,Bronx,Private room,1,1,48,95.0,0,1,0,1.297
22279,22279,18690651,-73.95130999999998,40.8213,3,17,New York,Private room,1,1,0,,0,1,0,0.9558
22280,22280,18690921,-73.99746,40.71886,8,2,New York,Private room,1,2,158,86.0,0,1,0,1.6704
22281,22281,18691084,-73.94295,40.7107,1,11,Brooklyn,Private room,1,1,1,,0,1,0,0.9672
22282,22282,18691948,-73.93703000000002,40.85115,2,11,New York,Private room,1,1,4,80.0,0,1,0,1.1587
22283,22283,18692028,-73.98969,40.70001,9,6,Brooklyn,Entire home/apt,3,1,88,93.0,1,0,0,2.1164
22284,22284,18692321,-73.955,40.69347,1,8,Brooklyn,Entire home/apt,1,1,0,,1,0,0,1.7837
22285,22285,18695104,-73.98268,40.72008,4,10,New York,Private room,1,1,28,98.0,0,1,0,1.2624
22286,22286,18699576,-73.95358,40.71869,1,1,Brooklyn,Entire home/apt,1,1,2,100.0,1,0,0,0.9601
22287,22287,18700004,-73.94537,40.67371,0,10,Brooklyn,Private room,2,1,0,,0,1,0,0.9147
22288,22288,18701095,-73.94549,40.6746,0,11,Brooklyn,Private room,1,1,19,97.0,0,1,0,0.9147
22289,22289,18702075,-73.86326,40.87309000000001,2,6,Bronx,Private room,1,1,5,87.0,0,1,0,0.9385
22290,22290,18704012,-73.94001,40.7097,1,7,Brooklyn,Private room,1,1,3,93.0,0,1,0,0.9672
22291,22291,18704413,-73.99467,40.69364,5,12,Brooklyn,Entire home/apt,1,2,75,98.0,1,0,0,2.1164
22292,22292,18704805,-73.9897,40.73334000000001,7,10,New York,Entire home/apt,1,1,1,80.0,1,0,0,1.1773
22293,22293,18706173,-73.9551,40.68416,3,10,Brooklyn ,Entire home/apt,2,4,55,97.0,1,0,0,1.7837
22294,22294,18706845,-73.90916,40.64005,0,3,Brooklyn,Private room,1,1,29,91.0,0,1,0,0.6629
22295,22295,18706893,-73.99423,40.76515,0,6,New York,Entire home/apt,1,1,0,,1,0,0,4.3095
22296,22296,18707214,-73.96973,40.6862,2,8,Brooklyn,Entire home/apt,2,4,3,90.0,1,0,0,1.8669
22297,22297,18707698,-74.00179,40.72667,10,8,New York,Entire home/apt,1,1,2,100.0,1,0,0,1.7097
22298,22298,18715285,-73.92501999999998,40.67324,0,9,Brooklyn ,Entire home/apt,3,1,49,99.0,1,0,0,0.9147
22299,22299,18716289,-73.98074,40.69369,6,9,Brooklyn,Entire home/apt,1,1,7,94.0,1,0,0,1.8669
22300,22300,18716439,-73.96067,40.71232,0,3,Brooklyn,Entire home/apt,1,1,6,100.0,1,0,0,0.9672
22301,22301,18716602,-73.9923,40.67862,2,2,Brooklyn,Entire home/apt,2,1,2,60.0,1,0,0,0.4812
22302,22302,18716795,-73.98723000000003,40.7218,4,13,New York,Private room,1,1,8,88.0,0,1,0,1.2624
22303,22303,18718070,-73.95265,40.69121,1,9,Brooklyn,Entire home/apt,1,1,0,,1,0,0,1.7837
22304,22304,18718195,-73.94881,40.76364,0,0,New York,Private room,1,1,45,100.0,0,1,0,0.6855
22305,22305,18719477,-73.95674,40.80393,2,19,New York,Private room,1,1,0,,0,1,0,1.6748
22306,22306,18719526,-73.97806,40.66634000000001,1,1,Brooklyn,Entire home/apt,1,2,41,99.0,1,0,0,0.9893
22307,22307,18719602,-73.97287,40.7523,5,15,New York,Private room,1,1,1,80.0,0,1,0,1.1501
22308,22308,18719762,-73.89533,40.69252,0,0,Glendale ,Entire home/apt,3,3,17,95.0,1,0,0,0.8344
22309,22309,18721027,-74.00657,40.65003,1,5,Brooklyn,Entire home/apt,1,2,2,100.0,1,0,0,0.7843
22310,22310,18721061,-73.93053,40.69453,2,4,Brooklyn,Private room,2,2,0,,0,1,0,0.9855
22311,22311,18721209,-73.86575,40.88702,2,0,Bronx,Private room,1,1,37,96.0,0,1,0,0.9385
22312,22312,18721341,-73.94722,40.67574000000001,0,9,Brooklyn,Entire home/apt,1,1,66,96.0,1,0,0,0.9147
22313,22313,18721845,-73.90639,40.74204,1,7,Queens,Private room,1,1,3,100.0,0,1,0,0.9628
22314,22314,18722146,-73.91736999999998,40.75865,2,6,Queens,Private room,1,1,2,100.0,0,1,0,0.6855
22315,22315,18722657,-73.94752,40.67615,0,10,Brooklyn,Private room,1,1,1,100.0,0,1,0,0.9147
22316,22316,18723095,-74.00675,40.70817,9,11,New York,Private room,1,1,5,100.0,0,1,0,1.7097
22317,22317,18728915,-73.92848000000002,40.70373,1,1,Brooklyn,Entire home/apt,1,1,3,100.0,1,0,0,0.9855
22318,22318,18728971,-73.95629,40.71432,2,3,Brooklyn,Entire home/apt,1,1,2,100.0,1,0,0,0.9601
22319,22319,18729143,-73.9544,40.71725,2,0,Brooklyn,Private room,1,1,106,92.0,0,1,0,0.9601
22320,22320,18729447,-73.94821999999998,40.71365,2,10,Brooklyn,Private room,1,1,9,100.0,0,1,0,0.9672
22321,22321,18729461,-73.95025,40.77958,3,11,New York,Entire home/apt,1,1,5,100.0,1,0,0,0.9315
22322,22322,18729985,-74.00018,40.6589,1,0,Brooklyn,Private room,1,1,6,97.0,0,1,0,0.7843
22323,22323,18731029,-73.97636,40.78293,3,21,New York,Private room,1,1,8,98.0,0,1,0,0.7795
22324,22324,18731641,-73.9552,40.82425,1,12,New York,Entire home/apt,1,1,45,96.0,1,0,0,0.9558
22325,22325,18732648,-73.96085,40.71219,3,3,Brooklyn,Private room,1,1,13,98.0,0,1,0,0.9672
22326,22326,18734125,-73.9313,40.70608,1,0,Brooklyn ,Entire home/apt,2,1,2,100.0,1,0,0,0.9672
22327,22327,18734225,-73.95425,40.70884,4,1,Brooklyn,Private room,1,1,2,90.0,0,1,0,0.9672
22328,22328,18734320,-73.94372,40.83543,2,18,New York,Private room,1,1,14,91.0,0,1,0,0.9876
22329,22329,18734427,-73.87925,40.87315,1,6,Bronx,Private room,1,1,0,,0,1,0,1.1844
22330,22330,18734568,-73.93085,40.85618,2,14,New York,Private room,1,1,7,91.0,0,1,0,1.1587
22331,22331,18735563,-73.95555999999998,40.60924,2,9,Brooklyn,Private room,1,1,0,,0,1,0,0.4889
22332,22332,18735631,-73.92657,40.70336,1,3,Brooklyn,Entire home/apt,1,1,29,92.0,1,0,0,0.9855
22333,22333,18735653,-74.00735,40.67785,0,5,Brooklyn,Entire home/apt,2,4,14,96.0,1,0,0,0.4812
22334,22334,18736267,-73.98311,40.68602,12,13,Brooklyn ,Entire home/apt,1,1,4,100.0,1,0,0,2.1164
22335,22335,18736436,-73.94699,40.68692,0,9,Brooklyn,Entire home/apt,1,2,5,100.0,1,0,0,1.7837
22336,22336,18736455,-73.92818,40.68924000000001,1,13,Brooklyn,Entire home/apt,1,2,82,100.0,1,0,0,1.977
22337,22337,18736484,-73.73729,40.65219,0,0,Queens,Private room,1,1,61,97.0,0,1,0,0.6156
22338,22338,18736642,-73.94978,40.66325,2,8,Brooklyn,Entire home/apt,1,1,0,,1,0,0,0.8737
22339,22339,18737053,-73.85653,40.67555,1,0,Queens,Private room,1,1,20,95.0,0,1,0,0.8984
22340,22340,18737220,-73.96795999999998,40.63491,2,6,Brooklyn,Entire home/apt,1,1,6,97.0,1,0,0,0.6162
22341,22341,18737235,-73.96595,40.68307,1,6,Brooklyn,Entire home/apt,1,1,11,98.0,1,0,0,1.8669
22342,22342,18737594,-73.96524000000002,40.68499,2,8,Brooklyn,Entire home/apt,3,3,2,100.0,1,0,0,1.8669
22343,22343,18745141,-73.9178,40.67064,0,12,Brooklyn,Private room,1,1,40,81.0,0,1,0,1.4109
22344,22344,18745314,-73.95614,40.80722,2,18,New York,Entire home/apt,1,1,2,,1,0,0,1.6748
22345,22345,18745487,-73.96813,40.80066,1,18,New York,Private room,1,1,0,,0,1,0,0.8454
22346,22346,18745767,-73.93025,40.70249,1,1,Brooklyn,Entire home/apt,1,1,5,100.0,1,0,0,0.9855
22347,22347,18746696,-73.94588,40.72186,0,6,Brooklyn,Entire home/apt,1,1,8,97.0,1,0,0,0.9601
22348,22348,18747972,-73.93298,40.70398,1,0,Brooklyn,Entire home/apt,2,4,39,84.0,1,0,0,0.9672
22349,22349,18748038,-73.96343,40.75403,0,6,New York,Entire home/apt,1,1,0,,1,0,0,1.1501
22350,22350,18748170,-73.94788,40.67305,1,13,Brooklyn,Private room,1,1,3,100.0,0,1,0,0.9147
22351,22351,18750465,-73.9767,40.74863,5,15,New York,Entire home/apt,1,1,0,,1,0,0,1.1501
22352,22352,18750505,-73.9352,40.80324,3,7,New York,Entire home/apt,1,2,7,93.0,1,0,0,2.4892
22353,22353,18750597,-73.95428000000003,40.69023,1,8,Brooklyn,Private room,2,1,1,80.0,0,1,0,1.7837
22354,22354,18751192,-73.95227,40.72463,1,2,Brooklyn,Private room,1,1,3,60.0,0,1,0,0.9601
22355,22355,18751261,-73.95057,40.72357,1,2,Brooklyn,Entire home/apt,1,2,2,100.0,1,0,0,0.9601
22356,22356,18751687,-73.93956999999997,40.71627,1,10,Brooklyn,Private room,1,1,1,60.0,0,1,0,0.9601
22357,22357,18752307,-73.95612,40.81372,5,17,New York,Entire home/apt,1,1,51,98.0,1,0,0,1.0705
22358,22358,18753406,-73.91577,40.75777,2,7,Queens,Private room,1,1,17,100.0,0,1,0,0.6855
22359,22359,18753411,-73.96314,40.79948,3,18,New York,Private room,1,1,5,85.0,0,1,0,0.8454
22360,22360,18753645,-73.97164000000002,40.6806,4,7,Brooklyn,Entire home/apt,1,2,136,99.0,1,0,0,0.9893
22361,22361,18755777,-74.13495999999998,40.63748,0,1,Staten Island,Private room,1,1,61,93.0,0,1,0,0.5139
22362,22362,18755951,-73.98861,40.73193,7,9,New York,Entire home/apt,1,1,0,,1,0,0,1.1773
22363,22363,18758370,-73.98554,40.66615,1,5,Brooklyn,Entire home/apt,1,2,88,97.0,1,0,0,0.9893
22364,22364,18758525,-73.99923000000003,40.75997,0,5,New York,Entire home/apt,1,1,18,99.0,1,0,0,1.8733
22365,22365,18762619,-73.98963,40.72681,7,10,New York,Shared room,1,1,0,,0,0,1,1.1773
22366,22366,18763188,-73.9701,40.80005,1,13,New York,Entire home/apt,2,2,1,100.0,1,0,0,0.8454
22367,22367,18764827,-73.9182,40.86854,2,11,New York,Private room,1,1,2,100.0,0,1,0,1.1587
22368,22368,18766576,-73.93649,40.85391,1,15,New York,Entire home/apt,1,1,16,97.0,1,0,0,1.1587
22369,22369,18767695,-73.9603,40.65704,2,5,Brooklyn,Entire home/apt,2,2,1,100.0,1,0,0,0.8737
22370,22370,18767961,-73.98053,40.70257,0,4,Brooklyn,Private room,1,1,52,94.0,0,1,0,2.1164
22371,22371,18768127,-73.85065,40.73526,0,8,Queens,Entire home/apt,1,2,6,77.0,1,0,0,0.4283
22372,22372,18768741,-73.976,40.74819,5,15,New York,Entire home/apt,1,1,3,87.0,1,0,0,1.1501
22373,22373,18768978,-73.96324,40.80371,1,23,New York,Private room,1,1,16,100.0,0,1,0,1.0705
22374,22374,18769363,-73.95108,40.72247,1,2,Brooklyn,Private room,1,1,1,80.0,0,1,0,0.9601
22375,22375,18769652,-73.94502,40.71813,1,11,Brooklyn,Entire home/apt,1,2,9,100.0,1,0,0,0.9601
22376,22376,18770418,-73.85226999999998,40.73437,0,9,Queens,Entire home/apt,3,6,3,100.0,1,0,0,0.4283
22377,22377,18771633,-73.76651,40.66413,0,2,Queens,Private room,1,1,15,92.0,0,1,0,0.6156
22378,22378,18772198,-73.98219,40.73742,1,22,New York,Entire home/apt,1,1,55,99.0,1,0,0,1.73
22379,22379,18774244,-73.98321,40.76044,10,8,New York,Entire home/apt,1,1,0,,1,0,0,4.3095
22380,22380,18776660,-73.93341,40.70492,1,0,Brooklyn,Private room,1,1,25,91.0,0,1,0,0.9672
22381,22381,18776908,-73.98904,40.73334000000001,7,10,New York,Entire home/apt,1,1,33,97.0,1,0,0,1.1773
22382,22382,18776925,-73.94115,40.71335,1,11,Brooklyn,Entire home/apt,2,1,0,,1,0,0,0.9672
22383,22383,18778024,-73.93021999999998,40.75607,4,5,New York ,Private room,1,1,86,97.0,0,1,0,0.6855
22384,22384,18782064,-73.98445,40.76617,9,16,New York,Entire home/apt,1,1,0,,1,0,0,4.3095
22385,22385,18782857,-73.96143000000002,40.75794000000001,0,6,New York,Entire home/apt,1,1,0,,1,0,0,1.1501
22386,22386,18783614,-73.96446999999998,40.71364000000001,0,1,Brooklyn ,Entire home/apt,1,2,36,99.0,1,0,0,0.9672
22387,22387,18785035,-73.99891,40.6737,3,2,Brooklyn,Private room,1,1,18,96.0,0,1,0,0.4812
22388,22388,18785349,-73.91884,40.70286,2,2,Brooklyn,Entire home/apt,3,4,31,86.0,1,0,0,0.9855
22389,22389,18787858,-73.97693000000002,40.74814,5,15,New York,Entire home/apt,1,1,1,80.0,1,0,0,1.1501
22390,22390,18787950,-73.94615999999998,40.67731,0,13,Brooklyn,Entire home/apt,1,1,9,100.0,1,0,0,0.9147
22391,22391,18789421,-73.92536,40.68843,2,12,Brooklyn,Entire home/apt,1,4,90,97.0,1,0,0,1.977
22392,22392,18790004,-73.98929,40.72791,3,5,New York,Entire home/apt,1,2,5,90.0,1,0,0,1.1773
22393,22393,18790512,-73.92619,40.70439,1,2,Brooklyn,Private room,1,1,5,90.0,0,1,0,0.9855
22394,22394,18791570,-73.98722,40.66458,1,5,Brooklyn,Private room,1,1,65,94.0,0,1,0,0.9893
22395,22395,18792188,-74.00137,40.73016,8,8,New York,Private room,2,1,9,100.0,0,1,0,2.282
22396,22396,18792285,-73.95716999999998,40.81233,5,19,New York,Private room,1,1,0,,0,1,0,1.0705
22397,22397,18792703,-73.97664,40.75023,5,12,New York,Entire home/apt,1,1,1,80.0,1,0,0,1.1501
22398,22398,18793151,-73.98838,40.72146,4,13,New York,Entire home/apt,1,1,2,100.0,1,0,0,1.2624
22399,22399,18793633,-73.99931,40.73193,8,4,New York,Entire home/apt,2,2,26,99.0,1,0,0,2.282
22400,22400,18793901,-73.95799,40.71816,1,0,Brooklyn,Private room,1,1,14,98.0,0,1,0,0.9601
22401,22401,18794243,-73.91642,40.69319,0,4,Brooklyn,Private room,1,1,49,85.0,0,1,0,0.9855
22402,22402,18794627,-73.96341,40.71258,0,3,Brooklyn,Private room,1,1,6,80.0,0,1,0,0.9672
22403,22403,18794680,-73.91376,40.69573,2,5,Brooklyn,Private room,1,1,17,89.0,0,1,0,0.9855
22404,22404,18794754,-73.99794,40.73776,9,5,New York,Entire home/apt,1,1,1,100.0,1,0,0,2.282
22405,22405,18795229,-73.86046,40.72661,2,11,Queens,Entire home/apt,1,1,82,85.0,1,0,0,0.4283
22406,22406,18795447,-73.91175,40.84473,3,5,Bronx,Private room,1,2,106,95.0,0,1,0,1.3999
22407,22407,18795448,-73.95640999999998,40.68415,3,8,Brooklyn,Private room,1,1,0,,0,1,0,1.7837
22408,22408,18795534,-73.9955,40.75229,6,9,New York,Entire home/apt,1,1,1,100.0,1,0,0,9.9753
22409,22409,18802366,-73.94537,40.82402,4,17,New York,Private room,1,1,24,97.0,0,1,0,0.9558
22410,22410,18803064,-73.91646,40.69962,2,7,Brooklyn,Private room,1,2,91,94.0,0,1,0,0.9855
22411,22411,18803219,-73.96696,40.80152,1,20,New York,Private room,1,1,0,,0,1,0,0.8454
22412,22412,18805588,-73.82174,40.75872,0,10,Flushing,Entire home/apt,2,4,2,100.0,1,0,0,0.7075
22413,22413,18806061,-73.94747,40.71015,2,9,Brooklyn,Entire home/apt,1,1,0,,1,0,0,0.9672
22414,22414,18806323,-73.80055,40.58934,1,3,Rockaway Beach,Entire home/apt,2,4,46,100.0,1,0,0,0.814
22415,22415,18808260,-73.95215,40.66931,3,12,Brooklyn,Private room,1,1,3,100.0,0,1,0,0.8737
22416,22416,18809063,-73.91821999999998,40.67537,2,5,Brooklyn,Entire home/apt,1,2,40,87.0,1,0,0,1.4109
22417,22417,18811187,-73.94689,40.79712,3,11,New York,Private room,1,1,0,,0,1,0,1.0669
22418,22418,18811240,-74.00272,40.65379,2,6,Brooklyn,Entire home/apt,2,1,6,100.0,1,0,0,0.7843
22419,22419,18811557,-73.98385,40.72007,4,10,New York,Entire home/apt,1,2,6,100.0,1,0,0,1.2624
22420,22420,18812046,-73.73254,40.68722,0,0,Queens,Private room,2,2,23,95.0,0,1,0,0.6156
22421,22421,18812153,-73.9753,40.75044000000001,5,11,New York,Entire home/apt,1,1,4,100.0,1,0,0,1.1501
22422,22422,18812330,-73.93652,40.70798,1,0,Brooklyn,Shared room,1,1,62,93.0,0,0,1,0.9672
22423,22423,18812670,-74.00274,40.75378,1,2,New York,Private room,1,1,0,,0,1,0,1.8733
22424,22424,18813227,-73.96073,40.65068,2,3,Brooklyn,Private room,1,1,80,95.0,0,1,0,0.6162
22425,22425,18817404,-73.94467,40.72528,0,1,Brooklyn,Private room,1,2,1,100.0,0,1,0,0.9601
22426,22426,18820068,-73.96177,40.75754000000001,0,6,New York,Entire home/apt,1,1,0,,1,0,0,1.1501
22427,22427,18820446,-73.97589,40.74891,5,13,New York,Entire home/apt,1,1,2,100.0,1,0,0,1.1501
22428,22428,18822687,-74.01068000000002,40.70833,11,4,New York,Private room,1,1,18,98.0,0,1,0,1.7097
22429,22429,18822775,-73.96961999999998,40.64561,2,2,Brooklyn,Private room,2,2,42,99.0,0,1,0,0.6162
22430,22430,18823516,-73.99843,40.71682,8,3,New York,Private room,1,2,134,86.0,0,1,0,1.6704
22431,22431,18823750,-73.98161999999998,40.66412,1,1,Brooklyn,Entire home/apt,3,1,4,100.0,1,0,0,0.9893
22432,22432,18823774,-73.95146,40.77896,3,12,New York,Entire home/apt,1,1,6,77.0,1,0,0,0.9315
22433,22433,18823930,-73.98828,40.76011,12,6,New York,Entire home/apt,1,1,0,,1,0,0,4.3095
22434,22434,18823940,-73.91568000000002,40.70263,2,2,Brooklyn,Private room,1,1,4,100.0,0,1,0,0.9855
22435,22435,18823971,-73.95745,40.77299,1,17,New York,Entire home/apt,1,1,3,93.0,1,0,0,0.9315
22436,22436,18824754,-73.96122,40.59841,2,5,Brooklyn,Private room,1,2,39,98.0,0,1,0,0.4889
22437,22437,18824820,-73.90821,40.62929000000001,0,1,Brooklyn,Entire home/apt,1,1,9,93.0,1,0,0,0.6629
22438,22438,18826104,-73.92005,40.70819,1,2,Brooklyn,Private room,1,2,63,96.0,0,1,0,0.9855
22439,22439,18826197,-73.93670999999998,40.72284000000001,0,3,Brooklyn ,Private room,1,2,44,89.0,0,1,0,0.9601
22440,22440,18826370,-73.93299,40.66314000000001,0,8,Brooklyn,Private room,1,1,7,91.0,0,1,0,0.8737
22441,22441,18828134,-73.98091,40.72772,1,21,New York,Entire home/apt,1,1,0,,1,0,0,1.1773
22442,22442,18828803,-73.99309000000002,40.76136,0,8,New York,Entire home/apt,1,1,4,100.0,1,0,0,4.3095
22443,22443,18828846,-74.11756,40.60642,0,2,Staten Island,Entire home/apt,1,2,41,92.0,1,0,0,0.3382
22444,22444,18835820,-73.95340999999998,40.76844000000001,0,19,New York,Entire home/apt,1,1,10,100.0,1,0,0,0.9315
22445,22445,18836337,-73.91341,40.66032,1,7,Brooklyn,Private room,1,2,58,96.0,0,1,0,1.4109
22446,22446,18836532,-74.0067,40.59855,0,0,Brooklyn,Entire home/apt,1,1,46,98.0,1,0,0,0.5385
22447,22447,18837073,-73.95491,40.67578,1,8,Brooklyn,Entire home/apt,1,2,20,100.0,1,0,0,0.9147
22448,22448,18837416,-74.00242,40.73321,8,6,New York,Entire home/apt,1,2,103,97.0,1,0,0,2.282
22449,22449,18838643,-74.00771,40.72681,3,6,New York,Private room,1,1,57,98.0,0,1,0,1.7097
22450,22450,18840106,-73.9509,40.70858,4,5,Brooklyn,Private room,1,1,0,,0,1,0,0.9672
22451,22451,18840683,-73.94677,40.67522,0,8,Brooklyn,Entire home/apt,2,2,2,100.0,1,0,0,0.9147
22452,22452,18840688,-73.95428000000003,40.71966,1,1,Brooklyn,Entire home/apt,1,1,5,93.0,1,0,0,0.9601
22453,22453,18840735,-74.00206999999997,40.72633,5,9,New York,Entire home/apt,1,1,102,99.0,1,0,0,1.7097
22454,22454,18840866,-73.96246,40.76749,2,13,New York,Private room,1,1,15,100.0,0,1,0,0.9315
22455,22455,18841864,-73.96067,40.68318,3,5,Brooklyn,Entire home/apt,1,1,1,100.0,1,0,0,1.8669
22456,22456,18842507,-74.00924,40.71017,11,3,New York,Private room,1,1,72,99.0,0,1,0,1.7097
22457,22457,18842510,-73.95347,40.61421,0,9,Brooklyn,Entire home/apt,3,3,0,,1,0,0,0.6162
22458,22458,18842882,-73.96514,40.62017,0,3,Brooklyn,Entire home/apt,2,1,1,100.0,1,0,0,0.3867
22459,22459,18844533,-73.96692,40.80292,1,17,New York,Private room,1,1,42,87.0,0,1,0,0.8454
22460,22460,18848869,-73.93563,40.81711,1,8,New York,Private room,1,1,20,91.0,0,1,0,1.466
22461,22461,18849349,-74.00161,40.74154,9,5,New York,Entire home/apt,1,1,6,97.0,1,0,0,1.8733
22462,22462,18849787,-73.95665,40.71275,5,4,Brooklyn,Private room,1,1,0,,0,1,0,0.9672
22463,22463,18851906,-73.98191,40.77127,5,16,New York,Entire home/apt,1,1,8,91.0,1,0,0,0.7795
22464,22464,18852048,-73.86361,40.85961,2,9,Bronx,Private room,1,1,1,100.0,0,1,0,0.6887
22465,22465,18852200,-73.97433000000002,40.72696,0,12,New York,Private room,1,1,19,89.0,0,1,0,1.1773
22466,22466,18852245,-73.94686,40.82265,4,17,New York,Private room,1,1,7,97.0,0,1,0,0.9558
22467,22467,18852919,-73.84895999999998,40.87063,1,7,Bronx,Private room,1,1,3,80.0,0,1,0,0.6887
22468,22468,18853435,-73.93236,40.75575,2,4,Queens,Private room,1,1,69,86.0,0,1,0,0.6855
22469,22469,18855394,-73.95685999999998,40.70648,3,4,New York,Private room,1,1,2,90.0,0,1,0,0.9672
22470,22470,18855694,-73.99471,40.72184,9,6,New York,Private room,1,1,42,100.0,0,1,0,1.6704
22471,22471,18855750,-73.81317,40.75402,0,4,Flushing ,Private room,1,2,49,89.0,0,1,0,0.7075
22472,22472,18855980,-73.87661,40.76078,0,8,Queens,Private room,1,1,91,98.0,0,1,0,0.612
22473,22473,18856302,-73.94189,40.67155,1,9,Brooklyn,Entire home/apt,2,4,87,97.0,1,0,0,0.9147
22474,22474,18857134,-73.99117,40.76387,2,8,New York,Private room,1,1,9,93.0,0,1,0,4.3095
22475,22475,18857790,-73.97454,40.60788,1,4,Brooklyn,Private room,1,1,89,97.0,0,1,0,0.5385
22476,22476,18857875,-73.97844,40.78663,1,20,New York,Private room,1,1,14,98.0,0,1,0,0.7795
22477,22477,18858192,-73.8945,40.70515,1,5,Queens,Entire home/apt,1,2,60,98.0,1,0,0,0.8344
22478,22478,18858761,-73.92262,40.77407,0,5,Queens,Entire home/apt,1,2,49,90.0,1,0,0,0.6855
22479,22479,18866187,-73.99656,40.67718,3,3,Brooklyn,Entire home/apt,2,1,0,,1,0,0,0.4812
22480,22480,18867401,-73.96569000000002,40.76439,7,7,New York,Entire home/apt,1,2,81,94.0,1,0,0,0.9315
22481,22481,18869228,-73.97048000000002,40.78569,2,12,New York,Entire home/apt,1,1,1,80.0,1,0,0,0.7795
22482,22482,18869692,-73.94417,40.71173,1,8,Brooklyn,Private room,1,1,12,96.0,0,1,0,0.9672
22483,22483,18870016,-73.98455,40.71826,4,12,New York,Private room,1,1,39,96.0,0,1,0,1.2624
22484,22484,18870281,-73.96236,40.64917,2,0,Brooklyn,Private room,1,1,0,,0,1,0,0.6162
22485,22485,18870342,-73.92643000000002,40.76151,2,8,Queens,Entire home/apt,1,1,13,97.0,1,0,0,0.6855
22486,22486,18871455,-73.96045,40.76312,0,11,New York,Private room,1,1,1,60.0,0,1,0,0.9315
22487,22487,18871571,-73.99238000000003,40.71921,6,10,New York,Private room,1,1,73,93.0,0,1,0,1.6704
22488,22488,18871734,-73.96644,40.71666,0,0,Brooklyn,Entire home/apt,2,1,37,99.0,1,0,0,0.9672
