,Unnamed: 0,id,house_ln,house_la,subway,bus_stop,street,room_type,bedroom,guests,num_of_review,review_score,Entire_home,Private_room,Shared_room,crime_rate
13822,13822,11114607,-73.93506,40.68652,0,11,Brooklyn,Entire home/apt,3,1,13,88.0,1,0,0,1.977
13823,13823,11117439,-73.94698000000002,40.79014,1,17,New York,Entire home/apt,1,1,33,93.0,1,0,0,1.0669
13824,13824,11118296,-73.8386,40.71813,2,5,Forest hills,Entire home/apt,1,1,1,100.0,1,0,0,0.4283
13825,13825,11118641,-73.9936,40.75744,11,7,New York,Private room,1,1,6,100.0,0,1,0,1.8733
13826,13826,11120231,-73.93621,40.66841,2,6,Brooklyn,Entire home/apt,1,1,1,100.0,1,0,0,0.8737
13827,13827,11120851,-73.98228,40.69731,1,7,Brooklyn,Entire home/apt,2,1,9,87.0,1,0,0,2.1164
13828,13828,11121739,-73.99328,40.72683,7,4,New York,Entire home/apt,1,2,4,100.0,1,0,0,1.1773
13829,13829,11123031,-73.92884000000002,40.70606,1,0,Brooklyn,Private room,1,1,0,,0,1,0,0.9672
13830,13830,11123966,-73.95291999999998,40.82546,1,14,New York,Entire home/apt,2,3,6,95.0,1,0,0,0.9558
13831,13831,11123996,-73.98456,40.73427,7,20,New York,Entire home/apt,1,1,4,95.0,1,0,0,1.73
13832,13832,11128811,-73.94906,40.74523,4,3,New York,Private room,1,1,3,100.0,0,1,0,0.9628
13833,13833,11130697,-73.99739,40.76198,0,6,New York,Private room,1,1,0,,0,1,0,4.3095
13834,13834,11132775,-73.94334,40.83219,4,17,New York,Private room,1,1,0,,0,1,0,0.9876
13835,13835,11136854,-73.96710999999998,40.58571,0,5,Brooklyn,Entire home/apt,1,1,29,96.0,1,0,0,0.9195
13836,13836,11137382,-73.94975,40.69155,1,7,Brooklyn,Entire home/apt,2,4,117,95.0,1,0,0,1.7837
13837,13837,11138618,-73.988,40.67153,3,5,Brooklyn,Private room,1,1,3,87.0,0,1,0,0.9893
13838,13838,11138823,-73.86055,40.89694,2,3,Bronx ,Entire home/apt,1,2,196,96.0,1,0,0,0.9385
13839,13839,11138910,-73.95849,40.68437,3,7,Brooklyn,Entire home/apt,2,1,3,100.0,1,0,0,1.7837
13840,13840,11139469,-73.91838,40.67989,2,3,Brooklyn,Entire home/apt,1,2,61,93.0,1,0,0,1.977
13841,13841,11140165,-73.98704000000002,40.66473,1,5,Brooklyn,Entire home/apt,3,4,13,100.0,1,0,0,0.9893
13842,13842,11141064,-73.97768,40.65895,1,3,Brooklyn,Entire home/apt,1,1,1,100.0,1,0,0,0.7843
13843,13843,11143891,-73.92612,40.69995,1,6,Brooklyn,Private room,1,1,1,,0,1,0,0.9855
13844,13844,11144496,-73.95097,40.71119,2,3,Brooklyn,Private room,1,1,0,,0,1,0,0.9672
13845,13845,11144544,-73.98128,40.74545,1,16,New York,Private room,1,1,1,100.0,0,1,0,9.9753
13846,13846,11145050,-73.97322,40.79191,3,18,New York,Entire home/apt,1,1,4,90.0,1,0,0,0.8454
13847,13847,11146432,-73.97054,40.67963,4,4,Brooklyn,Private room,1,1,253,96.0,0,1,0,0.9893
13848,13848,11146878,-73.96077,40.71874,1,0,Brooklyn,Entire home/apt,2,1,0,,1,0,0,0.9601
13849,13849,11147376,-73.97923,40.68675,11,13,Brooklyn,Entire home/apt,1,1,13,95.0,1,0,0,1.8669
13850,13850,11147993,-73.8584,40.87556,0,3,Bronx ,Entire home/apt,1,2,142,99.0,1,0,0,0.9385
13851,13851,11148990,-73.99752,40.71323,5,11,New York,Entire home/apt,2,3,61,96.0,1,0,0,1.6704
13852,13852,11156579,-73.96334,40.7591,0,11,New York,Entire home/apt,1,1,1,,1,0,0,1.1501
13853,13853,11157167,-73.99441999999998,40.7113,1,11,New York,Entire home/apt,1,1,26,97.0,1,0,0,1.6704
13854,13854,11158160,-73.94516,40.6881,0,7,Brooklyn,Private room,1,1,0,,0,1,0,1.7837
13855,13855,11162475,-73.96484,40.80288,1,20,New York,Private room,1,1,6,100.0,0,1,0,0.8454
13856,13856,11162564,-73.98328000000002,40.73201,1,20,New York,Entire home/apt,1,1,6,87.0,1,0,0,1.73
13857,13857,11162977,-73.91672,40.78,0,5,Queens,Entire home/apt,2,1,14,97.0,1,0,0,0.6855
13858,13858,11164047,-73.93699000000002,40.69032,0,5,Brooklyn,Private room,1,1,5,88.0,0,1,0,1.977
13859,13859,11164599,-73.98515,40.74389,3,20,New York,Private room,1,1,28,95.0,0,1,0,1.73
13860,13860,11164714,-73.95379,40.71617,2,2,Brooklyn,Entire home/apt,2,1,51,96.0,1,0,0,0.9601
13861,13861,11165881,-73.93343,40.75332,4,1,Queens,Private room,1,1,22,100.0,0,1,0,0.6855
13862,13862,11166140,-73.9748,40.74544,0,10,New York,Entire home/apt,1,1,1,80.0,1,0,0,1.1501
13863,13863,11167618,-73.97659,40.67923,4,4,Brooklyn,Entire home/apt,1,1,8,97.0,1,0,0,0.9893
13864,13864,11168007,-73.95427,40.71987,1,1,Brooklyn,Entire home/apt,1,1,0,,1,0,0,0.9601
13865,13865,11168411,-73.9431,40.69823,2,14,Brooklyn,Private room,1,1,0,,0,1,0,1.7837
13866,13866,11173173,-73.96588,40.76162,7,12,New York,Entire home/apt,1,1,2,60.0,1,0,0,0.9315
13867,13867,11175261,-73.96086,40.65505,2,4,Brooklyn,Entire home/apt,1,2,4,93.0,1,0,0,0.6162
13868,13868,11176819,-73.99427,40.75925,11,7,New York,Private room,1,1,37,99.0,0,1,0,1.8733
13869,13869,11178582,-73.99669,40.71312,0,11,New York,Private room,1,1,5,96.0,0,1,0,1.6704
13870,13870,11183567,-73.96724,40.76792,2,4,New York,Entire home/apt,1,1,8,95.0,1,0,0,0.9315
13871,13871,11183878,-73.94888,40.6774,2,11,Brooklyn,Private room,1,1,28,95.0,0,1,0,0.9147
13872,13872,11185885,-73.98782,40.72438,1,14,New York,Entire home/apt,1,1,10,84.0,1,0,0,1.1773
13873,13873,11186765,-73.91911999999998,40.7359,0,3,Queens,Private room,1,1,49,92.0,0,1,0,0.9628
13874,13874,11187353,-73.9996,40.68498,0,4,Brooklyn,Entire home/apt,1,2,22,100.0,1,0,0,0.4812
13875,13875,11187722,-73.99466,40.75577,11,11,New York,Entire home/apt,1,2,196,89.0,1,0,0,1.8733
13876,13876,11190303,-73.98345,40.72196,0,18,New York,Private room,1,1,33,94.0,0,1,0,1.1773
13877,13877,11190497,-73.99853,40.71327,5,8,New York,Private room,1,1,10,98.0,0,1,0,1.6704
13878,13878,11190701,-73.91603,40.69931,2,6,Brooklyn,Private room,1,1,0,,0,1,0,0.9855
13879,13879,11190831,-73.94372,40.67981,2,10,Brooklyn ,Entire home/apt,3,4,120,95.0,1,0,0,1.7837
13880,13880,11191242,-73.98161,40.73598,0,25,New York,Entire home/apt,2,1,19,88.0,1,0,0,1.73
13881,13881,11192547,-73.94533,40.67305,1,12,Brooklyn,Private room,1,1,1,100.0,0,1,0,0.9147
13882,13882,11194693,-73.9033,40.82345,2,11,Bronx,Entire home/apt,1,2,178,94.0,1,0,0,1.6925
13883,13883,11198278,-73.99171,40.73455,7,6,New York,Entire home/apt,2,1,0,,1,0,0,2.282
13884,13884,11199622,-73.98998,40.7318,7,8,New York,Entire home/apt,1,1,0,,1,0,0,1.1773
13885,13885,11199645,-73.9178,40.67502,2,3,Brooklyn,Private room,1,1,10,91.0,0,1,0,1.4109
13886,13886,11204018,-73.95274,40.66727,3,13,Brooklyn,Private room,1,1,1,,0,1,0,0.8737
13887,13887,11206278,-73.98646,40.72003,4,13,New York,Private room,1,1,7,90.0,0,1,0,1.2624
13888,13888,11210604,-73.97185,40.79481,3,18,New York,Private room,1,1,11,82.0,0,1,0,0.8454
13889,13889,11210829,-73.93257,40.68567,0,11,Brooklyn,Entire home/apt,1,1,0,,1,0,0,1.977
13890,13890,11211612,-73.95,40.715,2,6,Brooklyn,Private room,1,1,0,,0,1,0,0.9601
13891,13891,11212414,-73.93774,40.82485,1,18,New York,Entire home/apt,2,2,1,100.0,1,0,0,1.466
13892,13892,11213418,-73.997,40.71862,8,3,New York,Entire home/apt,5,1,0,,1,0,0,1.6704
13893,13893,11216918,-74.0046,40.73386,8,7,New York,Entire home/apt,1,1,10,90.0,1,0,0,2.282
13894,13894,11218995,-73.96739000000002,40.67801,4,9,Brooklyn,Private room,1,1,2,100.0,0,1,0,0.9147
13895,13895,11219289,-73.8872,40.67327,2,1,Brooklyn,Private room,1,1,141,93.0,0,1,0,1.571
13896,13896,11221362,-73.96871999999998,40.75771,3,13,New York,Private room,1,1,3,87.0,0,1,0,1.1501
13897,13897,11222221,-74.009,40.73618,0,4,New York,Entire home/apt,1,1,0,,1,0,0,2.282
13898,13898,11223328,-73.99293,40.71894,6,7,New York,Entire home/apt,2,3,141,89.0,1,0,0,1.6704
13899,13899,11224100,-73.9656,40.675,2,11,Brooklyn,Private room,1,1,2,100.0,0,1,0,0.9147
13900,13900,11226811,-73.92638000000002,40.86609,1,5,New York,Entire home/apt,1,2,6,93.0,1,0,0,1.1587
13901,13901,11227558,-73.95806999999998,40.71319,1,4,Brooklyn,Entire home/apt,1,2,193,92.0,1,0,0,0.9672
13902,13902,11228502,-73.83098000000003,40.69585,1,8,Richmond Hill,Private room,1,1,5,100.0,0,1,0,0.4022
13903,13903,11228512,-73.94802,40.77837,0,12,New York,Private room,1,1,0,,0,1,0,0.9315
13904,13904,11229663,-73.85571,40.72282,2,3,Queens,Private room,1,1,15,89.0,0,1,0,0.4283
13905,13905,11234747,-73.93054000000002,40.76626,0,14,Queens,Shared room,1,2,5,100.0,0,0,1,0.6855
13906,13906,11236273,-73.9634,40.67648,0,6,Brooklyn ,Private room,1,1,17,96.0,0,1,0,0.9147
13907,13907,11238715,-73.91403000000003,40.69967000000001,2,4,Brooklyn,Private room,1,1,1,100.0,0,1,0,0.9855
13908,13908,11239207,-73.9672,40.76096,9,11,New York,Private room,1,1,0,,0,1,0,1.1501
13909,13909,11239248,-73.98018,40.72814,1,21,New York,Entire home/apt,1,2,25,96.0,1,0,0,1.1773
13910,13910,11240650,-73.97961,40.79101,1,10,New York,Entire home/apt,6,1,2,100.0,1,0,0,0.8454
13911,13911,11242469,-73.79105,40.76015,0,4,Queens,Entire home/apt,1,1,0,,1,0,0,0.5669
13912,13912,11244921,-73.97378,40.75266,5,12,New York,Entire home/apt,1,1,1,,1,0,0,1.1501
13913,13913,11253351,-73.99075,40.76112,11,8,New York,Private room,1,1,0,,0,1,0,4.3095
13914,13914,11254989,-73.98904,40.72434000000001,1,14,New York,Entire home/apt,1,1,6,97.0,1,0,0,1.1773
13915,13915,11255694,-73.93145,40.68472,0,10,Brooklyn,Private room,1,1,23,94.0,0,1,0,1.977
13916,13916,11257497,-73.93741,40.85585,1,12,New York,Entire home/apt,2,1,2,90.0,1,0,0,1.1587
13917,13917,11257690,-73.98550999999998,40.73268,7,18,New York,Entire home/apt,4,5,84,91.0,1,0,0,1.73
13918,13918,11259934,-73.93265,40.70647,1,0,Brooklyn,Private room,1,1,10,93.0,0,1,0,0.9672
13919,13919,11261146,-73.94115,40.71554,1,13,Brooklyn,Entire home/apt,2,3,7,91.0,1,0,0,0.9601
13920,13920,11271036,-73.94881,40.79606,3,7,New York,Private room,1,1,1,100.0,0,1,0,1.0669
13921,13921,11272222,-73.91632,40.82731,0,12,Bronx,Private room,1,2,54,89.0,0,1,0,1.3999
13922,13922,11272815,-73.93523,40.70346,1,1,Brooklyn,Private room,1,1,0,,0,1,0,0.9672
13923,13923,11276229,-73.98396,40.7357,1,29,New York,Private room,1,1,0,,0,1,0,1.73
13924,13924,11276513,-73.98085999999998,40.67788,1,1,Brooklyn,Private room,1,1,0,,0,1,0,0.9893
13925,13925,11279590,-73.95259,40.77416,0,24,New York,Entire home/apt,1,1,52,96.0,1,0,0,0.9315
13926,13926,11279820,-73.99192,40.72224,7,9,New York,Entire home/apt,2,1,0,,1,0,0,1.6704
13927,13927,11279847,-73.96748000000002,40.68354,1,7,Brooklyn,Entire home/apt,1,1,16,94.0,1,0,0,1.8669
13928,13928,11281365,-73.94333,40.83336,2,19,New York,Private room,1,1,114,93.0,0,1,0,0.9876
13929,13929,11281913,-74.00222,40.73292,8,7,New York,Entire home/apt,2,1,1,,1,0,0,2.282
13930,13930,11282208,-73.92766999999998,40.68556,0,14,Brooklyn,Entire home/apt,3,2,5,100.0,1,0,0,1.977
13931,13931,11282348,-73.98485,40.77616,3,25,New York,Entire home/apt,1,2,6,100.0,1,0,0,0.7795
13932,13932,11282499,-73.99087,40.76508,0,9,New York,Private room,1,1,0,,0,1,0,4.3095
13933,13933,11282788,-73.96582,40.68018,1,7,Brooklyn,Entire home/apt,1,1,9,94.0,1,0,0,0.9147
13934,13934,11284520,-73.92464,40.70192,0,7,Brooklyn,Private room,1,1,0,,0,1,0,0.9855
13935,13935,11284626,-73.92115,40.7066,1,2,Brooklyn,Private room,1,1,0,,0,1,0,0.9855
13936,13936,11291712,-73.9434,40.69488,1,9,Brooklyn,Private room,1,1,10,100.0,0,1,0,1.7837
13937,13937,11293006,-73.97995,40.72814,1,23,New York,Private room,1,1,4,80.0,0,1,0,1.1773
13938,13938,11294566,-73.93496999999998,40.69062,0,10,Brooklyn,Private room,1,1,5,96.0,0,1,0,1.977
13939,13939,11295457,-73.94399,40.80296,2,18,New York,Private room,1,1,37,99.0,0,1,0,2.4892
13940,13940,11295918,-73.95999,40.66143,3,5,Brooklyn,Private room,1,1,0,,0,1,0,0.8737
13941,13941,11296590,-73.99744,40.74322,7,7,New York,Entire home/apt,1,1,4,80.0,1,0,0,1.8733
13942,13942,11298300,-73.96811,40.79589,3,19,New York,Entire home/apt,2,1,1,100.0,1,0,0,0.8454
13943,13943,11301136,-73.95276,40.77511,0,25,New York,Entire home/apt,1,2,5,90.0,1,0,0,0.9315
13944,13944,11304325,-74.00336,40.73313,8,7,New York,Entire home/apt,2,1,1,,1,0,0,2.282
13945,13945,11304836,-73.95896,40.64495,2,1,Brooklyn,Entire home/apt,1,2,1,80.0,1,0,0,0.6162
13946,13946,11305912,-73.96979,40.67771,4,7,Brooklyn,Private room,1,1,25,100.0,0,1,0,0.9893
13947,13947,11309973,-73.98791999999997,40.73157,7,16,New York,Entire home/apt,3,1,0,,1,0,0,1.1773
13948,13948,11311470,-73.98823,40.73235,7,9,New York,Entire home/apt,3,1,0,,1,0,0,1.1773
13949,13949,11315999,-73.9125,40.76821,0,7,New York,Private room,1,1,70,98.0,0,1,0,0.6855
13950,13950,11316570,-73.93937,40.69873,3,11,Brooklyn,Private room,1,1,2,90.0,0,1,0,1.7837
13951,13951,11317209,-73.94719,40.70821,3,11,Brooklyn,Private room,1,1,9,100.0,0,1,0,0.9672
13952,13952,11319227,-73.92718,40.86761,1,4,New York,Shared room,1,1,90,96.0,0,0,1,1.1587
13953,13953,11320246,-73.97999,40.72152,0,11,New York,Private room,1,1,4,95.0,0,1,0,1.1773
13954,13954,11320482,-73.89868,40.88599,1,4,Bronx,Private room,1,1,0,,0,1,0,0.7275
13955,13955,11321187,-73.95205,40.76796,0,17,New York,Entire home/apt,1,2,19,96.0,1,0,0,0.9315
13956,13956,11321484,-73.95974,40.71259000000001,3,4,Brooklyn,Private room,1,1,0,,0,1,0,0.9672
13957,13957,11322391,-73.92585,40.69585,2,6,Brooklyn,Private room,1,1,1,100.0,0,1,0,0.9855
13958,13958,11322591,-73.95017,40.71055,4,5,Brooklyn,Entire home/apt,1,1,4,100.0,1,0,0,0.9672
13959,13959,11324531,-73.95336,40.73733,0,0,Brooklyn,Private room,1,1,0,,0,1,0,0.9601
13960,13960,11324565,-73.95224,40.76658,0,13,New York,Private room,1,1,5,80.0,0,1,0,0.9315
13961,13961,11325107,-73.9841,40.7328,1,19,New York,Entire home/apt,1,1,125,93.0,1,0,0,1.73
13962,13962,11325635,-73.95555999999998,40.68079,3,10,Brooklyn,Entire home/apt,1,2,118,98.0,1,0,0,1.7837
13963,13963,11326009,-73.98854,40.7651,2,11,New York,Private room,1,1,2,90.0,0,1,0,4.3095
13964,13964,11334160,-73.9083,40.69033,1,3,Brooklyn,Private room,1,1,11,95.0,0,1,0,0.9855
13965,13965,11334476,-73.92551999999998,40.86679,1,6,New York,Private room,1,2,10,97.0,0,1,0,1.1587
13966,13966,11334624,-73.9906,40.72048,6,13,New York,Private room,1,6,128,91.0,0,1,0,1.6704
13967,13967,11335874,-73.94429000000002,40.78626,0,18,New York,Private room,1,1,2,100.0,0,1,0,1.0669
13968,13968,11337187,-73.9592,40.70969,3,6,Brooklyn,Entire home/apt,1,1,10,100.0,1,0,0,0.9672
13969,13969,11337913,-73.98453,40.76898,5,16,New York,Private room,1,1,0,,0,1,0,4.3095
13970,13970,11338529,-73.92161999999998,40.86313,1,6,New York,Private room,1,1,55,94.0,0,1,0,1.1587
13971,13971,11339109,-73.96728,40.71175,0,0,Brooklyn,Entire home/apt,1,2,6,97.0,1,0,0,0.9672
13972,13972,11339154,-73.97174,40.79153,3,21,New York,Entire home/apt,1,1,3,100.0,1,0,0,0.8454
13973,13973,11341650,-73.925,40.70515,1,2,Brooklyn,Private room,1,1,0,,0,1,0,0.9855
13974,13974,11343196,-73.99259,40.68963,7,14,Brooklyn,Entire home/apt,1,1,38,95.0,1,0,0,0.4812
13975,13975,11344203,-73.92295,40.69607,1,5,Brooklyn,Private room,1,1,0,,0,1,0,0.9855
13976,13976,11351798,-73.99838000000003,40.73469,11,4,New York,Entire home/apt,1,1,1,60.0,1,0,0,2.282
13977,13977,11352664,-73.93575,40.81357,4,12,New York,Entire home/apt,1,1,72,94.0,1,0,0,2.4892
13978,13978,11355476,-73.99729,40.71987,8,2,New York,Shared room,1,1,17,91.0,0,0,1,1.6704
13979,13979,11356941,-73.9565,40.717,1,2,Brooklyn,Entire home/apt,1,2,38,99.0,1,0,0,0.9601
13980,13980,11357182,-73.95884000000002,40.7106,3,6,Brooklyn,Private room,1,1,4,90.0,0,1,0,0.9672
13981,13981,11359026,-73.98961,40.76189,3,9,New York,Entire home/apt,1,1,1,100.0,1,0,0,4.3095
13982,13982,11359148,-73.9522,40.64181,2,4,Brooklyn,Entire home/apt,1,3,160,99.0,1,0,0,0.8373
13983,13983,11359913,-73.98057,40.73546,0,25,New York,Entire home/apt,4,1,0,,1,0,0,1.73
13984,13984,11360407,-73.96217,40.68073,3,7,Brooklyn,Private room,1,1,2,90.0,0,1,0,1.8669
13985,13985,11360854,-73.94613000000003,40.79191,1,14,New York,Private room,1,1,1,100.0,0,1,0,1.0669
13986,13986,11363349,-73.97816,40.72916,1,21,New York,Private room,1,1,0,,0,1,0,1.1773
13987,13987,11370207,-73.90998,40.69783,2,5,Brooklyn,Private room,1,1,6,87.0,0,1,0,0.9855
13988,13988,11371099,-73.93496999999998,40.68164,2,10,Brooklyn ,Entire home/apt,1,1,102,97.0,1,0,0,1.977
13989,13989,11371535,-73.86506,40.85324,2,8,Bronx,Private room,1,1,80,94.0,0,1,0,0.6887
13990,13990,11371773,-73.9345,40.69627,3,3,Brooklyn,Private room,1,1,33,95.0,0,1,0,1.977
13991,13991,11371974,-73.97068,40.67893,4,6,Brooklyn,Entire home/apt,1,1,0,,1,0,0,0.9893
13992,13992,11372330,-73.94273000000003,40.81312,2,14,New York,Entire home/apt,1,3,85,98.0,1,0,0,1.466
13993,13993,11373565,-73.94672,40.70718,3,11,Brooklyn,Private room,1,1,0,,0,1,0,0.9672
13994,13994,11374387,-73.98810999999998,40.77271,0,16,New York,Entire home/apt,1,2,2,100.0,1,0,0,0.7795
13995,13995,11374453,-73.94756,40.79766,3,12,New York,Entire home/apt,3,4,5,96.0,1,0,0,1.0669
13996,13996,11375631,-73.9532,40.7695,0,24,New York,Entire home/apt,1,1,10,100.0,1,0,0,0.9315
13997,13997,11377233,-73.9441,40.68789,0,7,Brooklyn,Private room,1,1,10,86.0,0,1,0,1.7837
13998,13998,11377777,-73.96146999999998,40.81633,1,7,New York,Entire home/apt,1,1,3,100.0,1,0,0,1.0705
13999,13999,11378048,-73.98894,40.6848,2,0,Brooklyn,Entire home/apt,1,1,5,100.0,1,0,0,0.4812
14000,14000,11378564,-73.95323,40.72555,1,1,Brooklyn,Entire home/apt,3,2,116,100.0,1,0,0,0.9601
14001,14001,11381288,-73.98899999999998,40.7213,4,14,New York,Entire home/apt,1,1,9,94.0,1,0,0,1.2624
14002,14002,11387473,-74.0124,40.67941,0,4,Brooklyn,Entire home/apt,2,1,0,,1,0,0,0.4812
14003,14003,11389037,-73.94199,40.72347,0,3,Brooklyn,Private room,1,1,0,,0,1,0,0.9601
14004,14004,11389773,-73.98968,40.74721,10,10,New York,Private room,1,1,0,,0,1,0,9.9753
14005,14005,11391101,-73.9148,40.70223,2,3,Brooklyn,Private room,1,1,1,100.0,0,1,0,0.9855
14006,14006,11396225,-73.94249,40.80761,2,13,New York,Entire home/apt,2,2,7,97.0,1,0,0,1.6748
14007,14007,11396922,-73.96566999999997,40.67948,1,8,Brooklyn,Entire home/apt,1,1,1,100.0,1,0,0,0.9147
14008,14008,11397141,-73.95425999999998,40.71905,1,1,Brooklyn,Entire home/apt,1,1,0,,1,0,0,0.9601
14009,14009,11398939,-73.98985,40.66216,1,3,Brooklyn,Private room,1,1,1,100.0,0,1,0,0.7843
14010,14010,11399898,-73.98277,40.72201,0,15,New York,Entire home/apt,2,1,2,90.0,1,0,0,1.1773
14011,14011,11401884,-73.94442,40.79736,1,12,New York,Private room,1,1,73,97.0,0,1,0,1.0669
14012,14012,11407817,-73.92648,40.77349,0,8,Queens,Entire home/apt,1,2,2,90.0,1,0,0,0.6855
14013,14013,11411361,-73.94549,40.71097,1,11,Brooklyn,Private room,1,1,0,,0,1,0,0.9672
14014,14014,11411839,-73.95026,40.69586,1,6,Brooklyn,Private room,1,1,3,100.0,0,1,0,1.7837
14015,14015,11412104,-73.94939000000002,40.70723,3,6,Brooklyn,Private room,1,1,1,100.0,0,1,0,0.9672
14016,14016,11412169,-73.97176999999998,40.75225,5,18,New York,Private room,2,1,0,,0,1,0,1.1501
14017,14017,11412980,-73.99526,40.6885,2,7,Brooklyn,Entire home/apt,1,2,193,100.0,1,0,0,0.4812
14018,14018,11414971,-73.89015,40.75179,0,6,New York,Entire home/apt,1,1,6,100.0,1,0,0,0.612
14019,14019,11415455,-73.98770999999998,40.72793,3,9,New York,Entire home/apt,1,1,2,100.0,1,0,0,1.1773
14020,14020,11419133,-73.99221,40.74448,5,10,New York,Private room,1,1,2,100.0,0,1,0,1.73
14021,14021,11419512,-73.96076,40.71016,3,6,Brooklyn,Private room,1,1,8,93.0,0,1,0,0.9672
14022,14022,11419898,-74.00845,40.70425,8,4,New York,Entire home/apt,1,1,2,100.0,1,0,0,1.7097
14023,14023,11420840,-73.88349000000002,40.75106,1,4,Queens,Private room,1,1,14,98.0,0,1,0,0.612
14024,14024,11421477,-74.00238,40.73682,9,6,New York,Entire home/apt,1,1,46,95.0,1,0,0,2.282
14025,14025,11421994,-73.91691999999998,40.70679000000001,1,2,Queens,Entire home/apt,2,3,150,95.0,1,0,0,0.8344
14026,14026,11422056,-73.90684,40.7416,0,8,Queens,Entire home/apt,2,2,87,94.0,1,0,0,0.9628
14027,14027,11422779,-73.98489000000002,40.71523,4,19,New York,Private room,1,1,42,88.0,0,1,0,1.2624
14028,14028,11431526,-73.99495,40.68285,2,1,Brooklyn,Entire home/apt,1,1,1,100.0,1,0,0,0.4812
14029,14029,11431871,-73.95551,40.67283,5,10,Brooklyn,Private room,1,1,21,91.0,0,1,0,0.9147
14030,14030,11433561,-73.98385999999998,40.73117,1,20,New York,Entire home/apt,1,2,6,100.0,1,0,0,1.1773
14031,14031,11434339,-73.93605,40.82044000000001,1,10,New York,Private room,1,1,0,,0,1,0,1.466
14032,14032,11434570,-73.96135,40.79804,2,15,New York,Entire home/apt,1,2,19,94.0,1,0,0,0.8454
14033,14033,11434848,-73.95314,40.8006,4,12,New York,Private room,1,1,0,,0,1,0,1.6748
14034,14034,11435529,-73.98404000000002,40.67937,1,1,Brooklyn,Private room,1,1,1,80.0,0,1,0,0.9893
14035,14035,11435936,-73.98586999999998,40.76241,8,5,New York,Entire home/apt,1,1,5,96.0,1,0,0,4.3095
14036,14036,11437634,-73.9148,40.75579000000001,2,5,New York,Entire home/apt,1,2,95,99.0,1,0,0,0.6855
14037,14037,11437792,-73.95644,40.71004,3,3,Brooklyn,Private room,1,1,2,100.0,0,1,0,0.9672
14038,14038,11438189,-73.92442,40.67834000000001,2,10,Brooklyn,Entire home/apt,3,2,155,92.0,1,0,0,1.977
14039,14039,11439208,-73.9569,40.71745,1,2,Brooklyn,Private room,1,2,1,100.0,0,1,0,0.9601
14040,14040,11439224,-73.98172,40.74308,1,17,New York,Private room,2,1,12,98.0,0,1,0,1.73
14041,14041,11440252,-73.94981999999997,40.77327,0,23,New York,Private room,1,1,22,95.0,0,1,0,0.9315
14042,14042,11441498,-73.98321,40.77137000000001,5,17,New York,Entire home/apt,3,1,0,,1,0,0,0.7795
14043,14043,11441692,-74.00806999999998,40.73982,4,2,New York,Entire home/apt,1,1,10,100.0,1,0,0,2.282
14044,14044,11442506,-73.98228,40.77661,3,24,New York,Entire home/apt,1,4,3,100.0,1,0,0,0.7795
14045,14045,11442670,-73.80178000000002,40.69462,0,3,Jamaica,Private room,1,1,1,100.0,0,1,0,1.1247
14046,14046,11444671,-73.95246999999998,40.82283,1,19,New York,Private room,1,1,42,99.0,0,1,0,0.9558
14047,14047,11450373,-74.00263000000002,40.73642,11,7,New York,Entire home/apt,1,1,2,80.0,1,0,0,2.282
14048,14048,11451070,-73.96507,40.8042,1,21,New York,Entire home/apt,1,1,1,,1,0,0,1.0705
14049,14049,11451660,-73.94785999999998,40.72306,1,3,Brooklyn,Entire home/apt,1,1,43,99.0,1,0,0,0.9601
14050,14050,11452070,-74.00459000000002,40.73133,8,11,New York,Private room,1,1,74,97.0,0,1,0,2.282
14051,14051,11452547,-73.98956,40.68623,4,5,Brooklyn,Entire home/apt,2,1,7,100.0,1,0,0,2.1164
14052,14052,11452989,-73.95508000000002,40.82195,1,14,New York,Private room,1,1,62,97.0,0,1,0,0.9558
14053,14053,11453029,-73.95578,40.6758,1,5,Brooklyn,Entire home/apt,1,1,6,100.0,1,0,0,0.9147
14054,14054,11453784,-73.99476,40.7437,5,8,New York,Entire home/apt,1,1,5,88.0,1,0,0,1.73
14055,14055,11455372,-73.92378000000002,40.69322,2,5,Brooklyn,Entire home/apt,1,16,6,77.0,1,0,0,0.9855
14056,14056,11456592,-73.92849,40.68647,0,15,Brooklyn,Entire home/apt,1,2,162,95.0,1,0,0,1.977
14057,14057,11456821,-73.99781,40.75994,0,6,New York,Entire home/apt,1,1,0,,1,0,0,1.8733
14058,14058,11457413,-74.00658,40.70563,8,7,New York,Entire home/apt,1,1,3,93.0,1,0,0,1.7097
14059,14059,11457547,-73.99031,40.72526,5,14,New York,Private room,1,1,14,95.0,0,1,0,1.1773
14060,14060,11457577,-73.99188000000002,40.76071,11,8,New York,Private room,1,1,0,,0,1,0,4.3095
14061,14061,11458818,-73.9854,40.76279,8,7,New York,Entire home/apt,2,1,7,91.0,1,0,0,4.3095
14062,14062,11458973,-73.99826999999998,40.76144,0,5,New York,Entire home/apt,2,1,0,,1,0,0,1.8733
14063,14063,11459084,-73.98369,40.72132,4,14,New York,Private room,1,1,26,91.0,0,1,0,1.2624
14064,14064,11459958,-73.95654,40.71213,5,4,NY,Entire home/apt,8,1,86,93.0,1,0,0,0.9672
14065,14065,11460993,-73.94913000000003,40.81575,2,12,New York,Entire home/apt,1,5,93,98.0,1,0,0,1.0705
14066,14066,11461331,-73.93783,40.67677,2,8,Brooklyn,Private room,1,1,1,100.0,0,1,0,0.9147
