id,house_ln,house_la,subway,bus_stop,park,scenery,borough,room_type,accommodates,bathroom,bedroom,beds,bed_type,guests,num_of_review,review_score,Entire_home,Private_room,Shared_room,crime_rate,host_response_time,response_time_num,host_response_rate,superhost,host_neighborhood,daily_price,weekly_price,monthly_price,Central_Park,Van_Cortlandt,Flushing_Meadows,Prospect_Park,Washington_Square_Park,Bronx_Park,Pelham_Bay_Park,Floyd_Bennet_Field,Jamaica_Bay,Jacob_Riis_Park,Fort_Tilden,Greenbelt,The_Metropolitan_Museum_of_Art,statue_of_liberty,Empire_state_Building,American_Museum_of_Natual_History,Museum_of_Modern_Art,Times_Square,One_world_trade_cente,Grand_Centreal_Terminal,intrepid_sea_air,Fifth_Avenue,Brooklyn_Bridge,Wall_Street,Flatiron_Building,New_York_University,Broadway,China_Town,New_york_Public_Library,West_Point_Academy,Columbia_University,Madison_Square_Garden,madame_tussauds_new_york,National_September_11_Memorial_Museum,Manhattan_Skyline,United_Nations_Headquarters,SOHO,St_Patrick_Cathedral,High_Line_Park,Top_of_the_Rock,sub_dist_1,sub_dist_2,sub_dist_3,bus_dist_1,bus_dist_2,bus_dist_3,Brooklyn,Manhattan,Queens,Staten,Bronx,ave_price,availability,Price_avg,True_price,Predict_price,errors
28773549,-73.98286,40.74223,1,20,1,23,Manhattan,Entire home/apt,7,1,2,5,Real Bed,5,23,85,1,0,0,1.73,within an hour,3,0.82,0,,299,,,4.921,19.138,11.973,8.599,1.759,14.987,20.68,17.663,18.803,21.694,21.52,13.507,4.439,7.858,0.764,4.421,2.185,1.863,4.14,1.262,2.93,3.807,4.156,4.584,0.591,1.865,5.454,3.233,1.217,70.936,7.46,1.11,1.655,4.24,2.374,1.623,4.311,1.874,243.696,1.901,0.151,0.41,0.433,0.183,0.245,0.303,0,1,0,0,0,42.71428571,1,42.714285714285715,299,413.71213,114.71212768554688
21727957,-73.98764,40.7723,1,17,1,20,Manhattan,Entire home/apt,5,3,3,3,Real Bed,5,5,100,1,0,0,0.7795,,0,0,0,,550,,,2.163,16.381,12.89,11.967,4.684,12.747,18.796,20.897,21.913,24.805,24.802,16.151,2.19,10.406,2.618,1.558,1.467,1.505,6.941,2.348,1.387,1.832,7.364,7.585,3.472,4.832,2.336,6.404,2.175,67.605,4.45,2.534,1.776,7.086,1.273,2.875,1.286,1.766,240.363,1.61,0.475,0.659,0.667,0.19,0.261,0.285,0,1,0,0,0,110,0,110.0,550,372.448,-177.552001953125
30937597,-73.97589,40.74884,5,14,1,20,Manhattan,Entire home/apt,2,1,1,1,Real Bed,2,6,97,1,0,0,1.1501,within an hour,3,0.96,0,Financial District,282,,,4.081,18.224,11.427,9.278,2.697,14.047,19.746,18.107,19.146,22.039,22.014,14.447,3.549,8.798,0.803,3.622,1.414,1.362,5.081,0.446,2.748,2.919,5.042,5.513,1.448,2.806,4.676,4.141,0.722,70.189,6.622,1.327,1.389,5.18,1.621,0.738,3.551,1.083,242.948,1.189,0.288,0.336,0.518,0.112,0.21,0.259,0,1,0,0,0,141,1,141.0,282,164.60027,-117.39973449707031
19695276,-73.9863,40.68591,4,4,1,7,Brooklyn,Entire home/apt,3,1,2,2,Real Bed,1,2,60,1,0,0,2.1164,,0,0,0,,275,,,11.132,25.044,13.646,2.661,5.08,20.495,25.653,12.421,14.047,16.838,15.96,8.93,10.564,4.926,6.995,10.668,8.435,8.116,3.769,7.47,8.857,9.943,2.465,2.933,6.145,4.929,11.713,3.365,7.486,77.204,13.671,7.108,7.837,3.597,8.632,7.436,10.575,8.111,249.963,8.163,0.306,0.386,0.526,0.342,0.393,0.455,1,0,0,0,0,91.66666667,0,91.66666666666667,275,157.06656,-117.93344116210938
2690370,-73.95765,40.74606,0,0,1,19,Queens,Entire home/apt,4,2,2,2,Real Bed,1,1,100,1,0,0,0.9628,,0,0,0,Long Island City,130,,3800,4.432,17.933,9.871,9.012,3.748,13.461,18.911,17.297,18.178,21.064,21.274,15.164,3.728,9.672,2.36,4.147,2.405,2.719,5.956,1.804,4.19,3.185,5.523,6.2,2.757,3.811,5.187,4.763,2.22,70.49,6.848,2.889,2.882,6.017,2.588,1.031,4.196,2.152,243.229,2.356,0.513,0.704,0.851,0.546,0.583,0.586,0,0,1,0,0,32.5,0,32.5,130,284.94406,154.94406127929688
12153709,-73.9437,40.80237,1,19,1,6,Manhattan,Private room,2,1,1,1,Real Bed,1,0,0,0,1,0,2.4892,a few days or more,0,0,0,East Harlem,250,,,2.824,11.684,11.12,15.373,9.148,7.762,13.84,23.111,23.656,26.481,27.16,20.899,3.051,15.179,6.914,3.43,5.371,5.961,11.538,6.198,6.369,3.671,11.577,12.038,7.837,9.276,2.906,10.681,6.363,64.246,1.689,7.111,6.384,11.656,5.231,6.03,3.706,5.632,236.953,5.679,0.451,0.5,0.55,0.125,0.172,0.189,0,1,0,0,0,125,1,125.0,250,108.786934,-141.21306610107422
13996108,-73.94587,40.72704,0,0,0,15,Queens,Entire home/apt,5,2,2,3,Real Bed,1,0,0,1,0,0,0.9601,,0,0,0,Greenpoint,150,,,6.725,19.66,8.966,7.129,4.357,14.912,19.951,14.985,15.841,18.728,18.979,14.389,5.996,9.32,4.12,6.474,4.674,4.846,5.889,3.888,6.248,5.49,4.896,5.799,4.013,4.335,7.503,4.487,4.225,72.616,9.061,4.604,4.885,5.879,4.87,3.266,6.531,4.384,245.331,4.565,0.528,0.867,1.396,0.511,0.562,0.566,0,0,1,0,0,30,0,30.0,150,285.23975,135.23974609375
16867024,-73.94583,40.80346,2,16,1,6,Manhattan,Entire home/apt,4,2,2,2,Real Bed,1,22,93,1,0,0,1.6748,,0,0,0,Harlem,360,,,2.783,11.65,11.335,15.468,9.168,7.811,13.92,23.262,23.822,26.65,27.309,20.906,3.063,15.181,6.931,3.388,5.382,5.959,11.554,6.228,6.317,3.69,11.621,12.066,7.857,9.297,2.805,10.718,6.379,64.12,1.48,7.112,6.377,11.674,5.236,6.088,3.654,5.651,236.834,5.69,0.354,0.478,0.644,0.092,0.186,0.237,0,1,0,0,0,90,0,90.0,360,210.05824,-149.94175720214844
21980723,-73.9555,40.82277,1,13,0,4,Manhattan,Entire home/apt,12,2,4,9,Real Bed,8,20,100,1,0,0,0.9558,within an hour,3,1,1,,650,,,4.326,10.201,13.364,17.525,10.814,7.293,13.582,25.525,26.112,28.943,29.564,22.378,4.877,16.634,8.601,4.848,7.066,7.528,13.142,7.999,7.49,5.495,13.401,13.738,9.526,10.954,3.897,12.464,8.061,61.961,1.795,8.674,7.906,13.279,6.886,8.015,5.016,7.373,234.697,7.36,0.175,0.603,0.835,0.158,0.206,0.208,0,1,0,0,0,54.16666667,1,54.166666666666664,650,371.49854,-278.50146484375
21026558,-73.97482,40.78628,3,24,1,18,Manhattan,Private room,2,1,1,2,Real Bed,1,3,100,0,1,0,0.7795,within an hour,3,1,0,,250,,,0.566,14.492,12.42,13.433,6.451,10.904,17.012,21.998,22.85,25.731,25.969,18.03,1.239,12.285,4.26,0.558,2.768,3.166,8.771,3.736,3.239,1.554,9.073,9.375,5.177,6.594,0.512,8.125,3.735,66.025,2.579,4.305,3.536,8.908,2.572,3.936,0.646,3.092,238.784,3.044,0.288,0.499,0.502,0.12,0.153,0.163,0,1,0,0,0,125,0,125.0,250,101.02225,-148.97775268554688
479002,-73.96897,40.68723,2,7,1,5,Brooklyn,Entire home/apt,6,2,4,5,Real Bed,1,30,99,1,0,0,1.8669,within a few hours,2,1,1,Fort Greene,450,2000,,10.882,24.449,12.28,2.413,5.405,19.748,24.707,11.706,13.151,15.994,15.422,10.269,10.25,6.377,6.987,10.474,8.289,8.084,4.702,7.316,9.033,9.651,3.202,3.956,6.242,5.265,11.536,3.886,7.417,77.033,13.388,7.204,7.871,4.552,8.495,7.124,10.423,7.958,249.786,8.048,0.203,0.438,0.514,0.038,0.078,0.222,1,0,0,0,0,75,0,75.0,450,335.58453,-114.41546630859375
7966943,-73.97965,40.72672,1,17,1,19,Manhattan,Entire home/apt,3,1,1,2,Real Bed,2,15,95,1,0,0,1.1773,within a day,1,0.9,1,Alphabet City,400,,,6.561,20.607,11.79,6.854,1.558,16.261,21.75,15.988,17.202,20.087,19.814,12.325,6.007,6.877,2.505,6.098,3.869,3.607,3.217,2.9,4.594,5.381,2.695,3.369,1.811,1.511,7.147,1.933,2.949,72.654,9.101,2.747,3.39,3.25,4.069,2.91,6.012,3.543,245.414,3.606,0.499,0.873,0.942,0.223,0.232,0.261,0,1,0,0,0,133.3333333,0,133.33333333333334,400,175.33536,-224.66464233398438
243229,-73.94878,40.68016,2,15,1,0,Brooklyn,Entire home/apt,2,1,1,1,Futon,3,5,95,1,0,0,1.7837,within a few hours,2,1,0,Bedford-Stuyvesant,280,,,11.783,24.786,11.257,2.402,6.963,19.892,24.505,10.194,11.469,14.34,14.05,11.495,11.093,8.139,8.235,11.445,9.365,9.276,6.544,8.417,10.382,10.535,5.025,5.821,7.606,6.835,12.504,5.609,8.595,77.824,14.211,8.534,9.127,6.4,9.574,8.069,11.44,9.037,250.546,9.16,0.142,0.596,0.669,0.079,0.083,0.128,1,0,0,0,0,140,1,140.0,280,114.68507,-165.31493377685547
10251082,-73.96529,40.67473,2,11,1,1,Brooklyn,Entire home/apt,6,1,2,4,Real Bed,1,177,99,1,0,0,0.9147,within a few hours,2,1,1,Prospect Heights,295,,,12.274,25.702,12.742,1.089,6.797,20.921,25.722,10.372,11.915,14.728,14.033,9.979,11.63,6.877,8.411,11.877,9.703,9.507,5.866,8.731,10.453,11.038,4.44,5.056,7.663,6.654,12.94,5.215,8.838,78.421,14.769,8.627,9.295,5.702,9.909,8.516,11.833,9.372,251.17,9.465,0.315,0.489,0.647,0.2,0.281,0.37,1,0,0,0,0,49.16666667,1,49.166666666666664,295,183.40913,-111.59086608886719
33851532,-73.98776,40.76347,3,8,2,19,Manhattan,Entire home/apt,5,1,2,4,Real Bed,4,5,96,1,0,0,4.3095,within an hour,3,1,0,Hell's Kitchen,420,,,2.91,17.232,12.659,10.995,3.719,13.445,19.407,19.992,21.053,23.946,23.879,15.282,2.708,9.54,1.641,2.322,0.879,0.555,6.012,1.491,1.108,2.174,6.388,6.632,2.492,3.865,3.24,5.429,1.235,68.587,5.339,1.564,0.798,6.151,0.797,2.162,2.118,1.046,241.345,0.836,0.187,0.382,0.501,0.125,0.243,0.341,0,1,0,0,0,84,1,84.0,420,286.97092,-133.02908325195312
1931609,-73.98005,40.67982,9,3,1,5,Brooklyn,Entire home/apt,11,2,4,6,Real Bed,4,161,97,1,0,0,0.9893,within an hour,3,1,1,Park Slope,650,,,11.748,25.514,13.496,1.81,5.855,20.878,25.91,11.563,13.197,15.984,15.112,9.06,11.152,5.54,7.685,11.304,9.083,8.803,4.627,8.111,9.61,10.539,3.299,3.79,6.864,5.706,12.358,4.17,8.158,77.869,14.278,7.832,8.545,4.455,9.284,8.014,11.227,8.755,250.628,8.821,0.38,0.432,0.44,0.34,0.376,0.399,1,0,0,0,0,59.09090909,1,59.09090909090909,650,430.63486,-219.36514282226562
31823258,-73.99855,40.6766,3,3,1,6,Brooklyn,Private room,2,1,1,1,Real Bed,1,1,100,0,1,0,0.4812,within a few hours,2,1,0,,225,,,12.33,26.374,15.037,2.723,6.03,21.889,27.098,12.324,14.14,16.847,15.637,7.513,11.8,4.127,8.106,11.838,9.601,9.221,4.229,8.655,9.809,11.172,3.324,3.383,7.212,5.879,12.866,4.286,8.623,78.272,14.872,8.15,8.905,4.048,9.79,8.701,11.721,9.286,251.025,9.316,0.401,0.507,1.021,0.197,0.214,0.408,1,0,0,0,0,112.5,1,112.5,225,99.714325,-125.28567504882812
33097219,-74.08901,40.61572,0,2,1,0,Staten,Entire home/apt,8,3,4,5,Real Bed,1,1,80,1,0,0,0.5752,within a few hours,2,1,0,Grymes Hill,300,,,21.407,35.739,25.066,11.487,14.953,31.642,37.129,16.419,18.838,20.64,17.652,3.273,21.051,8.995,17.185,20.833,18.731,18.171,12.561,17.917,18.169,20.428,12.719,12.105,16.264,14.828,21.73,13.518,17.736,85.648,23.843,17.013,17.765,12.445,18.879,18.215,20.63,18.468,258.109,18.423,4.908,5.174,5.581,0.381,0.417,0.502,0,0,0,1,0,37.5,1,37.5,300,409.50726,109.50726318359375
8819442,-73.98499,40.71963,4,13,1,18,Manhattan,Entire home/apt,2,1,1,1,Real Bed,2,194,98,1,0,0,1.2624,within an hour,3,1,1,Lower East Side,261,,,7.414,21.508,12.355,6.151,1.622,17.168,22.64,15.498,16.813,19.686,19.262,11.437,6.882,6.052,3.246,6.932,4.695,4.366,2.493,3.739,5.196,6.253,1.79,2.516,2.422,1.502,7.97,1.11,3.736,73.453,9.956,3.39,4.098,2.493,4.888,3.808,6.829,4.375,246.212,4.417,0.253,0.287,0.591,0.243,0.405,0.408,0,1,0,0,0,130.5,1,130.5,261,153.7104,-107.28959655761719
6377384,-74.00346,40.74068,9,4,1,21,Manhattan,Entire home/apt,4,1,1,2,Real Bed,4,8,95,1,0,0,1.8733,a few days or more,0,0,0,Meatpacking District,495,,,5.759,20.088,13.706,8.826,1.212,16.208,22.06,18.301,19.621,22.496,22.037,12.425,5.465,6.686,1.768,5.178,3.174,2.547,3.19,2.588,2.691,4.866,3.84,3.882,1.158,1.354,6.085,2.898,2.261,71.172,8.193,1.416,2.124,3.341,3.289,3.231,4.975,2.973,243.915,2.871,0.125,0.151,0.42,0.087,0.112,0.286,0,1,0,0,0,123.75,0,123.75,495,227.82356,-267.1764373779297
34575931,-73.79847,40.72453,0,5,1,0,Queens,Entire home/apt,10,2,5,5,Real Bed,10,0,0,1,0,0,0.6155,within an hour,3,1,0,Hillcrest,189,,,15.81,20.639,3.945,15.86,16.772,15.499,16.556,16.326,15.245,17.204,19.826,25.092,15.165,21.111,15.982,16.043,15.646,16.183,18.145,15.379,17.623,15.147,16.872,17.848,16.22,16.757,16.577,16.742,15.81,74.161,16.619,16.511,16.442,18.098,15.751,14.569,16.303,15.524,245.775,15.741,1.616,1.809,1.93,0.114,0.212,0.249,0,0,1,0,0,18.9,1,18.9,189,386.7149,197.71490478515625
26086909,-73.95345,40.69061,1,8,1,3,Brooklyn,Entire home/apt,8,2,4,5,Real Bed,6,23,90,1,0,0,1.7837,within a few hours,2,0.9,0,Bedford-Stuyvesant,200,,,10.58,23.743,10.954,3.109,5.803,18.919,23.694,11.413,12.64,15.52,15.277,11.603,9.898,7.683,7.011,10.232,8.141,8.049,5.619,7.191,9.164,9.332,4.091,4.972,6.394,5.68,11.293,4.555,7.368,76.658,13.024,7.316,7.903,5.491,8.35,6.854,10.222,7.813,249.389,7.934,0.109,0.576,0.591,0.138,0.148,0.148,1,0,0,0,0,25,1,25.0,200,368.6103,168.61029052734375
22173762,-73.90612,40.76403,0,1,0,0,Queens,Entire home/apt,6,1.5,3,3,Real Bed,6,65,97,1,0,0,0.6855,within an hour,3,1,1,,280,,,5.735,14.986,6.132,12.195,8.525,9.933,14.663,18.515,18.785,21.542,22.583,19.626,5.109,14.326,6.891,5.995,6.032,6.679,10.662,6.115,7.974,5.163,9.995,10.794,7.489,8.583,6.502,9.374,6.527,68.651,6.782,7.374,7.037,10.704,6.08,5.381,6.27,6.017,241.202,6.216,1.051,1.206,1.239,0.417,0.552,0.64,0,0,1,0,0,46.66666667,1,46.666666666666664,280,176.57608,-103.42391967773438
6004567,-73.98646,40.73235,7,17,1,20,Manhattan,Entire home/apt,4,1,2,2,Real Bed,2,11,96,1,0,0,1.1773,within a few hours,2,1,1,East Village,499,3000,6500,6.061,20.262,12.301,7.562,0.931,16.056,21.677,16.805,18.041,20.925,20.61,12.444,5.573,6.852,1.833,5.557,3.323,2.954,3.12,2.397,3.805,4.941,3.017,3.484,1.012,0.962,6.584,2.103,2.341,72.042,8.599,1.978,2.679,3.199,3.509,2.631,5.439,3.014,244.801,3.035,0.062,0.391,0.436,0.102,0.106,0.118,0,1,0,0,0,124.75,0,124.75,499,231.15347,-267.8465270996094
29504721,-73.97072,40.74485,0,9,1,20,Manhattan,Entire home/apt,6,2,3,5,Real Bed,1,23,95,1,0,0,1.1501,within an hour,3,0.9,0,Murray Hill,625,,,4.479,18.456,10.962,8.82,2.731,14.16,19.756,17.535,18.549,21.441,21.456,14.356,3.882,8.772,1.315,4.067,1.94,1.978,5.04,1.031,3.368,3.265,4.817,5.382,1.654,2.813,5.13,3.967,1.343,70.627,7.004,1.84,2.006,5.12,2.149,0.759,4.03,1.616,243.382,1.759,0.858,0.927,0.966,0.153,0.202,0.281,0,1,0,0,0,104.1666667,1,104.16666666666667,625,427.7383,-197.26168823242188
16374702,-73.97972,40.72363,0,18,1,19,Manhattan,Entire home/apt,5,1,3,3,Real Bed,1,0,0,1,0,0,1.1773,,0,0,0,Alphabet City,499,,,6.902,20.927,11.843,6.514,1.686,16.556,22.013,15.684,16.92,19.803,19.498,12.065,6.343,6.67,2.842,6.44,4.213,3.948,3.063,3.243,4.91,5.719,2.412,3.14,2.119,1.61,7.49,1.718,3.291,72.998,9.441,3.067,3.723,3.079,4.413,3.237,6.356,3.887,245.757,3.95,0.83,0.861,0.879,0.04,0.064,0.116,0,1,0,0,0,99.8,0,99.8,499,262.29678,-236.70321655273438
17256799,-73.96125,40.75802,0,7,1,19,Manhattan,Entire home/apt,4,2,2,3,Real Bed,1,0,0,1,0,0,1.1501,within a few hours,2,0.88,0,Midtown East,500,,,3.068,16.798,10.35,10.309,4.288,12.5,18.151,18.657,19.514,22.397,22.637,16.002,2.374,10.381,2.279,2.794,1.435,2.014,6.654,1.464,3.415,1.821,6.484,7.037,3.048,4.389,3.826,5.63,1.852,69.159,5.507,2.718,2.349,6.745,1.551,0.927,2.864,1.344,241.904,1.554,0.659,0.684,0.723,0.127,0.13,0.207,0,1,0,0,0,125,1,125.0,500,328.767,-171.23300170898438
13386152,-73.95316,40.68963,1,11,1,2,Brooklyn,Entire home/apt,3,1,1,2,Real Bed,1,3,100,1,0,0,1.7837,,0,0,0,Bedford-Stuyvesant,250,,,10.691,23.843,10.988,3.022,5.903,19.013,23.775,11.304,12.537,15.416,15.166,11.576,10.009,7.706,7.121,10.343,8.252,8.16,5.69,7.302,9.273,9.444,4.161,5.034,6.501,5.779,11.405,4.64,7.479,76.767,13.135,7.424,8.013,5.56,8.461,6.966,10.334,7.924,249.498,8.046,0.031,0.589,0.649,0.161,0.161,0.174,1,0,0,0,0,83.33333333,0,83.33333333333333,250,127.23296,-122.76703643798828
19114014,-73.99967,40.73444,11,4,1,19,Manhattan,Private room,14,5,6,7,Real Bed,8,33,99,0,1,0,2.282,within an hour,3,1,1,Greenwich Village,950,,,6.222,20.545,13.4,8.066,0.448,16.537,22.298,17.541,18.872,21.745,21.274,11.995,5.853,6.29,1.999,5.663,3.533,2.983,2.647,2.78,3.377,5.234,3.116,3.255,1.119,0.591,6.619,2.162,2.546,71.85,8.708,1.829,2.596,2.778,3.68,3.278,5.487,3.28,244.599,3.224,0.244,0.295,0.379,0.117,0.15,0.431,0,1,0,0,0,67.85714286,1,67.85714285714286,950,1147.8673,197.8673095703125
11144496,-73.95097,40.71119,2,3,0,6,Brooklyn,Private room,2,1,1,1,Real Bed,1,0,0,0,1,0,0.9672,,0,0,0,Williamsburg,200,,,8.346,21.474,9.812,5.318,4.476,16.705,21.647,13.445,14.466,17.359,17.389,12.968,7.646,8.258,5.093,8.031,6.028,6.035,5.251,5.119,7.291,7.098,3.934,4.911,4.662,4.395,9.085,3.882,5.362,74.372,10.758,5.483,5.96,5.188,6.235,4.678,8.046,5.709,247.098,5.854,0.182,0.325,0.523,0.359,0.382,0.433,1,0,0,0,0,100,0,100.0,200,88.32884,-111.67115783691406
4720121,-73.95583,40.77169,1,24,1,19,Manhattan,Entire home/apt,5,2.5,2,3,Real Bed,1,0,0,1,0,0,0.9315,,0,0,0,Upper East Side,500,10000,,1.822,15.219,10.322,11.862,5.733,11,16.771,19.994,20.742,23.611,24.004,17.496,1.057,11.829,3.561,1.838,2.161,2.848,8.126,2.77,3.864,0.894,8.047,8.561,4.44,5.849,2.661,7.173,3.034,67.641,4.026,3.88,3.276,8.229,2.11,2.481,2.064,2.319,240.377,2.442,0.403,0.784,0.868,0.16,0.21,0.211,0,1,0,0,0,100,0,100.0,500,387.6019,-112.39810180664062
22120954,-73.94735,40.77267,0,18,1,18,Manhattan,Entire home/apt,6,1,2,3,Real Bed,6,1,100,1,0,0,0.9315,,0,0,0,Upper East Side,400,,,2.239,14.856,9.695,12.062,6.275,10.494,16.175,19.932,20.598,23.454,23.963,18.007,1.536,12.375,4.162,2.407,2.84,3.531,8.653,3.35,4.585,1.578,8.476,9.043,5.005,6.382,3.068,7.633,3.655,67.541,4.083,4.518,3.953,8.747,2.807,2.933,2.671,2.964,240.258,3.107,1.028,1.06,1.479,0.15,0.172,0.178,0,1,0,0,0,66.66666667,0,66.66666666666667,400,209.6578,-190.34219360351562
34570764,-74.00675,40.7078,9,12,1,10,Manhattan,Entire home/apt,4,2,1,2,Real Bed,2,0,0,1,0,0,1.7097,within an hour,3,0.96,0,Financial District,130,,,9.185,23.46,14.429,5.641,2.68,19.273,24.841,15.402,16.989,19.799,18.931,9.242,8.752,3.797,4.902,8.645,6.453,5.967,0.792,5.583,6.358,8.122,0.816,0.265,3.972,2.539,9.625,1.172,5.45,74.837,11.698,4.831,5.602,0.632,6.621,5.847,8.486,6.166,247.578,6.15,0.18,0.226,0.278,0.201,0.254,0.275,0,1,0,0,0,32.5,0,32.5,130,247.67422,117.67422485351562
26810428,-73.9932,40.76475,0,7,2,19,Manhattan,Private room,2,1,1,1,Real Bed,1,37,86,0,1,0,4.3095,within an hour,3,0.93,0,Hell's Kitchen,244,,,3.085,17.342,13.137,11.208,3.788,13.666,19.678,20.304,21.402,24.295,24.17,15.19,2.991,9.445,1.889,2.481,1.358,0.941,6.001,1.9,0.64,2.511,6.489,6.664,2.645,3.939,3.297,5.527,1.583,68.46,5.412,1.678,0.996,6.148,1.265,2.614,2.232,1.515,241.215,1.301,0.659,0.856,0.877,0.118,0.19,0.198,0,1,0,0,0,122,1,122.0,244,124.05694,-119.94306182861328
34545655,-73.94419,40.81507,4,13,1,6,Manhattan,Private room,4,1,4,4,Real Bed,15,0,0,0,1,0,1.466,,0,0,0,Harlem,65,,,3.902,10.435,12.084,16.766,10.382,6.896,13.122,24.51,25.028,27.844,28.562,22.084,4.29,16.347,8.144,4.489,6.591,7.134,12.756,7.467,7.346,4.922,12.875,13.293,9.074,10.515,3.719,11.963,7.594,62.833,1.759,8.292,7.542,12.881,6.433,7.364,4.721,6.873,235.541,6.897,0.303,0.428,0.815,0.012,0.089,0.228,0,1,0,0,0,16.25,1,16.25,65,223.79012,158.7901153564453
31143457,-73.98719,40.75334,16,8,2,21,Manhattan,Entire home/apt,2,1,1,1,Real Bed,2,3,100,1,0,0,9.9753,within an hour,3,1,0,,250,,,3.873,18.195,12.426,9.874,2.645,14.247,20.1,18.939,20.051,22.943,22.804,14.335,3.518,8.612,0.524,3.321,1.21,0.642,4.997,0.847,1.714,2.909,5.279,5.57,1.376,2.787,4.305,4.325,0.414,69.711,6.373,0.549,0.371,5.126,1.337,1.653,3.162,1.021,242.47,0.907,0.153,0.218,0.242,0.14,0.355,0.419,0,1,0,0,0,125,0,125.0,250,149.74174,-100.25825500488281
33641091,-73.96717,40.71095,0,0,1,12,Brooklyn,Entire home/apt,4,2,2,2,Real Bed,1,0,0,1,0,0,0.9672,within an hour,3,1,1,Williamsburg,183,,,8.245,21.887,11.12,5.055,3.368,17.284,22.453,13.952,15.159,18.044,17.799,11.866,7.608,6.956,4.483,7.848,5.688,5.542,3.889,4.722,6.624,7.011,2.582,3.554,3.855,3.263,8.911,2.535,4.864,74.394,10.747,4.776,5.375,3.823,5.896,4.486,7.809,5.358,247.146,5.462,0.844,1.119,1.244,0.595,0.65,0.677,1,0,0,0,0,45.75,1,45.75,183,286.23108,103.2310791015625
21684804,-73.98706,40.732,7,16,1,20,Manhattan,Entire home/apt,5,2,3,3,Real Bed,1,0,0,1,0,0,1.1773,,0,0,0,,500,,,6.112,20.319,12.355,7.533,0.875,16.117,21.74,16.794,18.037,20.92,20.594,12.383,5.627,6.789,1.875,5.606,3.373,2.995,3.057,2.451,3.826,4.995,2.965,3.423,1.038,0.901,6.63,2.047,2.388,72.083,8.649,2.006,2.714,3.136,3.558,2.692,5.485,3.065,244.841,3.083,0.123,0.384,0.401,0.12,0.138,0.155,0,1,0,0,0,100,0,100.0,500,372.4699,-127.53009033203125
6534409,-73.98679,40.75055,15,12,1,23,Manhattan,Entire home/apt,4,1,1,2,Real Bed,3,19,97,1,0,0,9.9753,,0,0,0,Midtown,340,,6500,4.145,18.455,12.359,9.562,2.366,14.462,20.282,18.642,19.766,22.658,22.502,14.089,3.759,8.376,0.224,3.603,1.438,0.939,4.736,0.846,1.976,3.141,4.979,5.29,1.078,2.504,4.599,4.028,0.478,70.02,6.657,0.416,0.674,4.86,1.588,1.606,3.455,1.201,242.779,1.13,0.127,0.147,0.36,0.066,0.122,0.267,0,1,0,0,0,85,0,85.0,340,192.34586,-147.65414428710938
280315,-73.94662,40.67392,0,12,1,0,Brooklyn,Entire home/apt,3,1,1,2,Real Bed,3,26,91,1,0,0,0.9147,,0,0,0,Crown Heights,250,,,12.496,25.428,11.538,2.162,7.636,20.502,25.031,9.492,10.809,13.671,13.335,11.442,11.803,8.433,8.947,12.16,10.082,9.991,7.098,9.134,11.089,11.247,5.596,6.343,8.308,7.505,13.22,6.232,9.31,78.521,14.918,9.241,9.84,6.947,10.291,8.786,12.157,9.755,251.238,9.877,0.557,0.628,0.754,0.073,0.156,0.244,1,0,0,0,0,83.33333333,0,83.33333333333333,250,107.392044,-142.6079559326172
22748332,-73.98005,40.74322,1,13,1,23,Manhattan,Private room,4,1,1,2,Real Bed,1,19,99,0,1,0,1.73,within an hour,3,1,0,Kips Bay,339,,,4.76,18.938,11.74,8.682,2.005,14.758,20.435,17.666,18.776,21.668,21.54,13.736,4.253,8.098,0.77,4.276,2.041,1.795,4.375,1.085,2.969,3.621,4.335,4.796,0.848,2.106,5.319,3.426,1.122,70.821,7.302,1.211,1.646,4.47,2.238,1.371,4.181,1.719,243.58,1.772,0.355,0.361,0.666,0.043,0.222,0.333,0,1,0,0,0,84.75,1,84.75,339,221.16422,-117.83578491210938
5123033,-73.96856,40.75587,3,13,2,19,Manhattan,Entire home/apt,4,2,2,2,Real Bed,1,0,0,1,0,0,1.1501,within a day,1,0.79,0,Tribeca,115,1000,4000,3.249,17.258,10.913,10.045,3.692,13.051,18.758,18.622,19.557,22.447,22.573,15.442,2.643,9.793,1.623,2.865,0.989,1.436,6.077,0.805,2.891,2.027,6,6.5,2.423,3.802,3.928,5.116,1.194,69.4,5.767,2.058,1.727,6.176,1.164,0.514,2.862,0.785,242.154,1.002,0.192,0.315,0.737,0.13,0.155,0.2,0,1,0,0,0,28.75,0,28.75,115,325.53427,210.53427124023438
33467176,-73.91714,40.68942,2,1,0,0,Queens,Entire home/apt,6,2,4,5,Real Bed,3,9,98,1,0,0,0.9855,within an hour,3,1,0,Bushwick,99,,,11.478,23.334,8.526,5.171,8.178,18.238,22.394,10.354,11.037,13.915,14.407,14.355,10.727,10.743,8.76,11.273,9.499,9.618,8.513,8.669,10.952,10.266,7.013,7.946,8.394,8.085,12.281,7.293,8.965,76.879,13.68,9.182,9.598,8.405,9.698,8.094,11.348,9.201,249.498,9.373,0.343,0.433,0.919,0.425,0.568,0.581,0,0,1,0,0,16.5,1,16.5,99,199.85951,100.85951232910156
